,STATEFP,COUNTYFP,Tract,Block,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
2125,36,029,000110,3,360290001103,Block Group 3,G5030,S,4498553,1149131,+42.8475631,-078.8553034,"POLYGON ((-78.875383 42.85092299999999, -78.87203099999999 42.852113, -78.87021 42.85269, -78.86662799999999 42.853622, -78.86577199999999 42.853845, -78.865647 42.853881, -78.86529399999999 42.85398, -78.865093 42.854038, -78.865737 42.854645, -78.866507 42.855313, -78.864665 42.855151, -78.864548 42.855163, -78.864397 42.854956, -78.86411699999999 42.85481, -78.863551 42.854565, -78.86333399999999 42.854471, -78.862572 42.854236, -78.861677 42.854041, -78.860866 42.853908, -78.86036299999999 42.853837, -78.859539 42.853745, -78.858868 42.853694, -78.85819699999999 42.85366399999999, -78.857511 42.853702, -78.856967 42.853716, -78.85677199999999 42.85372599999999, -78.85635599999999 42.853797, -78.85575999999999 42.853916, -78.855351 42.85399, -78.854488 42.85420999999999, -78.85408699999999 42.854355, -78.85381199999999 42.854472, -78.85357499999999 42.854594, -78.852864 42.855021, -78.85216799999999 42.855503, -78.851304 42.856271, -78.850979 42.856601, -78.850678 42.856906, -78.850651 42.856939, -78.85028199999999 42.857381, -78.850025 42.857625, -78.84963399999999 42.858197, -78.849575 42.858273, -78.849333 42.858588, -78.84903199999999 42.859124, -78.84899899999999 42.859175, -78.84889199999999 42.85932, -78.84878399999999 42.859464, -78.84871 42.859563, -78.848519 42.859844, -78.848164 42.860301, -78.84800799999999 42.860501, -78.846772 42.862345, -78.845298 42.861588, -78.84486099999999 42.861353, -78.844633 42.861252, -78.84455299999999 42.861365, -78.844431 42.861484, -78.84420999999999 42.86165099999999, -78.843839 42.861877, -78.84331 42.862156, -78.84272 42.862461, -78.842288 42.862723, -78.84168199999999 42.86312299999999, -78.841425 42.863246, -78.84119199999999 42.863309, -78.840953 42.863333, -78.84061699999999 42.863312, -78.84020000000001 42.863268, -78.839658 42.863157, -78.839354 42.863077, -78.83892399999999 42.862928, -78.837828 42.862558, -78.83583999999999 42.861726, -78.834553 42.861215, -78.834327 42.861114, -78.833895 42.860921, -78.83309199999999 42.860527, -78.83503999999999 42.859019, -78.834836 42.858952, -78.834791 42.85893799999999, -78.833252 42.858436, -78.832178 42.858085, -78.83153999999999 42.857876, -78.83099899999999 42.857699, -78.831019 42.85689, -78.831051 42.854883, -78.832211 42.854878, -78.832218 42.854449, -78.832223 42.854183, -78.832233 42.853627, -78.832235 42.853473, -78.832246 42.852804, -78.832247 42.85275499999999, -78.832258 42.852065, -78.832269 42.851375, -78.832278 42.850684, -78.83229 42.849894, -78.83229899999999 42.849196, -78.832306 42.848688, -78.83230499999999 42.84851, -78.83230499999999 42.847909, -78.832306 42.847762, -78.832314 42.847023, -78.83493 42.847052, -78.83672299999999 42.847072, -78.837259 42.84697999999999, -78.83816299999999 42.846821, -78.838668 42.846689, -78.83919 42.846526, -78.83961099999999 42.846368, -78.84045399999999 42.846033, -78.84147399999999 42.845478, -78.841523 42.845454, -78.84197499999999 42.845186, -78.842725 42.844717, -78.843109 42.844487, -78.843498 42.84424, -78.84390399999999 42.844003, -78.844309 42.843764, -78.84468799999999 42.843545, -78.84503099999999 42.843355, -78.84578999999999 42.842868, -78.84651699999999 42.842459, -78.84740000000001 42.841966, -78.847819 42.841815, -78.84874599999999 42.841501, -78.849396 42.841319, -78.849614 42.841258, -78.85557399999999 42.839644, -78.856285 42.839451, -78.85673799999999 42.83932799999999, -78.856892 42.839298, -78.85681599999999 42.838455, -78.856719 42.837373, -78.855868 42.83582699999999, -78.855643 42.835366, -78.855313 42.834713, -78.85515099999999 42.834478, -78.854961 42.834301, -78.85469599999999 42.834147, -78.85447599999999 42.834081, -78.854283 42.834059, -78.854674 42.83373599999999, -78.85439199999999 42.833473, -78.85435 42.833322, -78.85413799999999 42.833042, -78.853768 42.832249, -78.85729499999999 42.832258, -78.86022899999999 42.832262, -78.86228299999999 42.83227, -78.862217 42.832681, -78.861918 42.833213, -78.862022 42.833624, -78.862174 42.834809, -78.86225999999999 42.836092, -78.862943 42.837343, -78.863935 42.838111, -78.864479 42.838532, -78.865588 42.839565, -78.863297 42.840323, -78.862089 42.840723, -78.862089 42.841255, -78.86298599999999 42.842005, -78.86358 42.842005, -78.865376 42.842005, -78.867852 42.844446, -78.870498 42.848263, -78.87118 42.849953, -78.87391199999999 42.849765, -78.875383 42.85092299999999))"
2126,36,029,000200,1,360290002001,Block Group 1,G5030,S,422645,0,+42.8578371,-078.8273320,"POLYGON ((-78.83503999999999 42.859019, -78.83309199999999 42.860527, -78.83224299999999 42.86011, -78.83182099999999 42.859945, -78.83146499999999 42.859848, -78.83110099999999 42.859772, -78.83072799999999 42.85975, -78.830429 42.85979, -78.83019 42.859858, -78.830038 42.859901, -78.829526 42.860064, -78.829036 42.860277, -78.82870299999999 42.860465, -78.82836999999999 42.860636, -78.82798 42.860741, -78.827309 42.86102, -78.827225 42.861055, -78.826549 42.860778, -78.825183 42.860386, -78.82511 42.860365, -78.82431799999999 42.8601, -78.823711 42.859897, -78.823369 42.859793, -78.82238199999999 42.859491, -78.82257799999999 42.859174, -78.822746 42.858695, -78.822969 42.858045, -78.822992 42.857976, -78.82352299999999 42.85642199999999, -78.82361999999999 42.856309, -78.82360799999999 42.85606, -78.823623 42.855047, -78.823628 42.854708, -78.82363699999999 42.853883, -78.824787 42.85389199999999, -78.825484 42.853898, -78.82653999999999 42.853471, -78.827004 42.854092, -78.827091 42.854208, -78.827455 42.854697, -78.827626 42.854928, -78.828233 42.855758, -78.828869 42.856623, -78.82911899999999 42.856963, -78.82925 42.85714, -78.82948499999999 42.857216, -78.83031799999999 42.857484, -78.83099899999999 42.857699, -78.83153999999999 42.857876, -78.832178 42.858085, -78.833252 42.858436, -78.834791 42.85893799999999, -78.834836 42.858952, -78.83503999999999 42.859019))"
2127,36,029,004300,6,360290043006,Block Group 6,G5030,S,213204,0,+42.9401102,-078.8106721,"POLYGON ((-78.813659 42.941909, -78.812871 42.941911, -78.810841 42.941908, -78.809984 42.941908, -78.80902999999999 42.941903, -78.80853399999999 42.941903, -78.80813499999999 42.941916, -78.80689 42.941918, -78.80689099999999 42.941835, -78.80689099999999 42.941661, -78.80686799999999 42.94166999999999, -78.80685099999999 42.94164199999999, -78.80661499999999 42.94133, -78.806327 42.94095, -78.806889 42.940719, -78.807216 42.940583, -78.807124 42.940465, -78.80674599999999 42.939948, -78.80674599999999 42.93988299999999, -78.807446 42.939601, -78.80931199999999 42.93884, -78.809693 42.938685, -78.810389 42.938409, -78.810433 42.938392, -78.811171 42.938084, -78.81221099999999 42.937658, -78.81299 42.937333, -78.81363899999999 42.937332, -78.813643 42.937957, -78.813648 42.938624, -78.813648 42.939124, -78.813644 42.93929, -78.813649 42.939391, -78.813653 42.940202, -78.813654 42.940377, -78.81365699999999 42.940956, -78.81365799999999 42.941147, -78.81365799999999 42.94168699999999, -78.813659 42.941909))"
2139,36,029,003400,5,360290034005,Block Group 5,G5030,S,774374,0,+42.9185338,-078.8350869,"POLYGON ((-78.84352199999999 42.920478, -78.843378 42.921933, -78.843065 42.921927, -78.842933 42.92192499999999, -78.84280099999999 42.921922, -78.84242499999999 42.921914, -78.841865 42.921891, -78.84107899999999 42.92188, -78.83937299999999 42.921857, -78.83836699999999 42.92183199999999, -78.837851 42.921824, -78.836766 42.921802, -78.83544499999999 42.921778, -78.834582 42.921762, -78.83411 42.92175599999999, -78.833623 42.921791, -78.833141 42.921834, -78.832657 42.921872, -78.831665 42.92195, -78.831155 42.921992, -78.83080199999999 42.922012, -78.83014899999999 42.922061, -78.82912999999999 42.922155, -78.829121 42.92088, -78.82912399999999 42.919301, -78.82911 42.918882, -78.82911 42.918864, -78.82910799999999 42.916503, -78.82909599999999 42.91569, -78.829089 42.914509, -78.82942 42.914514, -78.832419 42.914546, -78.832582 42.914548, -78.833591 42.914559, -78.834312 42.914567, -78.836327 42.91459, -78.83779299999999 42.914606, -78.83909299999999 42.91462, -78.839139 42.914626, -78.839162 42.915454, -78.839186 42.91628, -78.83923899999999 42.9181, -78.839275 42.919084, -78.84043699999999 42.919101, -78.84172 42.91912, -78.842073 42.919125, -78.84296599999999 42.919143, -78.843092 42.919146, -78.843222 42.91972699999999, -78.84337599999999 42.920415, -78.843507 42.919154, -78.84351199999999 42.920092, -78.84352199999999 42.920478))"
2140,36,029,003901,1,360290039011,Block Group 1,G5030,S,517612,0,+42.9333833,-078.8266299,"POLYGON ((-78.83427399999999 42.929599, -78.83114999999999 42.930864, -78.831411 42.931231, -78.831369 42.932769, -78.83082899999999 42.93275999999999, -78.83051999999999 42.932755, -78.830269 42.932751, -78.82940099999999 42.932737, -78.82918099999999 42.932733, -78.828271 42.932718, -78.82824599999999 42.933809, -78.82823599999999 42.934621, -78.828214 42.936342, -78.828217 42.93638199999999, -78.82816099999999 42.938812, -78.828154 42.939138, -78.82814999999999 42.939464, -78.828121 42.940124, -78.82652 42.940109, -78.826404 42.940107, -78.82636099999999 42.939992, -78.82598399999999 42.939274, -78.82381099999999 42.935144, -78.82323199999999 42.934079, -78.821123 42.93021, -78.821313 42.930188, -78.82157099999999 42.930227, -78.821747 42.930196, -78.82167799999999 42.929941, -78.82200499999999 42.929921, -78.82260599999999 42.929897, -78.822864 42.929887, -78.82341099999999 42.929887, -78.823938 42.929882, -78.82426 42.929888, -78.82449 42.929893, -78.826741 42.929892, -78.829155 42.929889, -78.829617 42.929901, -78.830764 42.929785, -78.831919 42.929644, -78.83312599999999 42.929372, -78.834204 42.929054, -78.83427399999999 42.929599))"
2141,36,029,004001,3,360290040013,Block Group 3,G5030,S,319978,0,+42.9361081,-078.8362704,"POLYGON ((-78.839259 42.93315399999999, -78.839253 42.933454, -78.83924999999999 42.933663, -78.839249 42.933735, -78.839246 42.934015, -78.83923999999999 42.934549, -78.839235 42.935026, -78.83923399999999 42.935349, -78.839232 42.936029, -78.83923 42.936134, -78.83922199999999 42.9365, -78.839213 42.937021, -78.83920999999999 42.937172, -78.839214 42.937816, -78.839218 42.938622, -78.838296 42.938615, -78.836541 42.940228, -78.834863 42.940208, -78.834896 42.939301, -78.834897 42.939244, -78.83490999999999 42.938665, -78.83493 42.937788, -78.834948 42.936991, -78.834959 42.936504, -78.833113 42.936474, -78.83160199999999 42.93645, -78.831614 42.936025, -78.83163499999999 42.93523099999999, -78.831656 42.934451, -78.83165699999999 42.934432, -78.83500599999999 42.93448799999999, -78.835025 42.933673, -78.83506 42.932832, -78.839258 42.932898, -78.839259 42.93315399999999))"
2142,36,029,004500,4,360290045004,Block Group 4,G5030,S,390571,0,+42.9426595,-078.8395266,"POLYGON ((-78.844132 42.94141, -78.844132 42.94142799999999, -78.844129 42.942097, -78.844112 42.942642, -78.84410299999999 42.943882, -78.844095 42.945025, -78.841674 42.944996, -78.83901899999999 42.944968, -78.837092 42.94495, -78.835219 42.944932, -78.835064 42.94483899999999, -78.834666 42.944603, -78.833794 42.944069, -78.83404399999999 42.943851, -78.83480999999999 42.943144, -78.835566 42.942476, -78.836213 42.941871, -78.83531599999999 42.941337, -78.834833 42.941047, -78.834834 42.941006, -78.834863 42.940208, -78.836541 42.940228, -78.83798999999999 42.94025, -78.839085 42.940261, -78.840063 42.940269, -78.841182 42.940284, -78.841748 42.940284, -78.843289 42.940297, -78.843411 42.940298, -78.844144 42.940305, -78.844132 42.94141))"
2149,36,029,017100,5,360290171005,Block Group 5,G5030,S,756287,0,+42.9305553,-078.8863932,"POLYGON ((-78.89544599999999 42.92960799999999, -78.895438 42.930041, -78.894665 42.930702, -78.894031 42.931178, -78.89375199999999 42.931468, -78.893625 42.931635, -78.89349799999999 42.931854, -78.893405 42.93202, -78.893305 42.932244, -78.89320499999999 42.932538, -78.893063 42.932938, -78.89298699999999 42.933128, -78.89282999999999 42.93339, -78.89266499999999 42.933621, -78.892523 42.933786, -78.89234999999999 42.933982, -78.892089 42.934197, -78.891949 42.9343, -78.891035 42.934988, -78.889169 42.936301, -78.88878699999999 42.936574, -78.88875 42.936526, -78.888604 42.936338, -78.88850599999999 42.936172, -78.888423 42.935939, -78.888408 42.935713, -78.88842799999999 42.935538, -78.88844 42.935434, -78.88858599999999 42.934041, -78.88882099999999 42.932258, -78.887615 42.932273, -78.887631 42.932167, -78.88677899999999 42.932149, -78.886201 42.931884, -78.885689 42.931802, -78.883831 42.931836, -78.881231 42.931886, -78.877805 42.931951, -78.876988 42.931984, -78.87698899999999 42.931655, -78.87698399999999 42.931271, -78.876997 42.93073, -78.877026 42.929369, -78.87703399999999 42.927949, -78.877608 42.92793899999999, -78.878317 42.927932, -78.87900499999999 42.92792499999999, -78.87900499999999 42.927891, -78.879598 42.927882, -78.88096 42.927861, -78.881232 42.927865, -78.881923 42.927878, -78.882243 42.92789, -78.88348999999999 42.92787, -78.88472299999999 42.927851, -78.885989 42.927831, -78.887199 42.927812, -78.888177 42.927797, -78.88842699999999 42.927745, -78.889383 42.927736, -78.890621 42.927727, -78.891863 42.927705, -78.8931 42.927682, -78.892798 42.92995699999999, -78.892917 42.92995699999999, -78.89435 42.929888, -78.895551 42.928726, -78.89544599999999 42.92960799999999))"
2150,36,029,004602,1,360290046021,Block Group 1,G5030,S,1212741,0,+42.9544558,-078.8143884,"POLYGON ((-78.824461 42.952458, -78.824023 42.952845, -78.82376499999999 42.953073, -78.822954 42.95379399999999, -78.822746 42.953982, -78.82203 42.954629, -78.821072 42.955486, -78.820628 42.955884, -78.819907 42.956513, -78.81911699999999 42.9572, -78.81888099999999 42.957406, -78.818693 42.957572, -78.81850899999999 42.95764399999999, -78.818428 42.957676, -78.81767499999999 42.957971, -78.816287 42.958513, -78.81597699999999 42.958634, -78.81578999999999 42.95870499999999, -78.81493999999999 42.959037, -78.81428199999999 42.959294, -78.813902 42.959443, -78.813869 42.959457, -78.813187 42.95973, -78.812652 42.959945, -78.81212599999999 42.960153, -78.81114599999999 42.96053999999999, -78.809012 42.96139, -78.808942 42.961416, -78.80883 42.959028, -78.807795 42.958932, -78.807734 42.957638, -78.807683 42.956543, -78.804332 42.956599, -78.80387499999999 42.95641, -78.803878 42.955737, -78.80387999999999 42.95500699999999, -78.80388099999999 42.954556, -78.804678 42.954584, -78.80865899999999 42.954654, -78.808757 42.95226, -78.810356 42.952157, -78.81041399999999 42.95146, -78.81049 42.951424, -78.810597 42.951344, -78.810688 42.951254, -78.810761 42.951156, -78.81081499999999 42.951051, -78.81085 42.950942, -78.81079799999999 42.949869, -78.810931 42.949769, -78.81106 42.949667, -78.811222 42.949561, -78.811313 42.949515, -78.81141099999999 42.949478, -78.811493 42.949459, -78.811542 42.949447, -78.811623 42.949437, -78.81252599999999 42.949443, -78.812725 42.949413, -78.81286299999999 42.949381, -78.813039 42.949322, -78.81317299999999 42.949258, -78.81328999999999 42.949185, -78.81338 42.949107, -78.813478 42.948997, -78.813503 42.948961, -78.813704 42.948966, -78.81370299999999 42.948928, -78.814308 42.94894499999999, -78.817661 42.94902, -78.81782299999999 42.949024, -78.81768099999999 42.949545, -78.817656 42.949857, -78.818541 42.94995, -78.81955599999999 42.950057, -78.820669 42.950145, -78.821051 42.949791, -78.822762 42.950968, -78.824664 42.952275, -78.824461 42.952458))"
2151,36,029,005100,2,360290051002,Block Group 2,G5030,S,221235,0,+42.9554004,-078.8649475,"POLYGON ((-78.869428 42.956958, -78.868335 42.956957, -78.86733199999999 42.956954, -78.866326 42.956952, -78.86589699999999 42.95695, -78.86581799999999 42.95695, -78.86537199999999 42.957082, -78.86529299999999 42.957106, -78.864418 42.95709799999999, -78.86443 42.956617, -78.86443899999999 42.956248, -78.862702 42.956216, -78.860169 42.95617499999999, -78.858988 42.956176, -78.858891 42.956171, -78.85890000000001 42.955756, -78.858897 42.955572, -78.858898 42.955386, -78.85890000000001 42.954991, -78.858903 42.95464, -78.858901 42.954597, -78.858926 42.954597, -78.86034699999999 42.954607, -78.861181 42.954615, -78.861181 42.954574, -78.861734 42.954574, -78.863101 42.954576, -78.864446 42.954571, -78.864448 42.954457, -78.864453 42.954194, -78.86446099999999 42.953772, -78.86909299999999 42.953778, -78.8691 42.953893, -78.86915999999999 42.954601, -78.869225 42.955334, -78.869253 42.955506, -78.869283 42.95567, -78.869327 42.95599199999999, -78.869411 42.95679699999999, -78.869428 42.956958))"
2152,36,029,017100,1,360290171001,Block Group 1,G5030,S,863860,379440,+42.9260932,-078.9031762,"POLYGON ((-78.90929899999999 42.938394, -78.90749099999999 42.935557, -78.907358 42.935348, -78.904679 42.933417, -78.904515 42.933298, -78.90214999999999 42.931316, -78.901946 42.931132, -78.89957799999999 42.928161, -78.899075 42.928058, -78.899028 42.928006, -78.898882 42.927995, -78.898708 42.927982, -78.89869299999999 42.927981, -78.89852599999999 42.927969, -78.897803 42.927976, -78.897583 42.92808, -78.89714499999999 42.928285, -78.89693 42.928438, -78.89664399999999 42.928645, -78.896553 42.928703, -78.89649399999999 42.928777, -78.896389 42.928889, -78.896233 42.929086, -78.89564399999999 42.929785, -78.895438 42.930041, -78.89544599999999 42.92960799999999, -78.895551 42.928726, -78.89435 42.929888, -78.892917 42.92995699999999, -78.892798 42.92995699999999, -78.8931 42.927682, -78.89373499999999 42.927668, -78.89432599999999 42.927671, -78.89440599999999 42.927034, -78.894429 42.926823, -78.894481 42.92649, -78.89456299999999 42.925812, -78.894688 42.924866, -78.894809 42.923945, -78.894938 42.922951, -78.894993 42.922514, -78.895028 42.922249, -78.895065 42.921979, -78.895214 42.921993, -78.89641999999999 42.922075, -78.896535 42.921152, -78.898489 42.921285, -78.898551 42.92084, -78.898794 42.920861, -78.89910399999999 42.920888, -78.899334 42.920908, -78.89957299999999 42.920939, -78.899734 42.92096, -78.899906 42.921004, -78.89994999999999 42.92101599999999, -78.900013 42.921032, -78.900094 42.920759, -78.90096 42.920756, -78.90152599999999 42.920792, -78.904228 42.920935, -78.90432799999999 42.92093999999999, -78.904573 42.920953, -78.905759 42.921157, -78.905659 42.923357, -78.90772299999999 42.929556, -78.909159 42.933257, -78.912359 42.937757, -78.90929899999999 42.938394))"
2153,36,029,006302,1,360290063021,Block Group 1,G5030,S,623828,0,+42.9295262,-078.8723137,"POLYGON ((-78.87738999999999 42.934189, -78.87697899999999 42.934113, -78.876375 42.934036, -78.875575 42.933933, -78.875328 42.933913, -78.87494199999999 42.933909, -78.874656 42.933933, -78.874645 42.93389699999999, -78.874566 42.933822, -78.874493 42.933752, -78.874304 42.933606, -78.87407 42.933448, -78.87397 42.93331999999999, -78.873924 42.933122, -78.87378799999999 42.932939, -78.87356199999999 42.932781, -78.87334899999999 42.932678, -78.873119 42.932636, -78.87284199999999 42.932648, -78.872303 42.932693, -78.87177799999999 42.932782, -78.871369 42.932753, -78.870863 42.932711, -78.87038799999999 42.932615, -78.869767 42.932445, -78.869145 42.932286, -78.86861499999999 42.932068, -78.868008 42.931673, -78.867817 42.931604, -78.867323 42.931414, -78.866978 42.931216, -78.866907 42.93087999999999, -78.866432 42.93035099999999, -78.866141 42.929885, -78.865962 42.929646, -78.865877 42.929571, -78.86599199999999 42.929293, -78.866058 42.929143, -78.86620499999999 42.928974, -78.86635199999999 42.928846, -78.86653199999999 42.928728, -78.866855 42.92859199999999, -78.867222 42.928438, -78.867453 42.928262, -78.867571 42.928123, -78.86760000000001 42.928089, -78.86777599999999 42.927761, -78.867628 42.925948, -78.868135 42.925946, -78.869033 42.92595499999999, -78.870273 42.925965, -78.87167099999999 42.925977, -78.87249199999999 42.925977, -78.87262199999999 42.925978, -78.872676 42.925979, -78.87350000000001 42.925989, -78.873729 42.925992, -78.87377099999999 42.925992, -78.873986 42.925994, -78.874836 42.926006, -78.874956 42.926008, -78.87496899999999 42.926008, -78.875642 42.926013, -78.876571 42.926016, -78.87700199999999 42.926029, -78.87700599999999 42.92795, -78.87703399999999 42.927949, -78.877026 42.929369, -78.876997 42.93073, -78.87698399999999 42.931271, -78.87698899999999 42.931655, -78.876988 42.931984, -78.876987 42.932624, -78.87698499999999 42.933144, -78.87698399999999 42.933377, -78.87729399999999 42.933921, -78.87745099999999 42.934196, -78.87738999999999 42.934189))"
2154,36,029,006201,1,360290062011,Block Group 1,G5030,S,456405,0,+42.9342698,-078.8835641,"POLYGON ((-78.88858599999999 42.934041, -78.88844 42.935434, -78.88842799999999 42.935538, -78.888408 42.935713, -78.888423 42.935939, -78.88850599999999 42.936172, -78.888604 42.936338, -78.88875 42.936526, -78.88878699999999 42.936574, -78.888583 42.936695, -78.888397 42.936815, -78.888299 42.936869, -78.888182 42.936925, -78.887974 42.937017, -78.887748 42.937105, -78.887451 42.937171, -78.887281 42.937209, -78.887125 42.93722899999999, -78.88685699999999 42.937267, -78.886236 42.937279, -78.885633 42.93729099999999, -78.88534 42.937294, -78.884974 42.937314, -78.88487099999999 42.93732, -78.884413 42.937307, -78.883909 42.937288, -78.88358099999999 42.937243, -78.883211 42.93718, -78.882774 42.93709, -78.88236599999999 42.936989, -78.88199 42.936858, -78.88171899999999 42.936737, -78.88142599999999 42.936577, -78.881147 42.936415, -78.880972 42.936278, -78.88085599999999 42.936158, -78.88061999999999 42.935886, -78.88041 42.93557699999999, -78.88023299999999 42.935346, -78.880066 42.935141, -78.879767 42.934918, -78.879504 42.934746, -78.87928099999999 42.93462, -78.87903799999999 42.934521, -78.878587 42.934374, -78.87817199999999 42.934303, -78.877724 42.93423, -78.87745099999999 42.934196, -78.87729399999999 42.933921, -78.87698399999999 42.933377, -78.87698499999999 42.933144, -78.876987 42.932624, -78.876988 42.931984, -78.877805 42.931951, -78.881231 42.931886, -78.883831 42.931836, -78.885689 42.931802, -78.886201 42.931884, -78.88677899999999 42.932149, -78.887631 42.932167, -78.887615 42.932273, -78.88882099999999 42.932258, -78.88858599999999 42.934041))"
2209,36,029,005500,4,360290055004,Block Group 4,G5030,S,333963,0,+42.9386300,-078.8823556,"POLYGON ((-78.88837699999999 42.942374, -78.88750399999999 42.94238, -78.88736899999999 42.94238, -78.88616499999999 42.942386, -78.88541499999999 42.941268, -78.885026 42.940674, -78.884652 42.940114, -78.883376 42.940574, -78.883229 42.940573, -78.882728 42.940573, -78.88118799999999 42.940572, -78.88077 42.94057, -78.87969 42.94056399999999, -78.878596 42.94056399999999, -78.87860000000001 42.939808, -78.87860000000001 42.939625, -78.878603 42.93907, -78.878604 42.938693, -78.878593 42.93792, -78.87858199999999 42.937864, -78.878585 42.937793, -78.87840799999999 42.936932, -78.87831 42.936412, -78.878241 42.93604, -78.878197 42.935839, -78.878145 42.935464, -78.87808799999999 42.935246, -78.87794 42.934978, -78.87774499999999 42.934626, -78.877527 42.934307, -78.877505 42.93427399999999, -78.87745099999999 42.934196, -78.877724 42.93423, -78.87817199999999 42.934303, -78.878587 42.934374, -78.87903799999999 42.934521, -78.87928099999999 42.93462, -78.879504 42.934746, -78.879767 42.934918, -78.880066 42.935141, -78.88023299999999 42.935346, -78.88041 42.93557699999999, -78.88061999999999 42.935886, -78.88085599999999 42.936158, -78.880972 42.936278, -78.881147 42.936415, -78.88142599999999 42.936577, -78.88171899999999 42.936737, -78.88199 42.936858, -78.88236599999999 42.936989, -78.882774 42.93709, -78.883211 42.93718, -78.88358099999999 42.937243, -78.883909 42.937288, -78.884413 42.937307, -78.88487099999999 42.93732, -78.884974 42.937314, -78.88534 42.937294, -78.885633 42.93729099999999, -78.886236 42.937279, -78.88685699999999 42.937267, -78.887125 42.93722899999999, -78.88721799999999 42.93729099999999, -78.887411 42.937421, -78.888316 42.937204, -78.887703 42.937504, -78.88721099999999 42.937522, -78.88633999999999 42.937582, -78.885194 42.93763, -78.885487 42.938024, -78.88560099999999 42.938152, -78.886231 42.93907799999999, -78.886264 42.939124, -78.88647 42.939469, -78.887811 42.941456, -78.88806699999999 42.94183899999999, -78.888423 42.942374, -78.88837699999999 42.942374))"
2213,36,029,007000,2,360290070002,Block Group 2,G5030,S,633759,396128,+42.8999816,-078.8992946,"POLYGON ((-78.90575799999999 42.899957, -78.90575799999999 42.90605, -78.90576899999999 42.906942, -78.90281999999999 42.90654199999999, -78.901687 42.906388, -78.901366 42.906343, -78.90123 42.906324, -78.90073 42.906166, -78.900498 42.906061, -78.900457 42.906281, -78.90042199999999 42.906505, -78.900312 42.90645, -78.90026899999999 42.906429, -78.899742 42.90578, -78.89961099999999 42.905642, -78.898836 42.904824, -78.897853 42.903789, -78.897426 42.90334499999999, -78.897345 42.903262, -78.897098 42.903011, -78.8968 42.902685, -78.89587999999999 42.901703, -78.894767 42.902272, -78.893648 42.902847, -78.892208 42.901285, -78.891773 42.900855, -78.891604 42.900676, -78.891352 42.900407, -78.890942 42.899981, -78.89067799999999 42.899699, -78.88972 42.898661, -78.889196 42.898138, -78.890306 42.897568, -78.89086399999999 42.897282, -78.891424 42.896996, -78.892273 42.89656799999999, -78.89255199999999 42.89643299999999, -78.89308699999999 42.89700000000001, -78.893384 42.897315, -78.893574 42.897516, -78.894032 42.898002, -78.895139 42.897437, -78.89599299999999 42.897003, -78.89625199999999 42.896871, -78.89697099999999 42.897613, -78.89779299999999 42.898461, -78.897824 42.898446, -78.89791 42.89840299999999, -78.897937 42.89838899999999, -78.898349 42.898182, -78.898651 42.898029, -78.898888 42.89791, -78.89915599999999 42.897776, -78.899574 42.897567, -78.900288 42.897204, -78.900836 42.89690299999999, -78.901584 42.896516, -78.90187999999999 42.896473, -78.90441199999999 42.8945, -78.904511 42.89446, -78.904611 42.894421, -78.90534 42.894072, -78.90621999999999 42.899032, -78.90575799999999 42.899957))"
2214,36,029,006100,1,360290061001,Block Group 1,G5030,S,495901,237518,+42.9162334,-078.9008449,"POLYGON ((-78.905759 42.921157, -78.904573 42.920953, -78.90432799999999 42.92093999999999, -78.904228 42.920935, -78.90152599999999 42.920792, -78.90096 42.920756, -78.900094 42.920759, -78.900013 42.921032, -78.89994999999999 42.92101599999999, -78.899906 42.921004, -78.899734 42.92096, -78.89957299999999 42.920939, -78.899334 42.920908, -78.89910399999999 42.920888, -78.898794 42.920861, -78.898551 42.92084, -78.898489 42.921285, -78.896535 42.921152, -78.89641999999999 42.922075, -78.895214 42.921993, -78.895065 42.921979, -78.895186 42.921036, -78.89524299999999 42.92059099999999, -78.895342 42.920088, -78.89567599999999 42.918423, -78.89597999999999 42.916897, -78.89578399999999 42.916886, -78.895989 42.915142, -78.89607099999999 42.914439, -78.89615599999999 42.913651, -78.89625599999999 42.912833, -78.89645299999999 42.91284599999999, -78.897756 42.91293599999999, -78.897932 42.912947, -78.89823299999999 42.913457, -78.899704 42.913065, -78.89970699999999 42.91304299999999, -78.900588 42.913039, -78.90067599999999 42.913038, -78.90078199999999 42.913038, -78.90138399999999 42.913035, -78.901484 42.913034, -78.90154199999999 42.913033, -78.901574 42.913032, -78.90168 42.913032, -78.90167599999999 42.912854, -78.90205 42.912759, -78.902648 42.912827, -78.90293799999999 42.912857, -78.905759 42.91305699999999, -78.905759 42.921157))"
