,STATEFP,COUNTYFP,Tract,Block,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
3250,36,029,003500,4,360290035004,Block Group 4,G5030,S,626343,17591,+42.9068754,-078.8404356,"POLYGON ((-78.845951 42.903735, -78.845647 42.904263, -78.84540899999999 42.904691, -78.84523 42.905008, -78.84504099999999 42.90537, -78.844915 42.905632, -78.844585 42.906187, -78.843987 42.907336, -78.84361799999999 42.90844, -78.843538 42.908849, -78.84348399999999 42.909328, -78.843485 42.91004299999999, -78.84348 42.910995, -78.8434 42.910994, -78.84331299999999 42.910992, -78.84318399999999 42.91099, -78.843119 42.910989, -78.84294899999999 42.910987, -78.84261599999999 42.910981, -78.83908099999999 42.910937, -78.839077 42.910467, -78.83729599999999 42.910439, -78.83464099999999 42.91041999999999, -78.832413 42.910394, -78.83241199999999 42.909951, -78.832399 42.90931399999999, -78.832396 42.909076, -78.83238999999999 42.90872, -78.83238999999999 42.908249, -78.832381 42.90719, -78.833832 42.907199, -78.834457 42.907204, -78.835708 42.907212, -78.83571499999999 42.90647, -78.835825 42.906471, -78.835825 42.906069, -78.835836 42.904329, -78.83583899999999 42.903777, -78.83583999999999 42.903627, -78.836522 42.903636, -78.837695 42.903652, -78.839311 42.903667, -78.840474 42.90368, -78.841551 42.90369099999999, -78.84262099999999 42.903701, -78.843559 42.90371, -78.84462499999999 42.903719, -78.844922 42.903723, -78.84541399999999 42.903729, -78.84575599999999 42.903733, -78.845775 42.903733, -78.845951 42.903735))"
3251,36,029,002800,4,360290028004,Block Group 4,G5030,S,386519,0,+42.9023160,-078.8164986,"POLYGON ((-78.821927 42.903116, -78.821073 42.903385, -78.821089 42.903879, -78.820533 42.903952, -78.818904 42.904177, -78.818904 42.904117, -78.818765 42.904152, -78.818477 42.904225, -78.818062 42.904272, -78.817165 42.904397, -78.817139 42.9044, -78.816221 42.904526, -78.816008 42.904554, -78.814954 42.90470000000001, -78.814898 42.904708, -78.81374599999999 42.904865, -78.81263 42.905014, -78.81154099999999 42.905161, -78.811497 42.905167, -78.81151799999999 42.904322, -78.81154099999999 42.903714, -78.811567 42.902794, -78.81160799999999 42.901585, -78.81160899999999 42.901392, -78.81263899999999 42.901253, -78.81386599999999 42.901088, -78.813935 42.898901, -78.81495799999999 42.898912, -78.815969 42.898928, -78.81595299999999 42.899935, -78.81593099999999 42.900698, -78.815922 42.900811, -78.816214 42.900772, -78.816948 42.900674, -78.81811399999999 42.900518, -78.81867799999999 42.900442, -78.818899 42.900412, -78.81907199999999 42.900389, -78.820032 42.900261, -78.820953 42.900137, -78.821412 42.900076, -78.82189699999999 42.900018, -78.8219 42.900105, -78.821906 42.90034199999999, -78.821904 42.900704, -78.821912 42.902048, -78.821927 42.903116))"
3281,36,029,003302,3,360290033023,Block Group 3,G5030,S,263356,0,+42.9132868,-078.8492104,"POLYGON ((-78.853989 42.913865, -78.853984 42.914757, -78.85398499999999 42.914957, -78.8533 42.914747, -78.85297299999999 42.914744, -78.852852 42.914743, -78.85222999999999 42.914738, -78.84910699999999 42.91471, -78.84805999999999 42.914708, -78.843836 42.91468, -78.843683 42.914679, -78.843474 42.914677, -78.843469 42.913804, -78.843473 42.913055, -78.84346699999999 42.912253, -78.843676 42.912256, -78.845158 42.912273, -78.84660099999999 42.912289, -78.84809 42.912311, -78.849124 42.91231, -78.85007899999999 42.912322, -78.85101499999999 42.912329, -78.85101299999999 42.911091, -78.851985 42.911099, -78.852965 42.911107, -78.853433 42.911109, -78.853982 42.911121, -78.85398499999999 42.911181, -78.853984 42.911722, -78.85398599999999 42.912342, -78.85398599999999 42.91236, -78.85398499999999 42.912986, -78.853989 42.913865))"
3282,36,029,003600,3,360290036003,Block Group 3,G5030,S,388148,0,+42.9118878,-078.8201492,"POLYGON ((-78.824286 42.914477, -78.823756 42.914489, -78.82328699999999 42.914503, -78.822636 42.914523, -78.822315 42.914534, -78.821523 42.914559, -78.82133499999999 42.914565, -78.820432 42.914595, -78.82035499999999 42.914598, -78.81931299999999 42.914632, -78.81849 42.914652, -78.81771999999999 42.914658, -78.816729 42.914663, -78.816733 42.914597, -78.81672499999999 42.912662, -78.816727 42.911425, -78.81599299999999 42.911721, -78.815724 42.911826, -78.814758 42.912214, -78.814752 42.909795, -78.814751 42.909754, -78.81477599999999 42.909754, -78.815775 42.909751, -78.81580699999999 42.909751, -78.8168 42.909748, -78.81684799999999 42.909748, -78.817818 42.909744, -78.81787799999999 42.909744, -78.818709 42.909741, -78.82033899999999 42.909734, -78.82095199999999 42.909731, -78.821297 42.909594, -78.82181899999999 42.909393, -78.82228599999999 42.909205, -78.822553 42.909097, -78.823227 42.908827, -78.824248 42.908423, -78.824253 42.909094, -78.824253 42.909198, -78.824258 42.910313, -78.82426099999999 42.910708, -78.82425599999999 42.911187, -78.824259 42.91201299999999, -78.824263 42.912821, -78.824269 42.913593, -78.824286 42.914477))"
3283,36,029,003302,1,360290033021,Block Group 1,G5030,S,262752,0,+42.9092037,-078.8505973,"POLYGON ((-78.853982 42.911121, -78.853433 42.911109, -78.852965 42.911107, -78.851985 42.911099, -78.85101299999999 42.911091, -78.85101499999999 42.912329, -78.85007899999999 42.912322, -78.849124 42.91231, -78.84809 42.912311, -78.84808699999999 42.911119, -78.848083 42.911065, -78.848079 42.911016, -78.84808199999999 42.910094, -78.848085 42.909319, -78.848111 42.908171, -78.84810499999999 42.907396, -78.8481 42.905577, -78.84913499999999 42.905591, -78.850228 42.90561, -78.850207 42.906081, -78.850194 42.90741999999999, -78.851401 42.907436, -78.85274 42.907452, -78.853493 42.907459, -78.853966 42.907454, -78.853965 42.908236, -78.853965 42.908368, -78.853965 42.90902699999999, -78.853966 42.909373, -78.853978 42.909852, -78.853979 42.910104, -78.85397999999999 42.910161, -78.853984 42.91059, -78.853982 42.911121))"
4298,36,029,005202,2,360290052022,Block Group 2,G5030,S,327273,0,+42.9247939,-078.8461381,"POLYGON ((-78.850658 42.927639, -78.85049099999999 42.927636, -78.850375 42.927634, -78.850143 42.927631, -78.850038 42.927629, -78.84995099999999 42.927627, -78.84988899999999 42.927626, -78.84613399999999 42.927568, -78.84343699999999 42.927535, -78.842753 42.927526, -78.842758 42.926944, -78.84277399999999 42.924221, -78.842749 42.923972, -78.84271799999999 42.923764, -78.84285299999999 42.923688, -78.84290399999999 42.923356, -78.842944 42.923105, -78.843063 42.922949, -78.84325699999999 42.92248, -78.843357 42.922157, -78.843362 42.922097, -78.843378 42.921933, -78.84345399999999 42.921934, -78.843486 42.921935, -78.843766 42.921941, -78.843801 42.921942, -78.844016 42.921945, -78.84455199999999 42.921954, -78.845451 42.921969, -78.845765 42.921974, -78.84689399999999 42.921995, -78.846936 42.921995, -78.84810999999999 42.922016, -78.848674 42.922028, -78.84890399999999 42.922037, -78.84935299999999 42.922042, -78.84962 42.92205, -78.84959599999999 42.92288, -78.84957 42.923704, -78.849543 42.924527, -78.849514 42.92534999999999, -78.84772 42.925317, -78.847458 42.925565, -78.84869399999999 42.926344, -78.84979899999999 42.926996, -78.849856 42.927029, -78.85037 42.927324, -78.850926 42.927644, -78.850658 42.927639))"
4370,36,029,002800,1,360290028001,Block Group 1,G5030,S,321509,0,+42.9010474,-078.8252893,"POLYGON ((-78.82890399999999 42.903524, -78.82831399999999 42.903518, -78.82801499999999 42.903514, -78.827293 42.903507, -78.82700299999999 42.903504, -78.82626399999999 42.903497, -78.82602199999999 42.90349399999999, -78.825249 42.903487, -78.824871 42.90347999999999, -78.824215 42.90346599999999, -78.82374799999999 42.903529, -78.823201 42.90360099999999, -78.82215699999999 42.90373899999999, -78.821934 42.903768, -78.821089 42.903879, -78.821073 42.903385, -78.821927 42.903116, -78.821912 42.902048, -78.821904 42.900704, -78.821906 42.90034199999999, -78.8219 42.900105, -78.82189699999999 42.900018, -78.82188099999999 42.898048, -78.82278599999999 42.898042, -78.82370399999999 42.898041, -78.82371599999999 42.899543, -78.823865 42.899494, -78.824303 42.899316, -78.824592 42.899171, -78.824748 42.899093, -78.824805 42.899065, -78.82550000000001 42.898654, -78.825968 42.898469, -78.82611799999999 42.89841, -78.82630899999999 42.898349, -78.826532 42.898291, -78.82681699999999 42.898253, -78.82697899999999 42.898246, -78.827108 42.898242, -78.82739099999999 42.898258, -78.827651 42.89832, -78.827907 42.8984, -78.828318 42.898605, -78.828513 42.898763, -78.82869199999999 42.898974, -78.82886499999999 42.899362, -78.82888 42.900915, -78.82890399999999 42.903524))"
4371,36,029,002900,2,360290029002,Block Group 2,G5030,S,186289,0,+42.9071122,-078.8168642,"POLYGON ((-78.818789 42.907943, -78.81876299999999 42.908535, -78.818709 42.909741, -78.81787799999999 42.909744, -78.817818 42.909744, -78.81684799999999 42.909748, -78.8168 42.909748, -78.81580699999999 42.909751, -78.815775 42.909751, -78.81477599999999 42.909754, -78.814775 42.909721, -78.814779 42.909113, -78.81478 42.908826, -78.81479499999999 42.908071, -78.81495099999999 42.908075, -78.81496 42.906727, -78.814954 42.90470000000001, -78.816008 42.904554, -78.816221 42.904526, -78.817139 42.9044, -78.817165 42.904397, -78.818062 42.904272, -78.818477 42.904225, -78.818765 42.904152, -78.81876799999999 42.904502, -78.818789 42.907943))"
4372,36,029,002900,4,360290029004,Block Group 4,G5030,S,216832,0,+42.9056495,-078.8258087,"POLYGON ((-78.82893399999999 42.906553, -78.828294 42.906808, -78.827224 42.907236, -78.82626499999999 42.907613, -78.82543199999999 42.907942, -78.824816 42.908192, -78.824248 42.908423, -78.823227 42.908827, -78.82321399999999 42.906009, -78.823201 42.90360099999999, -78.82374799999999 42.903529, -78.824215 42.90346599999999, -78.824871 42.90347999999999, -78.825249 42.903487, -78.82602199999999 42.90349399999999, -78.82626399999999 42.903497, -78.82700299999999 42.903504, -78.827293 42.903507, -78.82801499999999 42.903514, -78.82831399999999 42.903518, -78.82890399999999 42.903524, -78.82893399999999 42.906553))"
4373,36,029,003000,1,360290030001,Block Group 1,G5030,S,175776,0,+42.9082415,-078.8021779,"POLYGON ((-78.80578799999999 42.909786, -78.80562999999999 42.909785, -78.804721 42.909791, -78.804571 42.909789, -78.80433099999999 42.909788, -78.80378899999999 42.909789, -78.80295799999999 42.909789, -78.80259099999999 42.909789, -78.801619 42.90979, -78.80149299999999 42.90979, -78.800703 42.909789, -78.800404 42.909789, -78.79978799999999 42.909785, -78.799291 42.909783, -78.799059 42.909744, -78.799159 42.90682899999999, -78.79928099999999 42.906823, -78.799774 42.906754, -78.800691 42.90663, -78.801478 42.90652499999999, -78.802072 42.906446, -78.802932 42.906333, -78.804311 42.906145, -78.804322 42.908271, -78.80577799999999 42.90826999999999, -78.80578299999999 42.909131, -78.80578799999999 42.909786))"
4374,36,029,003000,2,360290030002,Block Group 2,G5030,S,1026636,0,+42.9018638,-078.8059721,"POLYGON ((-78.813935 42.898901, -78.81386599999999 42.901088, -78.81263899999999 42.901253, -78.81160899999999 42.901392, -78.81160799999999 42.901585, -78.811567 42.902794, -78.81154099999999 42.903714, -78.81151799999999 42.904322, -78.811497 42.905167, -78.810451 42.905301, -78.810412 42.905305, -78.80947399999999 42.905438, -78.80942499999999 42.905445, -78.808509 42.905572, -78.807778 42.90567, -78.807683 42.905683, -78.80705499999999 42.905767, -78.805769 42.905944, -78.80577 42.906351, -78.80577799999999 42.90826999999999, -78.804322 42.908271, -78.804311 42.906145, -78.802932 42.906333, -78.802072 42.906446, -78.801478 42.90652499999999, -78.800691 42.90663, -78.799774 42.906754, -78.79928099999999 42.906823, -78.799159 42.90682899999999, -78.799155 42.90543599999999, -78.799155 42.905041, -78.799156 42.90352499999999, -78.799156 42.903044, -78.79916399999999 42.902694, -78.79917399999999 42.902283, -78.799183 42.901937, -78.79919099999999 42.901591, -78.79919699999999 42.901341, -78.799199 42.90125, -78.79920799999999 42.900887, -78.79921399999999 42.900609, -78.79921899999999 42.900427, -78.79922499999999 42.900201, -78.79923099999999 42.899944, -78.799238 42.899631, -78.79924199999999 42.899467, -78.799246 42.899289, -78.799256 42.899067, -78.799269 42.898769, -78.79987199999999 42.898692, -78.801042 42.898543, -78.80236499999999 42.8983, -78.802853 42.898172, -78.803527 42.897897, -78.803895 42.897757, -78.804165 42.897696, -78.804498 42.897642, -78.80479299999999 42.897607, -78.80534999999999 42.897638, -78.80560899999999 42.89768, -78.805762 42.897727, -78.80612099999999 42.897811, -78.8065 42.89787399999999, -78.806825 42.897889, -78.807064 42.897813, -78.80944699999999 42.897503, -78.81321299999999 42.897026, -78.81397 42.896936, -78.813935 42.898901))"
4375,36,029,003000,3,360290030003,Block Group 3,G5030,S,220867,0,+42.9076584,-078.8087384,"POLYGON ((-78.81153499999999 42.906613, -78.811525 42.90735, -78.81151 42.90912, -78.811511 42.909777, -78.810515 42.909782, -78.809996 42.909783, -78.80977399999999 42.90978399999999, -78.809288 42.909785, -78.808274 42.909789, -78.80719599999999 42.909791, -78.80708199999999 42.90979, -78.806169 42.909788, -78.80578799999999 42.909786, -78.80578299999999 42.909131, -78.80577799999999 42.90826999999999, -78.80577 42.906351, -78.805769 42.905944, -78.80705499999999 42.905767, -78.807683 42.905683, -78.807778 42.90567, -78.808509 42.905572, -78.80942499999999 42.905445, -78.80947399999999 42.905438, -78.810412 42.905305, -78.810451 42.905301, -78.811497 42.905167, -78.81154099999999 42.905161, -78.81153499999999 42.906613))"
4376,36,029,003100,1,360290031001,Block Group 1,G5030,S,476088,0,+42.9008472,-078.8498868,"POLYGON ((-78.853983 42.902058, -78.85397399999999 42.903838, -78.852752 42.90382, -78.851488 42.903806, -78.850264 42.903793, -78.850235 42.903793, -78.84915199999999 42.903775, -78.848355 42.903762, -78.848073 42.903758, -78.84711299999999 42.903748, -78.84704599999999 42.903747, -78.84643299999999 42.90374, -78.84635299999999 42.90373899999999, -78.845951 42.903735, -78.845775 42.903733, -78.84575599999999 42.903733, -78.84541399999999 42.903729, -78.844922 42.903723, -78.84462499999999 42.903719, -78.844622 42.901928, -78.84461899999999 42.900109, -78.845856 42.900132, -78.845843 42.899586, -78.847083 42.899066, -78.848311 42.898543, -78.848664 42.898391, -78.849493 42.898044, -78.849706 42.897955, -78.850937 42.897438, -78.85193699999999 42.897017, -78.85395299999999 42.89617, -78.853956 42.89659, -78.85395699999999 42.896777, -78.85395799999999 42.896911, -78.853959 42.89703799999999, -78.853959 42.897331, -78.85396 42.89741799999999, -78.85396 42.897488, -78.853961 42.897752, -78.853961 42.897809, -78.853962 42.898392, -78.853973 42.898716, -78.853976 42.899272, -78.853977 42.900215, -78.85398699999999 42.900657, -78.853983 42.902058))"
4765,36,029,003301,4,360290033014,Block Group 4,G5030,S,160526,0,+42.9176461,-078.8514820,"POLYGON ((-78.85399799999999 42.918523, -78.853996 42.919349, -78.85218399999999 42.91931599999999, -78.851967 42.919311, -78.850841 42.919299, -78.850199 42.919284, -78.848229 42.919248, -78.848027 42.919241, -78.848032 42.918476, -78.84803699999999 42.917734, -78.84804299999999 42.916958, -78.852231 42.916988, -78.852234 42.916231, -78.852233 42.91549699999999, -78.85222999999999 42.914738, -78.852852 42.914743, -78.85297299999999 42.914744, -78.8533 42.914747, -78.85398499999999 42.914957, -78.85399099999999 42.916805, -78.853993 42.917001, -78.85399699999999 42.918062, -78.85399799999999 42.918523))"
4886,36,029,003500,3,360290035003,Block Group 3,G5030,S,347606,0,+42.9112862,-078.8280428,"POLYGON ((-78.832421 42.911278, -78.832399 42.91209, -78.83055399999999 42.912073, -78.82934899999999 42.912061, -78.82900099999999 42.912144, -78.82900699999999 42.912577, -78.82901799999999 42.91272499999999, -78.82905199999999 42.913174, -78.82913599999999 42.913685, -78.829257 42.914143, -78.829374 42.914431, -78.82942 42.914514, -78.829089 42.914509, -78.82779699999999 42.914497, -78.82728399999999 42.914491, -78.82650000000001 42.914482, -78.82640000000001 42.91448, -78.825362 42.914463, -78.824412 42.914474, -78.824286 42.914477, -78.824269 42.913593, -78.824263 42.912821, -78.824259 42.91201299999999, -78.82425599999999 42.911187, -78.82426099999999 42.910708, -78.824258 42.910313, -78.824253 42.909198, -78.82722099999999 42.909237, -78.82876899999999 42.909258, -78.82880399999999 42.909264, -78.828964 42.909268, -78.82895099999999 42.908221, -78.829156 42.90822499999999, -78.82919099999999 42.908216, -78.830139 42.90822499999999, -78.830427 42.908227, -78.83099799999999 42.908237, -78.83238999999999 42.908249, -78.83238999999999 42.90872, -78.832396 42.909076, -78.832399 42.90931399999999, -78.83241199999999 42.909951, -78.832413 42.910394, -78.832421 42.911278))"
4887,36,029,003400,1,360290034001,Block Group 1,G5030,S,153495,0,+42.9184805,-078.8254631,"POLYGON ((-78.826539 42.922377, -78.82576299999999 42.922446, -78.825553 42.922464, -78.82536999999999 42.922474, -78.824727 42.92254399999999, -78.82441 42.922571, -78.824416 42.921081, -78.82441299999999 42.919265, -78.8244 42.918876, -78.82441399999999 42.916498, -78.824404 42.915759, -78.824412 42.914474, -78.825362 42.914463, -78.82640000000001 42.91448, -78.82650000000001 42.914482, -78.826521 42.916496, -78.82652299999999 42.918875, -78.826537 42.919313, -78.826534 42.92081, -78.826539 42.922377))"
4888,36,029,003400,2,360290034002,Block Group 2,G5030,S,182280,0,+42.9183812,-078.8278115,"POLYGON ((-78.82912999999999 42.922155, -78.82795899999999 42.922253, -78.827834 42.922263, -78.827293 42.922308, -78.82677099999999 42.922356, -78.826539 42.922377, -78.826534 42.92081, -78.826537 42.919313, -78.82652299999999 42.918875, -78.826521 42.916496, -78.82650000000001 42.914482, -78.82728399999999 42.914491, -78.82779699999999 42.914497, -78.829089 42.914509, -78.82909599999999 42.91569, -78.82910799999999 42.916503, -78.82911 42.918864, -78.82911 42.918882, -78.82912399999999 42.919301, -78.829121 42.92088, -78.82912999999999 42.922155))"
4889,36,029,003302,4,360290033024,Block Group 4,G5030,S,159236,0,+42.9054204,-078.8514459,"POLYGON ((-78.85398599999999 42.905648, -78.85398599999999 42.906037, -78.853978 42.906579, -78.853966 42.907454, -78.853493 42.907459, -78.85274 42.907452, -78.851401 42.907436, -78.850194 42.90741999999999, -78.850207 42.906081, -78.850228 42.90561, -78.84913499999999 42.905591, -78.8481 42.905577, -78.848073 42.903758, -78.848355 42.903762, -78.84915199999999 42.903775, -78.850235 42.903793, -78.850264 42.903793, -78.851488 42.903806, -78.852752 42.90382, -78.85397399999999 42.903838, -78.85398599999999 42.90485, -78.85398599999999 42.905648))"
4890,36,029,003500,1,360290035001,Block Group 1,G5030,S,333309,0,+42.9062518,-078.8309998,"POLYGON ((-78.83583899999999 42.903777, -78.835836 42.904329, -78.835825 42.906069, -78.835825 42.906471, -78.83571499999999 42.90647, -78.835708 42.907212, -78.834457 42.907204, -78.833832 42.907199, -78.832381 42.90719, -78.83238999999999 42.908249, -78.83099799999999 42.908237, -78.830427 42.908227, -78.830139 42.90822499999999, -78.82919099999999 42.908216, -78.829156 42.90822499999999, -78.82895099999999 42.908221, -78.828964 42.909268, -78.82880399999999 42.909264, -78.82876899999999 42.909258, -78.82722099999999 42.909237, -78.824253 42.909198, -78.824253 42.909094, -78.824248 42.908423, -78.824816 42.908192, -78.82543199999999 42.907942, -78.82626499999999 42.907613, -78.827224 42.907236, -78.828294 42.906808, -78.82893399999999 42.906553, -78.82890399999999 42.903524, -78.829745 42.903533, -78.82994599999999 42.903535, -78.83074499999999 42.903545, -78.83093699999999 42.903547, -78.831745 42.903564, -78.832121 42.903569, -78.832669 42.903577, -78.833314 42.903586, -78.83355999999999 42.90359, -78.834501 42.903604, -78.83498 42.90361, -78.835505 42.903621, -78.83583999999999 42.903627, -78.83583899999999 42.903777))"
4891,36,029,003500,2,360290035002,Block Group 2,G5030,S,260588,0,+42.9121792,-078.8388619,"POLYGON ((-78.84348 42.91182999999999, -78.84346699999999 42.912253, -78.843473 42.913055, -78.843469 42.913804, -78.843474 42.914677, -78.843324 42.914675, -78.843244 42.914675, -78.84311599999999 42.914673, -78.84303799999999 42.914672, -78.83920599999999 42.914626, -78.839139 42.914626, -78.83909299999999 42.91462, -78.839084 42.913904, -78.83908199999999 42.913763, -78.83907599999999 42.913134, -78.839074 42.913022, -78.839068 42.912333, -78.83779699999999 42.912324, -78.837344 42.91232, -78.832403 42.912282, -78.832399 42.91209, -78.832421 42.911278, -78.832413 42.910394, -78.83464099999999 42.91041999999999, -78.83729599999999 42.910439, -78.839077 42.910467, -78.83908099999999 42.910937, -78.84261599999999 42.910981, -78.84294899999999 42.910987, -78.843119 42.910989, -78.84318399999999 42.91099, -78.84331299999999 42.910992, -78.8434 42.910994, -78.84348 42.910995, -78.84348 42.91182999999999))"
4892,36,029,003600,1,360290036001,Block Group 1,G5030,S,427669,0,+42.9181597,-078.8157114,"POLYGON ((-78.818383 42.917027, -78.81822199999999 42.920581, -78.81828399999999 42.922183, -78.81830099999999 42.922621, -78.81742899999999 42.922628, -78.81714699999999 42.92263, -78.816996 42.922631, -78.816768 42.922633, -78.81662 42.922634, -78.813678 42.922657, -78.81356099999999 42.922663, -78.812585 42.922671, -78.812575 42.922287, -78.812575 42.920794, -78.812595 42.918646, -78.813479 42.918639, -78.81368999999999 42.918638, -78.813694 42.917842, -78.813692 42.917462, -78.813705 42.917019, -78.813706 42.916618, -78.81370699999999 42.91467799999999, -78.814717 42.914673, -78.814707 42.913191, -78.814718 42.91223, -78.814758 42.912214, -78.815724 42.911826, -78.81599299999999 42.911721, -78.816727 42.911425, -78.81672499999999 42.912662, -78.816733 42.914597, -78.816729 42.914663, -78.81771999999999 42.914658, -78.81849 42.914652, -78.818383 42.917027))"
4893,36,029,003600,4,360290036004,Block Group 4,G5030,S,285303,0,+42.9180728,-078.8205000,"POLYGON ((-78.82441399999999 42.916498, -78.82429399999999 42.916502, -78.82373699999999 42.916501, -78.82318699999999 42.916562, -78.822616 42.916617, -78.82151999999999 42.91664, -78.82151999999999 42.918878, -78.821523 42.920022, -78.821522 42.921854, -78.821528 42.922597, -78.820713 42.922602, -78.81952 42.922611, -78.81830099999999 42.922621, -78.81828399999999 42.922183, -78.81822199999999 42.920581, -78.818383 42.917027, -78.81849 42.914652, -78.81931299999999 42.914632, -78.82035499999999 42.914598, -78.820432 42.914595, -78.82133499999999 42.914565, -78.821523 42.914559, -78.822315 42.914534, -78.822636 42.914523, -78.82328699999999 42.914503, -78.823756 42.914489, -78.824286 42.914477, -78.824412 42.914474, -78.824404 42.915759, -78.82441399999999 42.916498))"
4894,36,029,003700,4,360290037004,Block Group 4,G5030,S,261980,0,+42.9158894,-078.8114200,"POLYGON ((-78.814707 42.913191, -78.814717 42.914673, -78.81370699999999 42.91467799999999, -78.813706 42.916618, -78.813705 42.917019, -78.813692 42.917462, -78.813694 42.917842, -78.81368999999999 42.918638, -78.813479 42.918639, -78.812595 42.918646, -78.81160799999999 42.918639, -78.81056 42.91863499999999, -78.80967 42.918634, -78.808725 42.918628, -78.80872699999999 42.918295, -78.80875 42.917836, -78.80878899999999 42.917016, -78.808358 42.917008, -78.807885 42.917005, -78.807941 42.91520999999999, -78.807953 42.914956, -78.808283 42.914824, -78.808623 42.914691, -78.80962099999999 42.914277, -78.810256 42.914021, -78.810616 42.91387599999999, -78.811618 42.913474, -78.811825 42.913391, -78.81191299999999 42.913355, -78.81259799999999 42.913079, -78.81370099999999 42.912636, -78.814718 42.91223, -78.814707 42.913191))"
4895,36,029,003700,1,360290037001,Block Group 1,G5030,S,226582,0,+42.9188715,-078.8067542,"POLYGON ((-78.80875 42.917836, -78.80872699999999 42.918295, -78.808725 42.918628, -78.808722 42.919114, -78.808719 42.920294, -78.808707 42.922417, -78.808718 42.9227, -78.808414 42.922703, -78.80776399999999 42.92271, -78.806828 42.922721, -78.80588299999999 42.922729, -78.80590000000001 42.920267, -78.805904 42.91908, -78.80497099999999 42.91907, -78.80493 42.91907, -78.80396999999999 42.919066, -78.80397099999999 42.918791, -78.803995 42.917944, -78.804007 42.91767, -78.804014 42.91733, -78.80403299999999 42.916518, -78.804796 42.916217, -78.804979 42.916145, -78.80587 42.915794, -78.807147 42.915278, -78.807953 42.914956, -78.807941 42.91520999999999, -78.807885 42.917005, -78.808358 42.917008, -78.80878899999999 42.917016, -78.80875 42.917836))"
4896,36,029,003700,2,360290037002,Block Group 2,G5030,S,326993,0,+42.9126733,-078.8066837,"POLYGON ((-78.81029199999999 42.91273, -78.810284 42.913192, -78.810256 42.914021, -78.80962099999999 42.914277, -78.808623 42.914691, -78.808283 42.914824, -78.807953 42.914956, -78.807147 42.915278, -78.80587 42.915794, -78.804979 42.916145, -78.804796 42.916217, -78.80403299999999 42.916518, -78.803944 42.91655799999999, -78.803601 42.916694, -78.80363799999999 42.9155, -78.803681 42.913641, -78.803681 42.913503, -78.803749 42.911457, -78.80378899999999 42.909789, -78.80433099999999 42.909788, -78.804571 42.909789, -78.804721 42.909791, -78.80562999999999 42.909785, -78.80578799999999 42.909786, -78.806169 42.909788, -78.80708199999999 42.90979, -78.80719599999999 42.909791, -78.808274 42.909789, -78.809288 42.909785, -78.809285 42.910267, -78.810042 42.91026, -78.81013399999999 42.910388, -78.810289 42.910684, -78.81028499999999 42.91184399999999, -78.81029199999999 42.91273))"
4897,36,029,003700,3,360290037003,Block Group 3,G5030,S,140239,0,+42.9114348,-078.8122369,"POLYGON ((-78.814758 42.912214, -78.814718 42.91223, -78.81370099999999 42.912636, -78.81259799999999 42.913079, -78.81191299999999 42.913355, -78.811825 42.913391, -78.811618 42.913474, -78.810616 42.91387599999999, -78.810256 42.914021, -78.810284 42.913192, -78.81029199999999 42.91273, -78.81028499999999 42.91184399999999, -78.810289 42.910684, -78.81013399999999 42.910388, -78.810042 42.91026, -78.809285 42.910267, -78.809288 42.909785, -78.80977399999999 42.90978399999999, -78.809996 42.909783, -78.810515 42.909782, -78.811511 42.909777, -78.812597 42.909772, -78.813709 42.909764, -78.81432 42.909763, -78.814751 42.909754, -78.814752 42.909795, -78.814758 42.912214))"
5351,36,029,003400,3,360290034003,Block Group 3,G5030,S,176036,0,+42.9169121,-078.8413760,"POLYGON ((-78.843507 42.919154, -78.84337599999999 42.920415, -78.843222 42.91972699999999, -78.843092 42.919146, -78.84296599999999 42.919143, -78.842073 42.919125, -78.84172 42.91912, -78.84043699999999 42.919101, -78.839275 42.919084, -78.83923899999999 42.9181, -78.839186 42.91628, -78.839162 42.915454, -78.839139 42.914626, -78.83920599999999 42.914626, -78.84303799999999 42.914672, -78.84311599999999 42.914673, -78.843244 42.914675, -78.843324 42.914675, -78.843474 42.914677, -78.843474 42.915492, -78.84349 42.91630199999999, -78.843498 42.916934, -78.843507 42.919154))"
5352,36,029,003400,4,360290034004,Block Group 4,G5030,S,210867,0,+42.9133887,-078.8340191,"POLYGON ((-78.83909299999999 42.91462, -78.83779299999999 42.914606, -78.836327 42.91459, -78.834312 42.914567, -78.833591 42.914559, -78.832582 42.914548, -78.832419 42.914546, -78.82942 42.914514, -78.829374 42.914431, -78.829257 42.914143, -78.82913599999999 42.913685, -78.82905199999999 42.913174, -78.82901799999999 42.91272499999999, -78.82900699999999 42.912577, -78.82900099999999 42.912144, -78.82934899999999 42.912061, -78.83055399999999 42.912073, -78.832399 42.91209, -78.832403 42.912282, -78.837344 42.91232, -78.83779699999999 42.912324, -78.839068 42.912333, -78.839074 42.913022, -78.83907599999999 42.913134, -78.83908199999999 42.913763, -78.839084 42.913904, -78.83909299999999 42.91462))"
