Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
112000,36,029,011300,3,-666666666,503,1405,-666666666.0,130,1959,64,875,758,53,811,0,1867,0,1959,2014
93000,36,029,011400,1,580,266,544,32.1,92,784,11,352,207,134,341,19,686,22,784,2014
87500,36,029,011400,2,504,352,859,24.4,450,1597,128,680,300,252,552,134,1363,152,1597,2014
96700,36,029,011500,1,677,297,527,35.4,66,789,14,328,234,80,314,23,789,0,789,2014
66900,36,029,011500,2,499,214,488,17.5,57,748,17,338,204,117,321,67,713,12,748,2014
99700,36,029,011600,1,710,375,1067,23.6,22,1277,10,761,351,400,751,44,1191,0,1277,2014
105600,36,029,011600,2,614,246,555,17.9,37,770,0,315,266,49,315,8,762,0,770,2014
94200,36,029,011700,1,467,128,401,50.0,176,661,0,272,207,65,272,0,661,0,661,2014
120100,36,029,011700,2,672,349,955,34.1,126,1564,21,572,421,130,551,0,1546,10,1564,2014
119000,36,029,011700,3,671,792,1564,24.5,105,1648,79,1092,469,544,1013,79,1756,34,1815,2014
123900,36,029,011800,1,569,502,940,41.2,54,1359,10,547,367,170,537,0,1354,0,1359,2014
121400,36,029,011800,2,485,235,625,14.6,97,749,24,387,298,65,363,17,678,40,749,2014
152100,36,029,011800,3,675,456,1055,24.8,7,1546,79,740,435,226,661,0,1516,30,1546,2014
109600,36,029,012001,1,625,345,1123,50.0,260,1601,43,719,552,124,676,25,1578,15,1601,2014
123600,36,029,012001,2,676,496,1366,18.8,111,2018,0,781,605,176,781,122,1919,0,2018,2014
142500,36,029,012001,3,931,218,513,18.9,90,728,27,281,188,66,254,0,746,0,746,2014
144100,36,029,012002,1,567,246,653,50.0,57,882,0,395,338,57,395,0,850,0,882,2014
158700,36,029,012002,2,929,649,1841,38.1,52,2473,8,1008,865,135,1000,36,2388,17,2483,2014
139900,36,029,012003,1,1071,702,1645,16.7,70,2216,0,874,816,58,874,54,2148,7,2216,2014
158300,36,029,012003,2,838,789,2038,28.6,83,2731,34,1162,1031,97,1128,40,2720,0,2738,2014
59600,36,029,012300,1,425,174,297,43.2,344,580,37,279,137,105,242,144,502,2,580,2014
60400,36,029,012300,2,437,347,731,27.4,131,955,76,508,285,147,432,0,927,8,955,2014
63000,36,029,012300,3,393,260,467,28.3,104,736,92,420,124,204,328,87,639,77,736,2014
56800,36,029,012300,4,449,377,597,17.3,170,845,111,489,154,224,378,52,681,98,845,2014
66000,36,029,012400,1,520,277,378,23.2,137,484,55,273,134,84,218,0,445,0,484,2014
54200,36,029,012400,2,483,669,1092,30.0,402,1516,203,974,472,299,771,129,1390,51,1539,2014
14300,36,029,012501,1,446,390,608,21.2,242,769,39,422,63,320,383,141,641,0,769,2014
89200,36,029,012501,2,459,138,405,26.3,38,520,0,258,161,97,258,0,507,0,520,2014
106900,36,029,012501,3,544,616,1121,27.2,200,1612,82,808,428,298,726,0,1567,3,1614,2014
104100,36,029,012501,4,717,320,748,38.3,214,1042,36,430,267,127,394,81,1005,0,1042,2014
95100,36,029,012501,5,478,272,683,41.9,73,929,0,372,257,115,372,13,884,22,929,2014
115700,36,029,012502,1,517,280,643,28.0,74,854,40,404,298,66,364,6,854,0,854,2014
102800,36,029,012502,2,513,388,718,18.1,226,1055,25,452,344,83,427,132,913,6,1055,2014
88300,36,029,012800,1,532,403,724,36.9,111,993,56,464,247,161,408,25,911,13,999,2014
93300,36,029,012800,2,447,342,473,26.7,149,729,31,415,115,269,384,3,692,25,729,2014
99700,36,029,012800,3,492,186,485,24.2,123,837,28,322,202,92,294,25,821,4,837,2014
112600,36,029,012901,1,-666666666,218,432,-666666666.0,0,563,0,279,268,11,279,31,563,0,563,2014
120100,36,029,012901,2,356,382,622,32.9,63,836,42,462,284,136,420,11,768,32,836,2014
133600,36,029,012901,3,758,710,1904,20.1,53,2389,66,1268,613,589,1202,46,2265,80,2401,2014
120700,36,029,012901,4,492,312,731,19.3,156,1061,38,482,289,155,444,106,937,0,1061,2014
121300,36,029,012901,5,656,489,1051,25.4,397,1583,0,734,294,440,734,17,1377,30,1598,2014
167000,36,029,012902,1,-666666666,324,1242,-666666666.0,9,1717,9,635,615,11,626,31,1681,26,1717,2014
139800,36,029,012902,2,423,730,1528,24.9,187,1767,84,1087,375,628,1003,0,1846,35,1887,2014
125500,36,029,013001,1,579,348,782,32.2,167,1215,0,484,295,189,484,0,1072,58,1215,2014
118800,36,029,013001,2,489,160,491,29.5,17,612,0,329,242,87,329,0,606,0,612,2014
82100,36,029,013001,3,541,308,450,20.3,131,645,0,262,130,132,262,0,569,8,645,2014
106800,36,029,013001,4,608,299,499,42.0,16,716,21,368,290,57,347,0,748,0,748,2014
74700,36,029,013002,1,725,868,2241,23.0,448,3157,0,1307,1166,141,1307,70,3046,73,3230,2014
147300,36,029,013002,2,944,249,843,37.2,60,1129,43,516,421,52,473,17,1112,0,1129,2014
105300,36,029,013002,3,933,543,1126,47.3,71,1044,16,593,411,166,577,16,1213,0,1214,2014
220700,36,029,013101,1,1151,224,1335,34.3,48,1933,68,868,715,85,800,14,1738,127,1933,2014
124800,36,029,013101,2,658,576,1543,26.3,312,2186,55,1107,621,431,1052,28,2124,76,2200,2014
110000,36,029,013101,3,-666666666,272,589,-666666666.0,1,782,0,335,284,51,335,0,747,1,782,2014
112000,36,029,013101,4,-666666666,333,617,-666666666.0,0,753,0,336,306,30,336,0,753,0,753,2014
134600,36,029,013101,5,-666666666,84,458,-666666666.0,0,744,12,288,225,51,276,0,744,0,744,2014
201000,36,029,013102,1,-666666666,348,886,-666666666.0,198,1351,0,476,476,0,476,0,1252,99,1351,2014
149800,36,029,013102,2,-666666666,379,1456,-666666666.0,0,2075,61,868,760,47,807,17,2061,0,2075,2014
125200,36,029,013102,3,-666666666,160,652,-666666666.0,83,935,43,368,325,0,325,68,893,0,935,2014
200600,36,029,013102,4,-666666666,182,886,-666666666.0,48,1256,0,452,452,0,452,37,1233,16,1299,2014
178100,36,029,013102,5,-666666666,469,1585,-666666666.0,39,2497,96,953,831,26,857,52,2493,24,2552,2014
116100,36,029,013201,1,705,702,1669,23.1,521,2692,0,1091,453,638,1091,218,2476,51,2728,2014
174100,36,029,013201,2,643,532,1694,25.0,92,2214,0,913,835,78,913,0,2252,0,2252,2014
119100,36,029,013201,3,-666666666,304,797,-666666666.0,51,1132,33,484,401,50,451,37,1130,0,1132,2014
225600,36,029,013202,1,673,453,1394,24.5,102,1730,24,739,461,254,715,37,1873,14,1902,2014
206300,36,029,013202,2,578,553,2299,50.0,104,3333,97,1270,1087,86,1173,87,3235,30,3333,2014
147100,36,029,013300,1,914,212,1027,33.5,23,1484,19,594,503,72,575,149,1392,0,1514,2014
127900,36,029,013300,2,621,111,358,34.9,8,455,23,292,85,184,269,22,422,24,455,2014
145700,36,029,013300,3,561,63,435,21.0,41,615,0,258,201,57,258,11,615,0,615,2014
132500,36,029,013300,4,671,218,648,31.1,50,1078,0,419,308,111,419,142,967,0,1078,2014
161400,36,029,013400,1,-666666666,31,522,-666666666.0,0,648,0,345,330,15,345,0,648,0,648,2014
139300,36,029,013400,2,594,116,620,13.5,40,880,14,445,299,132,431,18,862,0,896,2014
170700,36,029,013400,3,543,293,869,18.5,1,1215,0,495,222,273,495,33,1224,9,1233,2014
142900,36,029,013400,4,780,217,688,23.7,63,1101,21,449,238,190,428,41,1074,0,1113,2014
152600,36,029,013400,5,699,602,1869,40.6,69,2497,0,1074,906,168,1074,42,2497,0,2497,2014
162400,36,029,013501,1,784,636,2091,24.6,34,2994,0,1156,836,320,1156,141,2980,1,2997,2014
228600,36,029,013501,2,-666666666,366,988,-666666666.0,24,1321,60,559,499,0,499,3,1311,0,1321,2014
198000,36,029,013501,3,831,598,2090,33.5,22,2580,38,1165,904,223,1127,87,2756,33,2919,2014
280700,36,029,013502,1,-666666666,234,1495,-666666666.0,0,2306,0,787,729,58,787,0,2284,0,2306,2014
310900,36,029,013502,2,-666666666,87,1060,-666666666.0,157,1690,12,537,525,0,525,20,1690,0,1690,2014
271000,36,029,013502,3,-666666666,243,1466,-666666666.0,0,2097,9,722,713,0,713,16,2058,17,2097,2014
230900,36,029,013502,4,-666666666,241,727,-666666666.0,0,1004,0,391,365,26,391,0,1004,0,1004,2014
221600,36,029,013600,1,741,137,790,24.5,9,1144,11,515,341,163,504,16,1165,0,1176,2014
218600,36,029,013600,2,1029,100,731,32.2,82,1129,55,537,312,170,482,10,1080,37,1129,2014
210900,36,029,013600,3,855,141,636,27.8,24,817,0,369,262,107,369,22,786,43,830,2014
139400,36,029,013701,1,663,292,777,37.5,16,973,0,434,367,67,434,13,973,0,973,2014
117000,36,029,013701,2,634,609,1623,19.2,66,2213,65,1033,726,242,968,0,2139,22,2213,2014
147200,36,029,013701,3,835,303,782,23.8,19,1071,0,558,243,315,558,17,1059,12,1071,2014
167600,36,029,013701,4,838,528,1441,28.0,85,2058,50,839,689,100,789,39,2002,45,2058,2014
235100,36,029,013702,1,-666666666,334,1928,-666666666.0,60,3084,14,1008,938,56,994,123,2905,0,3084,2014
189200,36,029,013702,2,970,602,1935,29.3,99,2483,273,1476,650,553,1203,40,2405,44,2483,2014
208000,36,029,013800,1,563,675,1990,27.3,163,2889,36,1046,950,60,1010,210,2778,0,2889,2014
242700,36,029,013800,2,317,98,425,36.8,0,522,0,242,204,38,242,0,522,0,522,2014
191900,36,029,013800,3,658,613,2069,21.9,305,2997,36,1269,933,300,1233,10,2926,0,2997,2014
194600,36,029,013800,4,525,188,378,32.5,12,495,43,271,191,37,228,8,513,8,548,2014
230900,36,029,013800,5,-666666666,51,547,-666666666.0,27,823,0,274,261,13,274,0,784,0,823,2014
177600,36,029,013900,1,613,316,1518,22.5,90,2217,102,1029,726,201,927,0,2172,3,2217,2014
207800,36,029,014000,1,438,166,1025,31.2,42,1370,71,690,510,109,619,48,1325,0,1370,2014
159800,36,029,014000,2,560,591,1752,25.3,116,2160,82,980,613,285,898,37,2371,42,2452,2014
182400,36,029,014101,1,-666666666,433,1212,-666666666.0,128,1641,41,728,652,35,687,0,1640,1,1641,2014
226900,36,029,014101,2,702,353,1282,50.0,49,1868,51,755,583,121,704,45,1823,0,1868,2014
223900,36,029,014101,3,486,820,2083,17.5,32,2498,40,1147,1028,79,1107,28,2470,0,2498,2014
166300,36,029,014102,1,384,540,1795,35.7,95,2501,39,972,823,110,933,12,2501,0,2501,2014
193400,36,029,014102,2,-666666666,908,2249,-666666666.0,92,3010,74,1242,1089,79,1168,0,2947,0,3010,2014
168200,36,029,014204,1,1034,664,2074,40.7,180,2461,155,1372,771,446,1217,45,2563,12,2622,2014
145600,36,029,014204,2,641,405,928,14.1,52,1267,35,552,438,79,517,22,1286,0,1286,2014
253800,36,029,014206,1,-666666666,665,2050,-666666666.0,117,3313,46,1106,1060,0,1060,9,3348,0,3357,2014
252600,36,029,014206,2,-666666666,478,1400,-666666666.0,44,2346,0,704,646,58,704,277,2346,0,2346,2014
231500,36,029,014206,3,761,304,997,18.9,29,1541,47,608,487,74,561,33,1539,2,1541,2014
160000,36,029,014207,1,932,340,694,35.7,24,935,48,482,333,101,434,0,835,43,1012,2014
219100,36,029,014207,2,515,165,1106,23.6,5,1634,0,581,545,36,581,27,1629,0,1634,2014
176900,36,029,014207,3,678,698,2071,37.1,235,2842,101,1300,621,578,1199,72,2648,74,2842,2014
180500,36,029,014208,1,574,498,1135,17.6,76,1211,18,560,419,123,542,22,1381,17,1405,2014
185500,36,029,014208,2,541,455,1166,19.1,31,1612,0,641,590,51,641,0,1607,17,1631,2014
250800,36,029,014208,3,-666666666,330,1398,-666666666.0,10,2235,0,683,674,9,683,40,2140,32,2246,2014
144300,36,029,014209,1,565,360,854,15.8,33,1225,62,596,479,55,534,2,1162,44,1225,2014
180500,36,029,014209,2,521,354,1321,16.7,25,1978,0,691,637,54,691,35,1908,0,1978,2014
223700,36,029,014209,3,-666666666,227,630,-666666666.0,7,860,22,332,300,10,310,0,855,0,860,2014
158600,36,029,014300,1,-666666666,235,889,-666666666.0,1,1285,57,557,446,54,500,43,1273,1,1285,2014
146400,36,029,014300,2,845,310,1161,43.4,223,1675,66,728,464,198,662,0,1648,0,1675,2014
119900,36,029,014300,3,-666666666,310,803,-666666666.0,47,1081,37,471,409,25,434,34,1081,0,1081,2014
112900,36,029,014300,4,412,96,491,16.3,15,798,50,365,184,131,315,0,759,0,798,2014
112100,36,029,014300,5,384,457,874,43.8,30,1200,0,501,435,66,501,0,964,0,1200,2014
107400,36,029,014400,1,508,445,854,29.0,256,1201,55,688,287,346,633,33,1120,1,1217,2014
103800,36,029,014400,2,661,263,529,31.5,0,701,59,341,240,42,282,0,701,0,701,2014
117500,36,029,014400,3,514,214,745,18.1,104,1198,17,493,289,187,476,0,1176,0,1198,2014
99300,36,029,014400,4,606,397,849,29.3,167,1125,28,531,298,205,503,0,1138,0,1159,2014
135600,36,029,014501,1,500,695,1547,15.9,98,2013,14,909,771,124,895,26,2039,2,2059,2014
110200,36,029,014501,2,644,526,1028,24.0,175,1448,28,645,458,159,617,0,1431,0,1448,2014
57600,36,029,014502,1,481,293,445,40.2,359,850,100,528,59,369,428,0,850,0,850,2014
94700,36,029,014502,2,504,566,982,28.9,362,1565,32,708,418,258,676,182,1413,2,1565,2014
143200,36,029,014601,1,499,352,922,27.5,142,1341,0,605,323,282,605,0,1233,70,1341,2014
180100,36,029,014601,2,1264,190,1261,27.3,41,1866,39,810,528,243,771,23,1647,23,1866,2014
226700,36,029,014601,3,-666666666,38,387,-666666666.0,18,634,53,270,201,16,217,29,622,0,634,2014
162100,36,029,014601,4,327,398,878,33.9,0,1164,0,478,437,41,478,84,1164,0,1164,2014
300400,36,029,014603,1,799,302,1636,14.9,35,2391,43,938,826,69,895,0,1961,11,2391,2014
219000,36,029,014603,2,-666666666,158,798,-666666666.0,36,1157,0,444,421,23,444,27,954,88,1157,2014
275000,36,029,014603,3,-666666666,46,432,-666666666.0,11,675,52,291,208,31,239,20,651,0,675,2014
365200,36,029,014604,1,-666666666,264,1742,-666666666.0,16,2972,18,883,849,16,865,92,2647,0,2972,2014
291300,36,029,014604,2,965,171,1570,46.8,59,2430,34,937,670,233,903,24,2209,28,2430,2014
397000,36,029,014604,3,675,282,1177,31.9,60,1776,0,570,492,78,570,57,1725,0,1776,2014
286900,36,029,014604,4,-666666666,88,602,-666666666.0,0,920,0,380,343,37,380,11,909,11,920,2014
185400,36,029,014701,1,890,77,458,18.9,0,631,0,296,242,54,296,0,598,0,631,2014
306400,36,029,014701,2,-666666666,173,818,-666666666.0,83,1367,26,427,390,11,401,21,1327,40,1367,2014
231000,36,029,014701,3,508,701,2267,32.7,172,3339,26,1257,1114,117,1231,93,3094,23,3339,2014
209400,36,029,014702,1,405,179,825,24.5,87,1121,0,437,328,109,437,0,1064,14,1125,2014
210100,36,029,014702,2,510,372,1211,26.7,114,1495,28,623,379,216,595,111,1623,73,1744,2014
275600,36,029,014702,3,-666666666,103,881,-666666666.0,12,1438,15,469,438,16,454,0,1373,0,1438,2014
120400,36,029,014702,4,-666666666,566,1280,-666666666.0,168,1567,37,821,698,86,784,9,1548,0,1567,2014
278700,36,029,014702,5,867,254,1747,21.7,10,2507,35,841,708,98,806,0,2220,2,2511,2014
121100,36,029,014801,1,608,436,817,20.8,70,1159,47,547,340,160,500,0,1115,1,1159,2014
122600,36,029,014801,2,512,323,964,23.0,79,1334,26,618,315,277,592,54,1242,0,1334,2014
160800,36,029,014803,1,580,227,600,35.3,0,903,0,353,296,57,353,0,903,0,903,2014
153100,36,029,014803,2,-666666666,481,911,-666666666.0,53,1215,0,502,486,16,502,0,1190,16,1215,2014
126000,36,029,014803,3,497,737,1480,13.9,19,2012,0,824,704,120,824,0,1900,27,2012,2014
134600,36,029,014803,4,618,809,1368,39.1,164,2001,70,868,690,108,798,0,1913,79,2001,2014
139700,36,029,014901,1,537,332,972,25.7,136,1330,18,625,370,237,607,0,1327,3,1330,2014
97000,36,029,014901,2,524,354,847,37.4,218,1276,43,627,362,222,584,38,1256,0,1276,2014
153500,36,029,014903,1,-666666666,451,1150,-666666666.0,168,1688,0,613,578,35,613,0,1630,0,1698,2014
152700,36,029,014903,2,-666666666,248,501,-666666666.0,75,601,0,236,222,14,236,0,564,37,601,2014
165300,36,029,014903,3,681,1033,2181,23.9,198,2991,85,1160,869,206,1075,52,2976,85,3160,2014
56800,36,029,000110,1,469,161,359,33.1,61,527,56,289,182,51,233,26,526,0,542,2014
-666666666,36,029,000110,2,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2014
49500,36,029,000110,3,610,392,576,50.0,581,1100,53,364,204,107,311,466,490,126,1108,2014
60800,36,029,000110,4,567,328,763,29.2,219,1204,88,552,279,185,464,205,1030,0,1204,2014
61400,36,029,000200,1,510,593,843,27.7,414,1131,0,477,217,260,477,30,1011,0,1131,2014
57300,36,029,000200,2,553,274,502,50.0,309,704,66,374,171,137,308,251,478,20,714,2014
60900,36,029,000200,3,440,619,931,42.6,247,1182,43,625,293,289,582,9,1105,33,1189,2014
59000,36,029,000200,4,452,495,734,31.1,231,1118,31,482,161,290,451,194,922,14,1118,2014
38100,36,029,000500,1,415,438,626,50.0,216,880,172,558,291,95,386,188,809,0,882,2014
39000,36,029,000500,2,333,294,571,25.9,372,1085,78,485,234,173,407,194,951,21,1096,2014
67500,36,029,000600,1,474,443,1188,29.0,264,1608,15,749,487,247,734,114,1504,48,1608,2014
84900,36,029,000600,2,513,369,998,16.6,53,1248,66,652,472,114,586,37,1248,0,1248,2014
68100,36,029,000600,3,802,402,955,18.7,108,1314,42,538,406,90,496,191,1015,230,1314,2014
85900,36,029,000600,4,557,49,388,27.2,262,612,42,314,147,125,272,6,381,242,624,2014
128800,36,029,000700,1,-666666666,73,379,-666666666.0,0,546,26,207,173,8,181,9,546,0,546,2014
95300,36,029,000700,2,500,160,538,22.4,9,663,27,376,289,60,349,11,652,0,663,2014
97900,36,029,000700,3,-666666666,186,390,-666666666.0,6,646,0,229,229,0,229,0,596,5,646,2014
95700,36,029,000700,4,548,332,819,22.6,0,954,62,517,296,159,455,13,1073,9,1083,2014
106900,36,029,000700,5,436,221,609,13.3,1,863,24,366,262,80,342,19,822,1,863,2014
85100,36,029,000800,1,-666666666,283,606,-666666666.0,57,763,28,341,267,46,313,10,748,0,763,2014
75400,36,029,000800,2,551,514,1019,29.8,229,1512,161,825,423,241,664,60,1270,165,1512,2014
83500,36,029,000800,3,533,604,1317,41.6,492,1927,49,729,407,273,680,184,1832,23,1967,2014
119200,36,029,000800,4,435,149,350,16.9,37,495,28,223,170,25,195,8,487,0,495,2014
77800,36,029,000900,1,-666666666,168,308,-666666666.0,70,432,34,242,174,34,208,0,432,0,432,2014
89300,36,029,000900,2,588,296,811,28.0,150,1044,32,463,265,166,431,138,947,37,1050,2014
86600,36,029,000900,3,580,241,663,20.8,56,1018,0,437,167,270,437,41,942,55,1018,2014
54200,36,029,001000,1,525,256,595,32.3,157,855,142,492,168,182,350,0,749,93,889,2014
56200,36,029,001000,2,447,198,488,13.5,38,618,34,369,130,205,335,0,618,0,618,2014
71500,36,029,001000,3,571,299,572,32.2,299,908,52,471,117,302,419,60,778,10,908,2014
69300,36,029,001000,4,533,268,465,34.1,169,694,40,325,138,147,285,0,622,72,694,2014
63200,36,029,001000,5,490,738,1370,19.1,215,1824,123,984,397,464,861,63,1649,154,1824,2014
70200,36,029,001100,1,502,391,804,50.0,313,1161,33,713,320,360,680,24,1134,57,1219,2014
67300,36,029,001100,2,600,336,471,27.1,151,669,21,283,182,80,262,43,617,0,669,2014
57500,36,029,001100,3,479,404,671,49.1,405,1137,61,541,150,330,480,103,970,91,1137,2014
103800,36,029,001402,1,325,391,559,35.1,321,761,47,494,29,418,447,7,0,746,761,2014
-666666666,36,029,001402,2,352,163,253,30.9,298,526,79,409,0,330,330,7,0,526,526,2014
85000,36,029,001402,3,530,361,738,30.9,303,1090,58,547,73,416,489,13,56,988,1090,2014
132600,36,029,001402,4,332,332,598,48.5,319,893,50,461,246,165,411,42,93,761,893,2014
38200,36,029,001500,1,393,166,344,50.0,93,482,46,249,138,65,203,3,74,387,482,2014
60700,36,029,001500,2,446,513,781,50.0,429,1043,104,610,209,297,506,38,80,945,1043,2014
27400,36,029,001600,1,423,158,319,50.0,260,468,160,442,111,171,282,58,149,261,468,2014
22800,36,029,001600,2,428,300,434,39.5,321,714,156,520,137,227,364,51,134,407,714,2014
19000,36,029,001600,3,444,103,143,50.0,269,322,134,274,53,87,140,18,55,110,322,2014
22900,36,029,001600,4,465,280,332,50.0,244,523,257,521,36,228,264,0,120,344,548,2014
30700,36,029,001700,1,274,509,734,34.5,481,1130,152,670,247,271,518,45,736,296,1130,2014
19000,36,029,001700,2,373,299,451,33.8,115,724,68,320,111,141,252,14,416,234,724,2014
64400,36,029,001900,1,526,579,917,23.3,166,1172,51,602,366,185,551,34,1080,79,1212,2014
70200,36,029,001900,2,422,516,1060,23.9,62,1368,62,687,528,97,625,31,1356,0,1377,2014
63700,36,029,001900,3,486,183,467,46.4,67,682,37,329,145,147,292,43,320,260,682,2014
51300,36,029,002300,1,466,314,463,32.8,70,585,87,379,111,181,292,0,511,74,585,2014
45000,36,029,002300,2,525,328,492,50.0,349,781,22,318,143,153,296,81,588,193,781,2014
46300,36,029,002300,3,489,230,465,50.0,534,937,7,316,144,165,309,213,937,0,937,2014
45400,36,029,002300,4,384,409,624,38.0,410,920,100,601,171,330,501,48,630,150,927,2014
9999,36,029,002400,1,382,116,262,50.0,377,502,115,374,90,169,259,50,222,280,502,2014
-666666666,36,029,002400,2,381,145,224,50.0,170,311,158,338,9,171,180,0,90,221,311,2014
48000,36,029,002400,3,422,446,760,23.6,150,956,117,572,265,190,455,7,884,0,956,2014
53200,36,029,002400,4,603,314,670,38.6,425,1161,25,476,222,229,451,138,802,102,1161,2014
36100,36,029,002400,5,390,442,687,50.0,418,836,36,286,198,52,250,48,566,175,836,2014
51600,36,029,002400,6,375,343,499,21.3,56,600,72,369,254,43,297,9,570,0,600,2014
57000,36,029,002502,1,231,295,745,28.8,454,1056,33,592,45,514,559,82,150,795,1085,2014
78400,36,029,002502,2,378,274,685,50.0,91,914,67,585,339,179,518,0,3,904,914,2014
26500,36,029,002702,1,350,179,364,26.5,228,679,123,312,105,84,189,0,112,182,679,2014
34200,36,029,002702,2,305,95,186,50.0,158,241,125,256,46,85,131,0,30,115,241,2014
65000,36,029,002702,3,548,290,528,50.0,941,1455,145,393,106,142,248,13,354,217,1455,2014
17900,36,029,002702,4,323,284,479,32.9,228,699,126,448,86,236,322,0,164,396,699,2014
22300,36,029,002800,1,428,152,248,50.0,109,320,67,224,80,77,157,81,64,256,320,2014
28000,36,029,002800,2,388,195,364,43.8,281,487,186,418,72,160,232,9,271,202,487,2014
40000,36,029,002800,3,572,148,248,50.0,230,409,78,230,82,70,152,35,127,166,409,2014
37500,36,029,002800,4,491,299,580,50.0,367,1042,90,485,132,263,395,19,190,735,1042,2014
32500,36,029,002900,1,388,92,195,50.0,130,274,148,276,35,93,128,14,65,187,274,2014
106300,36,029,002900,2,456,89,345,50.0,173,621,128,343,96,119,215,0,205,294,621,2014
24700,36,029,002900,3,343,101,161,40.9,202,364,119,247,43,85,128,0,27,337,364,2014
52100,36,029,002900,4,502,178,327,50.0,281,785,89,339,71,179,250,6,378,407,785,2014
45800,36,029,003000,1,717,172,397,50.0,231,671,38,361,136,187,323,28,90,581,671,2014
36800,36,029,003000,2,570,383,707,47.6,465,1117,141,628,147,340,487,65,208,713,1117,2014
58000,36,029,003000,3,488,130,419,30.6,357,685,182,433,165,86,251,25,58,589,688,2014
66900,36,029,003100,1,430,105,204,50.0,32,238,214,363,55,94,149,0,42,196,238,2014
35700,36,029,003100,2,-666666666,142,302,-666666666.0,81,437,97,337,168,72,240,0,9,423,437,2014
53500,36,029,003100,3,358,247,440,50.0,259,665,166,417,123,128,251,3,10,653,665,2014
-666666666,36,029,003100,4,213,134,246,27.4,152,372,23,209,0,186,186,11,68,296,388,2014
45000,36,029,003301,1,538,210,499,23.4,228,675,108,331,97,126,223,5,187,649,841,2014
47300,36,029,003301,2,493,222,465,33.6,249,706,68,383,172,143,315,0,0,671,706,2014
46400,36,029,003301,3,388,387,720,50.0,391,1396,168,716,201,347,548,75,30,1265,1396,2014
48400,36,029,003301,4,635,203,500,50.0,388,870,108,455,224,123,347,0,11,859,870,2014
32700,36,029,003302,1,427,148,335,34.4,129,468,108,398,186,104,290,0,14,473,487,2014
36400,36,029,003302,2,457,677,1048,50.0,466,1026,99,667,191,377,568,5,230,989,1311,2014
30100,36,029,003302,3,525,352,511,19.0,208,739,103,363,111,149,260,12,12,703,739,2014
21900,36,029,003302,4,281,266,461,30.0,454,785,135,468,78,255,333,78,0,694,785,2014
31900,36,029,003400,1,448,170,373,31.6,187,654,91,423,142,190,332,0,0,629,654,2014
32500,36,029,003400,2,420,130,246,50.0,183,502,94,319,119,106,225,0,0,495,502,2014
28000,36,029,003400,3,373,169,350,50.0,61,380,179,358,125,54,179,0,40,340,380,2014
26000,36,029,003400,4,420,91,263,34.6,67,308,64,269,82,123,205,0,0,308,308,2014
32700,36,029,003400,5,633,130,202,40.3,100,340,69,219,77,73,150,6,6,352,364,2014
34600,36,029,003500,1,318,140,262,50.0,120,310,23,209,87,99,186,38,70,229,310,2014
27500,36,029,003500,2,348,196,434,50.0,140,624,165,514,183,166,349,32,9,578,624,2014
17200,36,029,003500,3,434,358,539,28.4,580,1068,161,619,79,379,458,0,10,1044,1068,2014
37900,36,029,003500,4,422,279,567,50.0,291,741,159,679,219,301,520,3,11,730,741,2014
40900,36,029,003600,1,498,186,382,50.0,522,874,86,363,102,175,277,0,110,764,874,2014
42100,36,029,003600,2,467,127,279,30.8,87,477,113,343,99,131,230,0,14,463,477,2014
23800,36,029,003600,3,435,345,511,50.0,368,706,157,502,166,179,345,38,146,537,706,2014
31800,36,029,003600,4,-666666666,140,460,-666666666.0,132,519,23,208,163,22,185,0,89,389,519,2014
40700,36,029,003700,1,474,341,628,50.0,593,1049,66,493,155,272,427,2,103,952,1056,2014
28900,36,029,003700,2,618,371,513,38.3,401,1102,51,433,142,240,382,0,97,988,1102,2014
25300,36,029,003700,3,577,84,148,34.5,128,289,57,175,81,37,118,8,64,188,289,2014
37700,36,029,003700,4,613,192,589,41.6,396,962,107,537,187,243,430,6,48,837,962,2014
43300,36,029,003700,5,543,147,409,50.0,314,660,56,345,108,181,289,109,60,581,660,2014
35000,36,029,003800,1,529,479,721,37.8,374,1289,77,531,202,252,454,0,140,1149,1289,2014
39200,36,029,003800,2,582,208,366,50.0,544,799,23,288,49,216,265,0,63,704,799,2014
40200,36,029,003800,3,501,187,468,41.0,410,1142,91,525,127,307,434,219,109,939,1163,2014
46400,36,029,003901,1,552,307,626,39.7,290,947,118,602,200,284,484,6,25,886,947,2014
36300,36,029,004001,1,653,419,622,50.0,358,1000,80,582,146,356,502,0,0,989,1008,2014
39400,36,029,004001,2,490,231,479,50.0,283,668,157,491,162,172,334,18,57,598,668,2014
69300,36,029,004001,3,427,232,655,50.0,667,1079,43,500,121,336,457,29,10,1040,1079,2014
39800,36,029,004001,4,574,239,480,50.0,430,800,118,420,231,71,302,52,101,639,800,2014
