Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
-666666666,36,029,002702,2,405,107,232,46.8,206,371,160,330,34,136,170,0,23,225,371,2016
41800,36,029,002702,3,623,225,402,50.0,810,954,182,372,95,95,190,13,72,131,954,2016
-666666666,36,029,002702,4,233,221,347,33.5,259,416,122,361,69,170,239,6,91,192,416,2016
14200,36,029,002800,1,397,174,263,50.0,276,381,78,240,59,103,162,25,158,219,386,2016
36900,36,029,002800,2,382,193,314,50.0,321,490,153,371,59,159,218,14,197,278,490,2016
-666666666,36,029,002800,3,479,135,256,50.0,263,406,105,258,47,106,153,63,106,155,406,2016
43200,36,029,002800,4,505,244,472,36.1,254,844,106,434,141,187,328,46,190,543,844,2016
28600,36,029,002900,1,639,184,285,47.9,262,465,48,195,51,96,147,23,62,383,476,2016
-666666666,36,029,016100,1,-666666666,1737,2352,-666666666.0,3,44,0,7,7,0,7,490,1116,1070,2683,2016
88100,36,029,016200,1,477,530,884,31.5,168,1025,68,566,286,212,498,131,891,133,1176,2016
93500,36,029,016200,2,553,316,713,50.0,81,871,1,424,366,57,423,17,861,29,890,2016
29600,36,029,016300,1,524,334,546,50.0,293,884,62,364,183,119,302,216,714,0,884,2016
33000,36,029,016300,2,818,160,284,32.8,21,391,88,237,103,46,149,9,370,12,391,2016
28300,36,029,016300,3,419,423,703,26.8,313,1150,96,553,229,228,457,121,1039,28,1150,2016
-666666666,36,029,016400,1,230,253,610,23.0,300,805,102,614,9,503,512,81,63,691,805,2016
36300,36,029,016400,2,605,298,432,25.9,102,635,200,507,92,215,307,25,603,7,635,2016
47800,36,029,016400,3,512,202,370,50.0,93,450,52,288,122,114,236,46,168,141,450,2016
67500,36,029,016400,4,542,342,484,50.0,491,1054,26,328,136,166,302,377,91,576,1054,2016
-666666666,36,029,016500,1,881,481,1306,21.7,326,1088,227,914,32,655,687,173,926,513,1611,2016
-666666666,36,029,016600,1,445,363,461,47.2,173,816,124,412,183,105,288,0,10,715,816,2016
18400,36,029,016600,2,407,197,257,47.7,135,385,55,254,95,104,199,0,0,385,385,2016
35800,36,029,016600,3,462,171,262,23.1,45,330,57,211,131,23,154,0,0,314,330,2016
48700,36,029,016600,4,491,329,707,50.0,499,1129,110,563,191,262,453,11,39,1048,1161,2016
66600,36,029,016700,1,-666666666,257,557,33.6,77,779,88,407,245,74,319,0,752,0,789,2016
60900,36,029,016700,2,347,243,429,27.4,10,511,41,361,185,135,320,40,495,0,511,2016
68500,36,029,016700,3,498,390,588,37.5,292,828,84,462,241,137,378,201,752,51,828,2016
31900,36,029,016800,1,599,199,403,50.0,220,623,240,545,148,157,305,2,7,606,637,2016
65300,36,029,016800,2,447,386,922,29.3,522,1364,259,880,167,454,621,192,107,1167,1364,2016
56300,36,029,016800,3,332,225,381,38.9,149,515,96,393,79,218,297,0,0,507,515,2016
54800,36,029,016800,4,447,207,452,47.6,173,625,237,524,103,184,287,64,45,567,676,2016
275600,36,029,016900,1,771,43,733,23.0,117,932,170,612,176,266,442,33,901,22,932,2016
162500,36,029,016900,2,776,26,500,35.8,154,601,0,420,175,245,420,16,469,51,601,2016
-666666666,36,029,016900,3,688,191,820,35.7,220,1121,80,600,202,318,520,38,507,546,1236,2016
-666666666,36,029,016900,4,573,127,284,33.0,223,431,135,307,68,104,172,18,424,333,878,2016
40700,36,029,017000,1,549,298,693,50.0,220,1064,80,543,254,209,463,30,23,1024,1064,2016
50800,36,029,017000,2,543,646,1332,45.4,567,1833,144,862,366,352,718,15,101,1700,1892,2016
-666666666,36,029,017100,1,526,315,397,50.0,731,962,74,382,74,234,308,414,165,413,962,2016
-666666666,36,029,017100,2,618,162,269,24.6,222,639,82,271,63,126,189,104,65,319,639,2016
67100,36,029,017100,3,634,432,692,34.5,820,1328,88,534,58,388,446,302,394,503,1328,2016
48500,36,029,017100,4,486,414,728,50.0,773,1407,41,385,198,146,344,143,402,226,1407,2016
29500,36,029,017100,5,486,428,724,28.0,417,944,55,298,78,165,243,371,494,232,1159,2016
79200,36,029,017200,1,523,271,544,13.1,126,765,26,343,192,125,317,10,781,0,800,2016
85600,36,029,017200,2,458,126,307,50.0,247,428,22,291,64,205,269,26,428,0,428,2016
81700,36,029,017200,3,627,437,838,19.3,210,1187,89,548,321,138,459,0,1133,0,1187,2016
157100,36,029,017300,1,-666666666,558,1718,-666666666.0,70,2696,0,922,895,27,922,77,2627,0,2696,2016
147000,36,029,017300,2,858,174,644,32.9,88,814,46,454,341,67,408,10,811,19,860,2016
162700,36,029,017300,3,905,625,1950,50.0,78,2493,95,1197,878,224,1102,0,2481,0,2493,2016
132300,36,029,017300,4,581,278,856,31.7,77,1040,0,418,332,86,418,0,1040,0,1040,2016
66300,36,029,017400,1,440,681,996,50.0,743,1643,114,638,210,314,524,256,1170,192,1669,2016
59500,36,029,017400,2,541,355,639,19.3,193,1018,0,401,294,107,401,203,757,43,1018,2016
-666666666,36,029,017400,3,418,311,374,27.8,434,929,24,297,53,220,273,171,335,530,929,2016
-666666666,36,029,017400,4,-666666666,190,327,23.2,472,624,0,238,0,238,238,32,71,505,624,2016
32000,36,029,002900,2,540,139,269,40.3,59,366,115,316,106,95,201,0,120,219,366,2016
30500,36,029,002900,3,508,165,275,39.2,367,690,108,321,57,156,213,0,12,652,690,2016
54200,36,029,002900,4,446,155,263,50.0,166,406,55,270,89,126,215,0,0,384,406,2016
50700,36,029,003000,1,650,164,393,43.1,182,675,15,338,110,213,323,16,167,467,675,2016
33200,36,029,003000,2,569,393,694,48.8,576,1029,135,625,216,274,490,31,117,742,1029,2016
39700,36,029,003000,3,558,245,592,41.4,445,926,125,400,179,96,275,11,100,734,926,2016
58600,36,029,003100,1,621,139,366,50.0,91,577,194,414,153,67,220,0,10,567,577,2016
81800,36,029,003100,2,431,120,241,32.5,61,271,80,221,108,33,141,20,10,253,271,2016
119800,36,029,003100,3,396,463,795,33.2,262,841,195,545,124,226,350,20,215,911,1146,2016
-666666666,36,029,003100,4,141,170,228,23.3,139,284,10,153,0,143,143,53,36,198,302,2016
42000,36,029,003301,1,619,241,520,32.8,227,745,146,391,59,186,245,8,155,741,904,2016
53300,36,029,003301,2,614,246,536,24.3,271,879,56,417,224,137,361,0,0,843,879,2016
54600,36,029,003301,3,554,355,762,49.9,369,1240,163,693,148,382,530,20,0,1240,1240,2016
58500,36,029,003301,4,626,136,427,50.0,407,805,75,386,186,125,311,0,0,805,805,2016
32400,36,029,003302,1,504,153,360,31.5,47,480,116,423,197,110,307,0,0,500,500,2016
36300,36,029,003302,2,509,325,658,50.0,377,1004,94,604,185,325,510,0,105,839,1004,2016
27500,36,029,003302,3,536,447,685,32.1,380,1085,79,466,197,190,387,47,12,1037,1085,2016
28100,36,029,003302,4,251,207,339,29.2,292,537,97,397,94,206,300,105,0,481,537,2016
28000,36,029,003400,1,432,49,301,31.9,165,478,31,292,108,153,261,0,0,458,478,2016
-666666666,36,029,003400,2,401,275,424,39.3,266,824,63,414,136,215,351,0,0,814,824,2016
-666666666,36,029,003400,3,444,117,283,50.0,133,397,211,433,117,105,222,0,0,341,397,2016
-666666666,36,029,003400,4,582,90,245,32.6,78,383,66,241,105,70,175,0,0,335,383,2016
-666666666,36,029,003400,5,520,209,304,46.8,167,444,66,260,51,143,194,11,5,458,463,2016
58900,36,029,003500,1,364,144,249,50.0,137,295,21,192,106,65,171,2,97,188,295,2016
29300,36,029,003500,2,444,211,509,50.0,160,678,203,586,166,217,383,30,9,624,678,2016
19700,36,029,003500,3,456,412,646,31.3,678,1327,126,698,142,430,572,0,0,1327,1327,2016
40100,36,029,003500,4,534,317,523,31.4,158,759,82,511,198,231,429,0,23,736,759,2016
30000,36,029,003600,1,506,272,469,50.0,503,826,16,330,134,180,314,0,41,785,826,2016
29100,36,029,003600,2,476,176,394,29.2,283,710,67,379,137,175,312,34,0,710,710,2016
33100,36,029,003600,3,484,374,634,33.7,407,958,138,560,141,281,422,74,135,667,958,2016
30800,36,029,003600,4,444,86,321,30.8,79,353,37,174,78,59,137,27,73,255,353,2016
41200,36,029,003700,1,510,417,781,50.0,604,1254,77,589,137,375,512,2,98,1163,1262,2016
32800,36,029,003700,2,604,318,522,40.9,616,1236,103,481,117,261,378,94,171,1022,1236,2016
35400,36,029,003700,3,703,76,139,50.0,0,282,47,160,66,47,113,10,46,218,282,2016
38600,36,029,003700,4,580,222,546,37.3,458,954,72,508,94,342,436,7,91,802,954,2016
43700,36,029,003700,5,472,110,292,50.0,209,431,67,264,107,90,197,129,50,368,431,2016
31300,36,029,003800,1,499,393,590,46.5,370,978,46,446,166,234,400,0,130,791,978,2016
54500,36,029,003800,2,571,204,363,50.0,386,592,47,284,61,176,237,0,96,490,592,2016
42400,36,029,003800,3,482,197,557,29.4,441,1394,104,555,184,267,451,204,148,1153,1407,2016
51100,36,029,003901,1,527,384,721,48.7,283,991,56,588,259,273,532,11,13,945,991,2016
44300,36,029,004001,1,700,479,786,48.4,505,1243,64,633,204,365,569,0,9,1214,1243,2016
42200,36,029,004001,2,492,181,376,50.0,280,574,54,313,168,91,259,16,138,422,574,2016
65800,36,029,004001,3,472,318,638,50.0,591,1072,56,500,125,319,444,0,28,904,1072,2016
-666666666,36,029,004001,4,557,280,481,50.0,451,785,109,431,178,144,322,61,61,671,785,2016
87800,36,029,017501,1,475,170,382,25.5,55,474,14,267,210,43,253,0,457,0,479,2016
84400,36,029,017501,2,493,333,621,36.0,195,904,52,461,206,203,409,0,745,8,904,2016
134100,36,029,017502,1,434,433,957,17.5,149,1220,64,538,404,70,474,16,1197,0,1220,2016
113800,36,029,017502,2,439,538,954,17.9,74,1289,33,549,440,76,516,7,1260,4,1289,2016
105400,36,029,940000,1,365,354,732,19.4,284,1237,64,527,352,111,463,18,92,0,1248,2016
107600,36,029,940000,2,-666666666,254,448,-666666666.0,272,626,82,359,235,42,277,9,30,0,626,2016
-666666666,36,029,940100,1,-666666666,1,1,-666666666.0,0,3,0,1,1,0,1,0,0,0,3,2016
-666666666,36,029,990000,0,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2016
99700,36,029,004001,5,606,181,482,27.6,376,793,22,361,99,240,339,141,524,133,793,2016
41700,36,029,004100,1,551,390,822,45.6,462,1414,137,730,289,304,593,57,19,1352,1428,2016
60100,36,029,004100,2,498,247,661,28.5,99,1003,41,501,245,215,460,0,54,892,1003,2016
53700,36,029,004100,3,531,158,372,15.3,65,630,33,315,95,187,282,8,83,547,630,2016
62700,36,029,004100,4,571,267,827,48.6,451,1374,111,699,251,337,588,10,209,1146,1374,2016
45600,36,029,004200,1,694,204,387,35.2,95,644,37,269,130,102,232,52,24,620,644,2016
40200,36,029,004200,2,709,239,501,38.0,179,738,75,376,149,152,301,0,23,672,738,2016
49100,36,029,004200,3,485,89,326,37.4,162,475,71,324,152,101,253,0,16,459,475,2016
46700,36,029,004200,4,728,136,314,50.0,178,413,15,213,113,85,198,0,0,403,413,2016
43700,36,029,004200,5,645,265,738,26.9,507,1408,0,499,225,274,499,0,29,1284,1408,2016
55200,36,029,004300,1,650,247,518,26.8,145,655,96,456,135,225,360,0,132,507,655,2016
43600,36,029,004300,2,549,268,505,49.0,743,1248,72,451,90,289,379,85,26,1207,1278,2016
45800,36,029,004300,3,668,311,696,27.4,199,1186,67,523,77,379,456,10,125,739,1186,2016
143800,36,029,004300,4,-666666666,55,334,-666666666.0,0,467,0,190,190,0,190,8,115,344,467,2016
62500,36,029,004300,5,535,272,627,24.8,235,1101,0,389,186,203,389,0,113,967,1101,2016
-666666666,36,029,004300,6,529,236,482,50.0,301,782,138,485,171,176,347,0,21,688,782,2016
66100,36,029,004300,7,588,78,252,-666666666.0,153,400,0,196,87,109,196,0,12,388,400,2016
-666666666,36,029,004401,1,712,261,546,29.6,184,909,15,310,183,112,295,0,92,817,909,2016
37400,36,029,004401,2,742,265,542,50.0,585,1086,70,475,179,226,405,0,16,1070,1086,2016
54300,36,029,004401,3,561,422,962,36.3,298,1440,94,753,356,303,659,38,54,1386,1440,2016
67000,36,029,004401,4,675,217,686,23.6,380,1116,68,583,145,370,515,13,137,959,1116,2016
-666666666,36,029,004402,1,233,422,684,21.9,905,1453,91,781,9,681,690,114,56,1309,1453,2016
61900,36,029,004402,2,369,394,606,28.7,662,1161,0,529,84,445,529,0,3,1124,1161,2016
99800,36,029,004500,1,684,203,725,19.7,80,780,102,598,258,238,496,39,670,88,780,2016
319700,36,029,004500,2,779,236,535,34.4,342,680,47,418,61,310,371,11,134,491,696,2016
144700,36,029,004500,3,725,511,1374,42.0,36,1724,45,549,418,86,504,24,1663,37,1724,2016
332700,36,029,004500,4,658,195,788,50.0,83,983,0,345,228,117,345,0,766,200,983,2016
215900,36,029,004500,5,-666666666,114,699,-666666666.0,171,980,0,377,307,70,377,0,800,79,985,2016
214900,36,029,004500,6,816,85,596,-666666666.0,127,710,48,386,196,142,338,103,596,0,710,2016
86000,36,029,004601,1,635,129,402,15.8,118,521,0,243,207,36,243,0,283,159,521,2016
76100,36,029,004601,2,683,62,453,26.5,218,792,46,342,66,230,296,21,289,285,798,2016
174100,36,029,004601,3,911,79,569,50.0,206,971,18,382,262,102,364,38,744,72,971,2016
72500,36,029,004601,4,727,9,397,50.0,458,922,89,403,104,210,314,64,379,142,934,2016
-666666666,36,029,004602,1,-666666666,6,63,-666666666.0,2,17,0,4,4,0,4,131,529,222,1154,2016
58800,36,029,004700,1,693,141,551,31.2,289,1061,34,474,106,334,440,133,243,720,1061,2016
56800,36,029,004700,2,666,79,401,25.7,52,647,105,449,176,168,344,0,75,530,647,2016
50900,36,029,004700,3,457,306,760,10.0,186,1047,98,507,297,112,409,0,28,963,1090,2016
55600,36,029,004700,4,639,509,1017,36.5,535,1495,56,668,168,444,612,143,491,583,1495,2016
56300,36,029,004700,5,673,342,590,50.0,1168,1706,219,761,127,415,542,195,973,425,1706,2016
168300,36,029,004800,1,775,162,841,18.6,122,1267,66,632,333,233,566,70,914,239,1267,2016
194300,36,029,004800,2,618,227,919,37.2,108,1289,34,585,342,209,551,50,1223,46,1289,2016
190700,36,029,004800,3,715,199,1142,15.4,40,1516,0,668,420,248,668,147,1294,118,1526,2016
126300,36,029,004900,1,644,538,1409,26.0,231,1691,105,836,301,430,731,53,1330,61,1691,2016
126300,36,029,004900,2,696,510,1170,29.0,210,1588,86,880,340,454,794,156,1416,16,1588,2016
119200,36,029,004900,3,658,44,497,18.1,194,628,13,346,171,162,333,15,494,81,628,2016
-666666666,36,029,004900,4,874,369,557,18.3,15,852,14,364,96,254,350,167,641,0,852,2016
127800,36,029,004900,5,655,315,1009,29.0,155,1399,12,615,252,351,603,165,927,348,1399,2016
132500,36,029,005000,1,611,224,761,27.1,152,862,47,530,191,292,483,57,662,170,871,2016
87200,36,029,005000,2,603,270,529,16.2,103,605,0,264,123,141,264,52,453,60,605,2016
92300,36,029,005000,3,594,198,623,26.8,84,864,75,428,231,122,353,33,634,170,864,2016
106400,36,029,005100,1,665,556,1518,27.9,130,1753,150,1130,484,496,980,252,1134,407,1753,2016
94400,36,029,005100,2,556,198,465,39.6,128,547,0,409,123,286,409,0,328,219,547,2016
93600,36,029,005100,3,690,171,829,30.0,266,1143,0,589,201,388,589,218,908,224,1143,2016
116500,36,029,005100,4,813,190,696,10.0,10,962,67,398,242,89,331,144,705,96,967,2016
207500,36,029,005201,1,697,67,560,19.7,9,690,100,445,225,120,345,28,644,15,690,2016
156700,36,029,005201,2,771,47,386,18.6,16,568,19,242,148,75,223,22,492,13,568,2016
183300,36,029,005201,3,764,169,360,40.5,217,479,82,257,80,95,175,37,399,159,598,2016
229900,36,029,005201,4,609,73,722,25.7,148,951,67,537,231,239,470,110,839,103,955,2016
91700,36,029,005202,1,781,241,521,33.7,597,1198,53,456,189,214,403,100,1004,712,1970,2016
66600,36,029,005202,2,549,257,766,32.6,473,1476,79,629,167,383,550,31,462,949,1486,2016
185200,36,029,005300,1,661,73,491,26.4,55,634,5,290,179,106,285,10,480,144,674,2016
239500,36,029,005300,2,239,140,366,28.6,191,344,0,279,30,249,279,91,436,391,998,2016
369000,36,029,005400,1,763,212,981,27.0,135,1395,74,761,266,421,687,90,1003,190,1395,2016
166700,36,029,005400,2,738,241,642,36.0,206,950,61,553,114,378,492,0,755,165,950,2016
248800,36,029,005400,3,943,56,528,13.8,7,751,26,311,261,24,285,58,656,79,751,2016
246700,36,029,005400,4,859,68,544,25.1,77,799,54,402,235,113,348,17,719,37,799,2016
60800,36,029,005500,1,617,291,500,50.0,385,882,156,510,138,216,354,309,392,119,882,2016
45300,36,029,005500,2,474,430,724,33.1,646,1333,133,683,31,519,550,351,603,152,1333,2016
40000,36,029,005500,3,445,291,517,45.3,368,912,144,523,118,261,379,274,332,207,912,2016
57700,36,029,005500,4,558,138,368,50.0,444,725,87,407,54,266,320,123,398,191,725,2016
53200,36,029,005600,1,259,177,263,28.9,457,631,37,288,26,225,251,264,185,187,637,2016
90800,36,029,005600,2,-666666666,227,465,-666666666.0,71,577,44,292,204,44,248,262,409,36,577,2016
60300,36,029,005600,3,582,279,722,19.7,392,1169,79,570,102,389,491,122,354,484,1169,2016
48500,36,029,005600,4,524,567,796,23.0,613,1310,24,545,90,431,521,357,579,385,1335,2016
71600,36,029,005600,5,508,200,425,32.9,123,575,42,350,142,166,308,61,409,132,575,2016
62000,36,029,005700,1,368,235,448,28.5,683,867,57,415,72,286,358,363,209,339,867,2016
52500,36,029,005700,2,445,220,439,29.8,308,736,77,355,138,140,278,110,425,4,736,2016
44300,36,029,005700,3,495,361,704,38.9,502,1013,121,554,154,279,433,241,647,94,1013,2016
62100,36,029,005801,1,473,501,792,50.0,506,1228,79,631,270,282,552,114,911,36,1228,2016
60800,36,029,005801,2,607,435,681,33.2,273,1043,61,493,154,278,432,223,866,68,1043,2016
87900,36,029,005801,3,543,259,569,37.3,568,1121,20,403,118,265,383,502,365,184,1121,2016
51800,36,029,005802,1,744,430,533,49.4,458,963,32,400,67,301,368,349,677,123,990,2016
51800,36,029,005802,2,548,498,801,39.1,705,1289,112,592,186,294,480,305,756,323,1289,2016
55400,36,029,005802,3,536,121,386,50.0,438,690,51,344,49,244,293,0,202,211,690,2016
51300,36,029,005802,4,505,622,924,27.1,397,1726,91,644,332,221,553,200,1151,88,1726,2016
46900,36,029,005900,1,478,281,525,20.1,188,992,31,343,128,184,312,441,452,57,992,2016
35800,36,029,005900,2,533,306,506,50.0,512,815,97,451,126,228,354,256,491,75,815,2016
35900,36,029,005900,3,508,240,321,38.6,221,652,45,262,85,132,217,349,171,59,652,2016
43700,36,029,005900,4,435,178,278,50.0,137,410,15,225,89,121,210,94,226,137,410,2016
-666666666,36,029,005900,5,413,449,788,28.9,351,1109,64,650,82,504,586,209,803,151,1109,2016
43600,36,029,006100,1,546,493,869,50.0,631,1741,71,507,66,370,436,332,319,311,1741,2016
77800,36,029,006100,2,524,163,461,31.2,240,736,101,414,64,249,313,76,500,152,736,2016
