Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
51600,36,029,006100,3,705,232,369,47.2,340,658,104,281,76,101,177,238,295,155,658,2016
80600,36,029,006100,4,614,253,514,33.6,327,792,119,437,117,201,318,188,380,294,844,2016
72500,36,029,006100,5,559,202,477,29.6,200,804,114,444,102,228,330,233,192,323,804,2016
-666666666,36,029,006201,1,-666666666,0,46,-666666666.0,0,0,0,0,0,0,0,294,767,881,2028,2016
165800,36,029,006301,1,604,155,728,19.8,194,1124,39,574,233,302,535,119,903,0,1124,2016
366100,36,029,006301,2,764,48,663,18.9,7,883,33,512,169,310,479,55,883,0,883,2016
249500,36,029,006301,3,526,117,579,14.8,117,852,12,380,177,191,368,0,733,98,852,2016
156200,36,029,006301,4,517,293,783,28.9,226,1129,93,632,303,236,539,156,910,18,1129,2016
-666666666,36,029,006301,5,577,13,235,20.2,211,536,63,323,28,232,260,22,391,109,536,2016
341900,36,029,006302,1,860,111,753,32.8,90,949,121,524,188,215,403,57,858,84,949,2016
303000,36,029,006302,2,825,138,864,23.8,106,988,8,469,231,230,461,39,928,142,1089,2016
275600,36,029,006302,3,944,88,463,29.7,149,647,15,299,137,147,284,0,577,0,647,2016
234000,36,029,006501,1,853,70,590,15.7,53,806,31,453,185,237,422,72,723,2,806,2016
239300,36,029,006501,2,852,66,413,18.5,71,636,86,396,117,193,310,25,596,29,636,2016
83000,36,029,006501,3,632,228,493,25.7,102,647,51,359,143,165,308,87,547,31,647,2016
-666666666,36,029,006501,4,610,138,357,48.9,350,818,36,283,69,178,247,35,329,301,831,2016
-666666666,36,029,006601,1,536,174,380,32.1,142,501,77,322,80,165,245,6,275,141,501,2016
194900,36,029,006601,2,773,102,795,22.5,100,1245,114,685,205,366,571,88,1106,76,1245,2016
-666666666,36,029,006601,3,484,257,445,43.5,473,776,72,293,81,140,221,68,154,82,776,2016
230300,36,029,006602,1,807,64,670,26.9,63,810,64,509,265,180,445,72,726,31,810,2016
270800,36,029,006602,2,897,175,656,28.9,72,672,46,390,104,240,344,0,664,161,853,2016
185500,36,029,006602,3,393,256,608,29.9,284,718,63,596,84,449,533,143,364,207,718,2016
221300,36,029,006701,1,678,167,981,23.5,93,1096,170,826,183,473,656,38,891,190,1096,2016
106000,36,029,006701,2,612,230,582,24.3,266,806,0,430,102,328,430,139,438,0,806,2016
226300,36,029,006701,3,782,69,714,27.2,265,950,263,860,66,531,597,36,779,76,965,2016
283300,36,029,006702,1,675,76,789,28.3,75,856,0,649,162,487,649,31,556,242,856,2016
-666666666,36,029,006702,2,693,254,1067,25.1,413,1276,139,1129,0,990,990,128,674,364,1276,2016
-666666666,36,029,006702,3,651,267,624,28.1,247,704,124,620,95,401,496,89,466,99,730,2016
224700,36,029,006800,1,760,40,640,24.4,172,847,0,515,154,361,515,68,733,56,847,2016
320800,36,029,006800,2,769,35,469,41.1,110,660,294,691,85,312,397,43,500,106,660,2016
-666666666,36,029,006800,3,622,198,683,31.3,352,981,51,565,167,347,514,105,715,139,981,2016
264700,36,029,006800,4,651,222,540,29.4,336,875,151,613,151,311,462,76,727,34,875,2016
38100,36,029,006901,1,510,182,412,40.3,248,796,113,375,69,193,262,267,127,159,796,2016
50900,36,029,006901,2,400,317,421,50.0,647,819,41,356,68,247,315,372,320,159,819,2016
36500,36,029,006901,3,468,451,664,37.8,675,1118,167,617,174,276,450,402,244,55,1118,2016
51100,36,029,006901,4,581,341,404,50.0,312,630,101,337,50,186,236,381,98,22,630,2016
131900,36,029,006902,1,536,509,1120,43.6,498,1510,61,811,412,338,750,291,626,166,1533,2016
116700,36,029,006902,2,428,335,641,50.0,352,896,73,430,160,197,357,357,524,94,896,2016
55900,36,029,006902,3,452,256,442,44.0,480,793,41,388,84,263,347,295,309,23,793,2016
81900,36,029,006902,4,744,286,608,50.0,273,745,75,530,101,354,455,141,579,149,874,2016
65400,36,029,007000,1,492,426,576,50.0,959,1223,140,553,135,278,413,497,244,606,1223,2016
134600,36,029,007000,2,429,274,468,33.4,265,779,75,441,111,255,366,224,501,130,786,2016
95300,36,029,007000,3,498,257,531,28.3,217,850,81,429,111,237,348,213,489,223,987,2016
287100,36,029,007101,1,424,327,477,30.8,264,637,97,359,73,189,262,270,349,80,637,2016
-666666666,36,029,007101,2,248,380,496,38.4,607,759,51,515,21,443,464,455,269,219,759,2016
96300,36,029,007101,3,397,441,787,34.2,478,1442,46,587,180,361,541,1036,468,120,1442,2016
-666666666,36,029,007101,4,425,172,427,30.0,344,738,47,392,20,325,345,477,374,164,738,2016
-666666666,36,029,007102,1,606,535,879,40.8,761,1349,38,625,0,587,587,435,274,805,1522,2016
202800,36,029,007102,2,568,59,432,33.4,226,664,59,508,143,306,449,219,410,89,664,2016
59800,36,029,007102,3,520,182,414,50.0,191,578,39,290,124,127,251,328,327,19,578,2016
372700,36,029,007202,1,473,386,1341,19.4,236,1791,99,1043,324,620,944,534,943,523,1847,2016
119800,36,029,007302,1,-666666666,297,746,-666666666.0,32,1206,74,515,390,51,441,256,987,0,1206,2016
123800,36,029,007302,2,-666666666,152,617,26.3,140,937,0,346,300,46,346,16,921,0,937,2016
191500,36,029,007302,3,-666666666,178,771,-666666666.0,0,1013,0,373,358,15,373,0,1013,0,1013,2016
225200,36,029,007302,4,-666666666,416,1586,24.4,204,2274,15,907,792,100,892,33,2256,2,2280,2016
241900,36,029,007302,5,1030,257,889,14.4,112,1205,43,499,375,81,456,78,1085,0,1205,2016
128100,36,029,007302,6,-666666666,366,880,-666666666.0,366,1372,74,644,542,28,570,62,1240,70,1372,2016
118800,36,029,007303,1,-666666666,184,821,-666666666.0,109,1069,0,419,405,14,419,0,1097,0,1107,2016
203400,36,029,007303,2,755,436,1800,24.2,196,2591,95,1062,611,356,967,183,2243,189,2591,2016
164000,36,029,007303,3,918,590,1537,24.5,225,1882,84,1008,293,631,924,134,1796,9,1982,2016
221300,36,029,007303,4,-666666666,190,1045,-666666666.0,28,1659,0,537,537,0,537,88,1525,0,1659,2016
237700,36,029,007304,1,774,518,1944,17.4,140,2830,141,1098,901,56,957,0,2803,0,2830,2016
213400,36,029,007304,2,-666666666,350,1800,-666666666.0,40,2553,21,1016,940,55,995,29,2515,0,2553,2016
98500,36,029,007600,1,-666666666,238,552,-666666666.0,127,760,9,328,309,10,319,0,744,0,760,2016
107900,36,029,007600,2,1026,395,916,44.1,62,1266,0,523,433,90,523,9,1212,1,1266,2016
96800,36,029,007600,3,-666666666,287,858,-666666666.0,40,1142,51,500,436,13,449,8,1142,0,1142,2016
99700,36,029,007700,1,519,224,855,19.1,75,1006,46,660,315,299,614,88,897,35,1006,2016
84900,36,029,007700,2,586,298,700,24.5,46,948,61,525,274,190,464,0,929,0,948,2016
87300,36,029,007700,3,600,217,676,50.0,109,921,61,513,313,139,452,40,875,0,921,2016
89500,36,029,007700,4,667,213,537,34.6,87,784,0,322,250,72,322,58,722,4,784,2016
86300,36,029,007700,5,-666666666,222,538,-666666666.0,0,621,0,301,271,30,301,0,621,0,621,2016
93700,36,029,007800,1,-666666666,265,830,21.1,119,1170,7,509,345,157,502,19,1034,1,1170,2016
87700,36,029,007800,2,453,337,807,34.7,318,1110,132,758,334,292,626,14,1110,0,1110,2016
113500,36,029,007800,3,716,374,847,29.0,56,1111,0,536,445,91,536,16,1020,0,1111,2016
110400,36,029,007800,4,-666666666,634,1443,-666666666.0,2,1737,0,696,665,31,696,16,1735,0,1737,2016
142200,36,029,007901,1,-666666666,227,866,-666666666.0,56,1053,0,434,399,35,434,44,1060,0,1069,2016
189400,36,029,007901,2,870,187,937,21.7,155,1352,57,731,86,588,674,20,1148,88,1352,2016
156000,36,029,007901,3,1133,163,525,44.1,21,760,10,333,272,51,323,0,635,1,760,2016
115100,36,029,007902,1,-666666666,99,503,-666666666.0,0,619,39,341,295,7,302,0,619,0,619,2016
117000,36,029,007902,2,-666666666,110,443,-666666666.0,0,620,70,314,244,0,244,50,562,58,620,2016
130300,36,029,007902,3,782,678,1698,27.8,246,2351,36,1040,632,372,1004,82,1824,291,2351,2016
118500,36,029,007902,4,-666666666,172,615,-666666666.0,11,732,0,381,381,0,381,0,722,0,732,2016
131300,36,029,007902,5,779,251,715,26.9,15,941,38,428,350,40,390,1,898,42,941,2016
128200,36,029,007902,6,-666666666,193,464,-666666666.0,45,631,0,272,261,11,272,0,631,0,631,2016
115100,36,029,007903,1,844,174,853,41.7,64,1097,26,539,415,98,513,10,971,33,1097,2016
118700,36,029,007903,2,-666666666,333,704,-666666666.0,29,1002,0,413,403,10,413,37,922,0,1002,2016
132400,36,029,007903,3,329,327,1050,10.0,9,1279,0,559,512,47,559,28,1269,0,1305,2016
119100,36,029,007904,1,867,291,981,23.0,142,1398,0,529,441,88,529,18,1371,12,1398,2016
130500,36,029,007904,2,-666666666,131,470,-666666666.0,0,676,0,263,245,18,263,166,510,0,676,2016
117300,36,029,007904,3,932,374,1023,43.3,121,1301,69,719,423,227,650,19,1150,44,1301,2016
134900,36,029,007905,1,837,440,1397,22.8,153,1789,137,1062,631,294,925,196,1552,131,1789,2016
157800,36,029,007905,2,-666666666,204,639,-666666666.0,13,793,0,373,373,0,373,0,793,0,793,2016
139000,36,029,007905,3,-666666666,308,1353,-666666666.0,18,1700,16,726,650,60,710,14,1684,0,1700,2016
112100,36,029,008001,1,-666666666,245,722,-666666666.0,12,966,34,426,371,21,392,0,937,0,966,2016
146100,36,029,008001,2,-666666666,197,976,-666666666.0,62,1319,0,492,455,37,492,19,1103,33,1416,2016
91000,36,029,008001,3,619,250,724,26.6,158,1110,0,402,241,161,402,49,821,226,1158,2016
114500,36,029,008001,4,-666666666,226,347,-666666666.0,0,450,32,233,201,0,201,63,387,0,450,2016
139200,36,029,008001,5,636,194,623,24.5,178,895,0,395,252,143,395,52,665,207,895,2016
95600,36,029,008001,6,-666666666,229,652,-666666666.0,51,878,77,421,301,43,344,11,781,97,878,2016
144100,36,029,008002,1,603,50,628,24.4,48,979,0,415,262,153,415,19,993,41,1034,2016
113900,36,029,008002,2,598,130,467,23.6,76,593,0,304,202,102,304,0,584,0,593,2016
118800,36,029,008002,3,673,300,1007,37.5,81,1512,20,682,492,170,662,15,1339,73,1512,2016
124600,36,029,008002,4,-666666666,193,964,-666666666.0,42,1135,21,526,481,24,505,0,1135,0,1135,2016
117700,36,029,008002,5,-666666666,242,579,-666666666.0,79,778,21,334,275,38,313,0,765,13,778,2016
153800,36,029,008002,6,-666666666,65,521,-666666666.0,0,594,0,309,271,38,309,0,594,0,594,2016
103000,36,029,008003,1,-666666666,337,724,-666666666.0,65,946,59,506,406,41,447,0,891,16,946,2016
101800,36,029,008003,2,548,289,522,50.0,59,777,19,327,226,82,308,21,755,0,777,2016
115500,36,029,008003,3,630,309,731,30.8,56,899,20,426,261,145,406,54,756,0,899,2016
116000,36,029,008003,4,604,261,982,17.2,67,1525,0,589,387,202,589,69,1250,82,1525,2016
104100,36,029,008003,5,-666666666,276,857,-666666666.0,51,1216,0,486,473,13,486,90,1104,18,1216,2016
120900,36,029,008101,1,672,312,1066,13.9,0,1344,38,739,534,167,701,0,1287,0,1344,2016
141300,36,029,008101,2,-666666666,207,735,29.6,124,1036,0,529,392,137,529,58,922,19,1036,2016
128800,36,029,008101,3,843,238,785,23.1,60,1015,0,461,249,212,461,23,768,27,1015,2016
124100,36,029,008101,4,631,307,822,22.0,102,1119,0,501,387,114,501,67,1077,0,1119,2016
100700,36,029,008101,5,776,441,913,30.8,5,1078,83,748,294,371,665,17,955,59,1078,2016
160900,36,029,008102,1,670,141,733,24.5,44,1038,0,455,359,96,455,16,1001,0,1038,2016
126800,36,029,008102,2,654,235,861,24.4,89,1243,8,572,398,166,564,74,1185,32,1251,2016
256700,36,029,008102,3,-666666666,35,590,-666666666.0,64,745,0,355,355,0,355,0,745,0,745,2016
163100,36,029,008102,4,-666666666,137,604,-666666666.0,23,767,0,350,338,12,350,9,740,5,767,2016
121900,36,029,008102,5,-666666666,201,410,-666666666.0,69,481,28,290,251,11,262,12,475,0,481,2016
110500,36,029,008201,1,803,267,562,50.0,106,738,24,394,241,129,370,51,675,12,738,2016
113600,36,029,008201,2,641,164,573,24.3,48,701,0,394,239,155,394,8,654,3,701,2016
108700,36,029,008201,3,-666666666,261,678,29.4,110,956,7,394,317,70,387,32,924,31,965,2016
125400,36,029,008202,1,611,289,798,21.9,45,1047,58,535,307,170,477,11,1013,34,1047,2016
110400,36,029,008202,2,499,174,468,24.5,18,564,49,404,149,206,355,0,564,0,564,2016
104200,36,029,008202,3,658,183,479,21.9,37,651,44,325,187,94,281,0,618,33,651,2016
89400,36,029,008202,4,637,234,511,22.5,74,732,0,302,140,162,302,32,684,0,732,2016
128400,36,029,008202,5,332,362,600,24.7,99,615,98,460,118,244,362,18,671,82,766,2016
91000,36,029,008300,1,530,421,789,29.4,349,1355,99,727,179,449,628,192,896,234,1431,2016
53500,36,029,008300,2,505,203,364,44.7,251,524,0,288,22,266,288,39,381,96,524,2016
-666666666,36,029,008300,3,528,184,273,50.0,179,431,0,192,18,174,192,150,222,32,431,2016
95900,36,029,008400,1,-666666666,302,367,-666666666.0,53,447,77,275,193,5,198,8,439,0,447,2016
90100,36,029,008400,2,535,328,677,50.0,269,927,41,426,311,74,385,0,852,0,927,2016
75400,36,029,008400,3,475,279,611,27.1,469,1138,53,444,231,160,391,33,704,59,1138,2016
128800,36,029,008500,1,353,272,946,29.4,130,1093,32,666,374,260,634,27,1041,21,1098,2016
118800,36,029,008500,2,624,309,946,28.1,30,1398,15,584,410,159,569,164,1232,104,1398,2016
114100,36,029,008600,1,706,103,479,27.2,80,650,66,355,224,65,289,0,637,0,650,2016
102400,36,029,008600,2,-666666666,126,533,-666666666.0,0,823,53,345,251,41,292,0,717,0,823,2016
133500,36,029,008600,3,648,77,623,12.8,0,816,0,348,270,78,348,21,793,0,816,2016
137500,36,029,008600,4,-666666666,47,475,-666666666.0,0,660,15,279,249,15,264,0,494,64,660,2016
110000,36,029,008600,5,607,168,592,42.3,158,622,0,522,48,474,522,0,467,108,622,2016
142000,36,029,008600,6,662,171,804,20.7,48,999,0,423,282,141,423,0,986,0,999,2016
99300,36,029,008700,1,787,168,482,50.0,104,702,37,365,242,86,328,0,610,51,702,2016
93800,36,029,008700,2,655,333,759,41.5,57,964,0,380,253,127,380,41,847,117,964,2016
113700,36,029,008700,3,625,222,846,49.0,160,1334,0,541,441,100,541,0,1333,1,1334,2016
112100,36,029,008700,4,660,224,549,21.2,0,753,42,347,220,85,305,105,606,44,753,2016
124000,36,029,008700,5,542,133,799,30.6,29,941,77,607,301,229,530,78,941,0,941,2016
108200,36,029,008800,1,598,177,515,21.9,55,724,0,290,195,95,290,16,617,107,724,2016
101500,36,029,008800,2,615,371,1030,30.5,67,1337,46,642,439,157,596,37,1296,10,1337,2016
99400,36,029,008800,3,598,347,1099,28.8,185,1482,24,732,477,231,708,36,1197,233,1482,2016
136400,36,029,008900,1,808,85,690,18.4,20,851,62,450,313,75,388,25,804,16,851,2016
149800,36,029,008900,2,628,145,502,18.2,43,624,0,278,183,95,278,0,590,34,624,2016
185000,36,029,008900,3,650,103,590,22.7,59,727,0,402,262,140,402,48,641,60,727,2016
162500,36,029,008900,4,1238,22,530,22.5,10,790,6,345,258,81,339,33,733,23,790,2016
201400,36,029,008900,5,389,110,942,20.3,122,1301,10,593,351,232,583,18,1242,20,1309,2016
164900,36,029,009004,1,2579,180,1323,43.7,46,1683,47,880,769,64,833,83,1547,83,1713,2016
225600,36,029,009004,2,-666666666,154,1243,31.1,23,1846,46,711,606,59,665,101,1742,0,1846,2016
182100,36,029,009006,1,-666666666,197,977,-666666666.0,23,1321,0,596,546,50,596,114,1052,333,1398,2016
171300,36,029,009006,2,1139,263,1027,32.3,71,1291,43,697,394,260,654,13,1105,13,1291,2016
249400,36,029,009006,3,-666666666,179,1112,-666666666.0,12,1655,26,636,539,71,610,26,1552,26,1655,2016
163600,36,029,009006,4,980,219,1056,22.0,122,1581,39,706,389,278,667,44,1293,0,1581,2016
199300,36,029,009006,5,-666666666,223,994,-666666666.0,21,1567,0,547,532,15,547,4,1414,5,1567,2016
287700,36,029,009007,1,-666666666,108,1207,-666666666.0,59,1682,0,640,631,9,640,31,1431,10,1682,2016
352500,36,029,009007,2,-666666666,31,1126,-666666666.0,33,1799,51,608,487,70,557,295,1455,87,1814,2016
256100,36,029,009007,3,-666666666,256,1604,-666666666.0,75,2235,41,889,835,13,848,26,2005,40,2235,2016
272100,36,029,009007,4,1361,144,1159,23.6,0,1615,45,640,557,38,595,0,1348,21,1615,2016
159200,36,029,009008,1,925,223,1010,50.0,76,1237,74,799,613,112,725,13,1237,0,1237,2016
216300,36,029,009008,2,-666666666,253,943,50.0,58,872,76,604,275,253,528,7,950,68,1114,2016
328300,36,029,009008,3,1450,239,1959,24.4,78,2562,53,1245,616,576,1192,14,1950,39,2562,2016
172800,36,029,009009,1,-666666666,114,894,-666666666.0,78,1222,0,464,464,0,464,0,1136,57,1222,2016
225300,36,029,009009,2,1269,812,2958,33.8,80,4094,0,1696,1292,404,1696,37,3398,39,4094,2016
258500,36,029,009010,1,1244,279,1939,38.3,139,2918,37,1110,864,209,1073,24,2556,63,2918,2016
261500,36,029,009010,2,327,454,1908,30.1,415,3033,0,1014,857,157,1014,181,2452,121,3045,2016
222300,36,029,009104,1,-666666666,190,1050,-666666666.0,21,1597,0,567,555,12,567,5,1436,9,1597,2016
229700,36,029,009104,2,-666666666,71,918,-666666666.0,28,1352,0,473,473,0,473,62,1281,7,1352,2016
186000,36,029,009104,3,957,354,1156,48.6,129,1422,18,688,576,94,670,63,1360,42,1422,2016
168200,36,029,009106,1,-666666666,149,640,-666666666.0,60,779,69,386,302,15,317,38,681,59,779,2016
153900,36,029,009106,2,958,466,1290,36.4,193,2125,44,870,570,256,826,55,1922,125,2125,2016
165100,36,029,009107,1,845,323,798,50.0,553,1541,34,465,240,191,431,550,943,122,1541,2016
146600,36,029,009107,2,849,125,694,19.6,252,1102,92,472,195,185,380,17,788,250,1102,2016
144500,36,029,009107,3,680,379,1178,25.7,193,1801,0,874,375,499,874,33,1440,222,1801,2016
257800,36,029,009107,4,-666666666,191,517,-666666666.0,0,613,0,325,264,61,325,43,570,0,613,2016
176700,36,029,009109,1,935,370,944,50.0,176,1401,78,601,382,141,523,34,1004,71,1401,2016
155100,36,029,009109,2,876,350,1193,40.7,102,1745,31,747,587,129,716,9,1496,36,1745,2016
-666666666,36,029,009110,1,-666666666,0,216,-666666666.0,8,13,0,4,0,4,4,526,3352,658,5841,2016
155800,36,029,009112,1,634,1130,2633,31.5,402,2574,121,1672,438,1113,1551,116,2698,74,3033,2016
211200,36,029,009113,1,-666666666,171,1238,-666666666.0,33,1864,0,635,605,30,635,159,1624,157,1864,2016
230400,36,029,009113,2,-666666666,263,2135,-666666666.0,166,2776,0,1172,1121,51,1172,41,2377,180,2776,2016
225800,36,029,009113,3,-666666666,227,1545,-666666666.0,64,2266,45,848,775,28,803,48,1995,25,2266,2016
227900,36,029,009114,1,-666666666,155,1102,-666666666.0,116,1565,17,557,530,10,540,49,1400,0,1565,2016
179600,36,029,009114,2,903,179,1067,22.9,202,1403,68,706,458,180,638,94,945,57,1403,2016
201100,36,029,009114,3,-666666666,256,975,-666666666.0,28,1351,25,535,494,16,510,13,1270,25,1351,2016
75500,36,029,009115,1,906,193,1038,35.1,1365,2403,59,1031,293,679,972,95,1290,394,2587,2016
106700,36,029,009115,2,925,136,968,31.7,466,1284,38,814,349,427,776,11,615,128,1284,2016
199300,36,029,009116,1,834,220,889,38.5,150,1302,0,499,275,224,499,17,1300,2,1302,2016
169600,36,029,009116,2,-666666666,58,607,-666666666.0,20,941,48,354,292,14,306,0,903,0,941,2016
-666666666,36,029,009116,3,783,219,497,41.0,228,851,74,457,34,349,383,43,291,234,851,2016
205200,36,029,009116,4,959,302,1399,50.0,585,2286,65,985,412,508,920,34,1739,87,2286,2016
146600,36,029,009200,1,623,322,926,22.6,148,1344,111,729,449,169,618,105,1145,60,1344,2016
110400,36,029,009200,2,-666666666,229,563,-666666666.0,63,703,40,397,344,13,357,0,703,0,703,2016
85200,36,029,009200,3,827,174,766,43.9,384,986,67,700,102,531,633,0,524,124,986,2016
-666666666,36,029,009200,4,880,182,733,45.8,270,849,0,436,11,425,436,0,291,122,849,2016
114900,36,029,009301,1,590,189,874,50.0,133,1240,0,555,404,151,555,27,812,137,1240,2016
93500,36,029,009301,2,-666666666,176,474,-666666666.0,67,751,15,340,255,70,325,0,472,262,751,2016
80000,36,029,009301,3,681,201,1002,46.9,728,1559,81,761,264,416,680,13,648,174,1559,2016
143800,36,029,009301,4,-666666666,28,531,-666666666.0,11,807,0,285,274,11,285,109,590,175,807,2016
100000,36,029,009301,5,295,267,599,35.1,449,1209,45,522,122,355,477,26,719,490,1209,2016
95700,36,029,009302,1,792,213,728,30.6,91,1061,11,453,332,110,442,28,808,134,1061,2016
111700,36,029,009302,2,636,214,762,17.5,76,1155,12,490,449,29,478,0,946,89,1155,2016
86600,36,029,009302,3,658,212,444,22.1,118,489,11,246,169,66,235,7,444,76,580,2016
140600,36,029,009401,1,809,143,735,30.1,279,1158,41,699,295,363,658,125,1431,78,1716,2016
235600,36,029,009401,2,1250,41,1030,35.0,48,1551,0,563,517,46,563,52,1462,0,1551,2016
155200,36,029,009401,3,621,167,583,26.5,0,782,68,427,275,84,359,8,532,115,782,2016
123400,36,029,009401,4,-666666666,192,789,-666666666.0,183,1356,0,417,403,14,417,0,1241,132,1373,2016
154500,36,029,009401,5,-666666666,155,527,-666666666.0,8,626,0,274,274,0,274,8,618,0,626,2016
175600,36,029,009402,1,-666666666,196,637,-666666666.0,82,815,17,397,360,20,380,23,741,74,815,2016
162200,36,029,009402,2,678,147,772,19.3,38,920,6,551,321,224,545,0,883,31,920,2016
226800,36,029,009402,3,1696,125,1039,18.0,48,1515,10,561,506,45,551,50,1434,34,1543,2016
179200,36,029,009402,4,-666666666,74,733,-666666666.0,44,1011,18,442,414,10,424,17,946,12,1011,2016
173800,36,029,009501,1,-666666666,39,241,-666666666.0,0,387,0,121,107,14,121,0,311,46,387,2016
133400,36,029,009501,2,730,260,1588,17.6,57,2032,0,971,867,104,971,53,1559,457,2032,2016
162600,36,029,009501,3,1095,182,1279,18.0,0,1707,0,783,708,75,783,41,1601,0,1707,2016
260700,36,029,009501,4,-666666666,100,627,-666666666.0,13,1032,0,337,323,14,337,0,996,36,1032,2016
131000,36,029,009502,1,798,272,960,14.4,101,1141,0,557,340,217,557,0,1066,67,1161,2016
138200,36,029,009502,2,725,347,1445,24.5,53,1697,103,839,460,276,736,47,1749,31,1934,2016
134500,36,029,009502,3,1030,266,1048,21.9,52,1426,0,637,535,102,637,30,1374,40,1426,2016
179800,36,029,009502,4,-666666666,49,562,-666666666.0,0,790,0,302,302,0,302,35,692,52,790,2016
160700,36,029,009502,5,759,83,1036,24.9,115,1460,50,739,518,171,689,85,1455,19,1474,2016
161000,36,029,009600,1,1249,343,1197,22.5,364,1726,0,753,370,383,753,65,1536,36,1726,2016
243700,36,029,009600,2,1302,624,2066,50.0,185,2553,169,1459,866,424,1290,25,2430,41,2610,2016
243100,36,029,009600,3,859,567,1824,33.4,262,1929,0,1162,274,888,1162,58,1793,205,2069,2016
113100,36,029,009701,1,763,512,1037,24.8,76,1329,136,779,344,299,643,10,1265,31,1329,2016
115500,36,029,009701,2,1287,575,1185,25.7,0,1582,33,667,605,29,634,0,1517,31,1582,2016
109900,36,029,009702,1,818,442,942,31.3,11,1160,7,548,447,94,541,0,1141,0,1160,2016
105200,36,029,009702,2,-666666666,449,906,-666666666.0,90,1229,0,516,462,54,516,6,1183,46,1229,2016
107400,36,029,009702,3,729,371,813,41.5,61,976,0,447,410,37,447,28,961,0,976,2016
102700,36,029,009702,4,627,356,836,41.3,95,1246,0,485,374,111,485,59,1203,6,1246,2016
108200,36,029,009800,1,563,407,821,27.3,215,1164,17,520,354,149,503,32,1164,0,1164,2016
129700,36,029,009800,2,640,214,424,25.6,28,626,17,269,147,105,252,48,615,0,626,2016
68500,36,029,009900,1,465,559,1104,35.1,66,1489,10,646,514,122,636,0,1460,29,1489,2016
79800,36,029,009900,2,475,244,432,38.1,165,663,54,366,156,156,312,41,625,0,663,2016
79500,36,029,009900,3,576,615,1143,22.6,91,1442,87,790,463,240,703,50,1447,0,1454,2016
98200,36,029,010001,1,626,613,1458,34.0,161,2011,30,882,689,163,852,53,1948,0,2011,2016
95300,36,029,010001,2,617,272,684,27.7,114,922,0,438,356,82,438,31,897,8,943,2016
107300,36,029,010002,1,591,803,1512,28.9,129,1831,61,967,587,319,906,74,1610,121,1831,2016
106100,36,029,010002,2,612,644,1160,45.1,83,1460,61,734,569,104,673,0,1409,40,1460,2016
30400,36,029,010002,3,923,521,881,22.8,133,1104,0,584,503,81,584,0,1051,11,1104,2016
91400,36,029,010003,1,599,465,1282,24.7,161,1775,80,909,536,293,829,68,1304,309,1775,2016
128000,36,029,010003,2,705,481,888,21.5,106,1336,9,537,418,110,528,0,1147,144,1336,2016
102700,36,029,010003,3,601,204,460,33.8,0,655,24,331,200,107,307,0,555,100,655,2016
111600,36,029,010101,1,-666666666,171,699,-666666666.0,11,950,0,411,411,0,411,0,861,75,950,2016
90000,36,029,010101,2,794,372,937,35.9,56,1376,77,742,494,171,665,44,1246,62,1376,2016
102700,36,029,010101,3,-666666666,299,838,17.2,50,1159,65,528,418,45,463,12,952,144,1159,2016
87800,36,029,010101,4,-666666666,339,668,-666666666.0,74,818,0,440,426,14,440,40,790,0,824,2016
98700,36,029,010102,1,625,347,871,30.8,126,1280,51,714,318,345,663,64,870,218,1301,2016
90900,36,029,010102,2,532,158,323,37.6,164,531,42,292,81,169,250,0,342,166,531,2016
67600,36,029,010102,3,499,700,1211,29.9,519,1832,135,925,242,548,790,93,1164,547,1832,2016
89600,36,029,010103,1,502,629,1467,50.0,333,2091,0,815,703,112,815,0,1946,127,2091,2016
87300,36,029,010103,2,841,390,895,26.1,132,1272,63,571,416,92,508,12,1058,191,1272,2016
87800,36,029,010103,3,647,248,626,18.8,64,814,0,445,167,278,445,0,799,15,814,2016
110100,36,029,010201,1,681,112,458,22.6,17,629,0,308,270,38,308,0,510,107,629,2016
101000,36,029,010201,2,661,301,1166,24.5,99,1481,20,691,516,155,671,9,1160,259,1481,2016
94500,36,029,010201,3,662,131,486,15.9,22,721,0,307,212,95,307,0,343,314,747,2016
66400,36,029,010202,1,536,486,1045,33.2,331,1701,80,773,435,258,693,73,403,1178,1701,2016
80900,36,029,010202,2,-666666666,94,321,-666666666.0,103,342,41,186,145,0,145,96,279,470,922,2016
80400,36,029,010202,3,749,232,618,38.0,165,945,125,551,313,113,426,40,589,330,945,2016
77100,36,029,010300,1,712,193,454,50.0,242,818,43,356,182,131,313,98,235,492,818,2016
111500,36,029,010300,2,613,112,475,24.6,158,680,32,254,130,92,222,45,342,328,692,2016
67200,36,029,010400,1,623,441,949,48.9,622,1647,144,738,297,297,594,95,1004,447,1668,2016
76600,36,029,010400,2,562,120,396,27.7,114,639,78,355,133,144,277,51,355,193,639,2016
85700,36,029,010500,1,583,256,409,31.6,179,681,26,300,171,103,274,19,554,93,681,2016
