the_geom,OBJECTID,STATEFP10,COUNTYFP10,Tract,Block Group,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
"MULTIPOLYGON (((-78.866215000029 42.866606998702, -78.866109999686 42.866926999064, -78.865665999903 42.868287998849, -78.865205000236 42.869695999002, -78.86459399995 42.869581999142, -78.864248000189 42.869521999075, -78.863278999588 42.869353999424, -78.862307999794 42.869183998782, -78.861343000277 42.869015999132, -78.860366000207 42.868846999436, -78.859037000099 42.868610999349, -78.859481999927 42.867220999126, -78.859551999557 42.86697199934, -78.859917000194 42.865857999249, -78.860007999892 42.865573998748, -78.860014000169 42.865554998772, -78.860039000422 42.86547799882, -78.860082999752 42.865339998754, -78.860488000435 42.864113998897, -78.861791000244 42.864336999283, -78.861831000289 42.864343998707, -78.862824000198 42.864514999395, -78.86379800013 42.864671999437, -78.864055000285 42.864713998675, -78.864429999585 42.864785999296, -78.864546999583 42.864553999394, -78.866135999985 42.863645998907, -78.8671400004 42.863082999035, -78.867396999657 42.862938998692, -78.866714999695 42.865035999129, -78.86667999988 42.865194999264, -78.866215000029 42.866606998702)))",125,36,029,000500,2,360290005002,Block Group 2,G5030,S,293830,0,+42.8666622,-078.8631450,150,36,029,000500,2,360290005002,847,764,19,8,1,0,40,15,105,742,472,394,78,,,{6AAEA90D-199F-4F70-9A81-BB7317E4C992},0.000032367345999,0.025627361985864,5
"MULTIPOLYGON (((-78.803789000235 42.909788999045, -78.8029579997 42.909788999045, -78.802590999869 42.909788999045, -78.80161900003 42.909789999091, -78.801492999617 42.909789999091, -78.800703000073 42.909788999045, -78.80040399978 42.909788999045, -78.799788000163 42.909784998861, -78.799298844522 42.909783030245, -78.799298923663 42.909777130692, -78.799302370764 42.909695494735, -78.799301316759 42.909527092188, -78.799300872493 42.909399846215, -78.799300312216 42.909373437624, -78.799300133251 42.90932233275, -78.799299843669 42.909239331622, -78.799299196157 42.909187542364, -78.799299137701 42.909170736734, -78.799299100829 42.90916010315, -78.799299022588 42.909137809856, -78.799298879596 42.909096651484, -78.79929880765 42.909076073197, -78.799298563034 42.909006105044, -78.799298057615 42.908994787976, -78.799298022542 42.908984841474, -78.79929775994 42.9089097283, -78.799297682598 42.908887435006, -78.799297472157 42.908827069813, -78.799296882202 42.908791742645, -78.799296713129 42.908743383402, -78.799296544057 42.908695023259, -78.799296430742 42.908662439023, -78.799295741861 42.908598645615, -78.799295676211 42.908579781436, -78.799295412709 42.908504326519, -78.799295380334 42.9084950662, -78.799294613212 42.9084089777, -78.799294498099 42.908376051722, -78.799294341617 42.908331122492, -78.799294277765 42.908312943597, -78.799294052934 42.908248464006, -78.799293941419 42.908216566852, -78.799293771447 42.908167863168, -78.799293605072 42.908120188309, -78.799293481865 42.90808486204, -78.799293269625 42.908024154206, -78.799293188686 42.908000830289, -78.799292908997 42.907920915634, -78.799292605026 42.907833799209, -78.799292326236 42.907753884554, -78.799292271378 42.907738106848, -78.799292043849 42.907672941075, -78.799291939528 42.90764310067, -78.799291752469 42.907589595506, -78.799291602282 42.907546380385, -78.799291470981 42.907508994669, -78.799291267734 42.907450688924, -78.799291181399 42.907425993541, -78.799290931388 42.90735431128, -78.799290895415 42.907344022136, -78.799290585149 42.907255188905, -78.799290321647 42.907179733089, -78.79928982702 42.906904319315, -78.799289539237 42.90682180382, -78.799774000417 42.906753999436, -78.80069100042 42.906629999116, -78.801477999825 42.906524998772, -78.802072000227 42.906445998728, -78.8029320003 42.906332998915, -78.804311000015 42.906144999242, -78.804321999623 42.908270999217, -78.80577800019 42.908269999171, -78.80578300042 42.90913099929, -78.805787999751 42.909785998907, -78.805629999663 42.909784998861, -78.804721000029 42.909790999137, -78.804571000309 42.909788999045, -78.804331000038 42.909787998999, -78.803789000235 42.909788999045)))",170,36,029,003000,1,360290030001,Block Group 1,G5030,S,175776,0,+42.9082415,-078.8021779,150,36,029,003000,1,360290030001,840,159,629,5,1,0,13,33,43,797,415,341,74,,,{7F63F53D-DE4D-40AE-BF51-F2651A195EF8},0.000018828252293,0.019615505833143,30
"MULTIPOLYGON (((-78.83486300002 42.940207999214, -78.834895999742 42.939300998773, -78.834896999788 42.939243998843, -78.834910000388 42.938664999133, -78.83493000041 42.937787999176, -78.834948000341 42.936990999309, -78.834958999948 42.936503999343, -78.83311300029 42.93647399886, -78.831601999886 42.936449998653, -78.831614000439 42.936024998847, -78.831634999608 42.935230999118, -78.831655999677 42.934450999136, -78.831656999723 42.934431999159, -78.835006000316 42.934487999043, -78.835025000293 42.933672999245, -78.835060000108 42.932831999149, -78.839258000267 42.932897999493, -78.839259000313 42.933153998704, -78.839253000036 42.933453999043, -78.839249999898 42.933662998784, -78.839248999852 42.933734999405, -78.839245999714 42.934014998823, -78.839240000336 42.934548999157, -78.839235000106 42.935025998662, -78.83923400006 42.935348999162, -78.839231999968 42.936028999031, -78.839229999875 42.936133999375, -78.839222000406 42.936499999159, -78.839212999991 42.937020998893, -78.839209999853 42.937171998659, -78.839214000037 42.937815998668, -78.839218000222 42.93862199895, -78.837978999765 42.938612999434, -78.836541000028 42.940227999236, -78.83486300002 42.940207999214)))",253,36,029,004001,3,360290040013,Block Group 3,G5030,S,317645,0,+42.9360858,-078.8362606,150,36,029,004001,3,360290040013,921,22,866,2,1,0,1,29,11,910,529,367,162,,,{75CA0D40-20CE-41A9-B41A-3D5F2CAF97CF},0.00003502965276,0.029090417801757,40.01
"MULTIPOLYGON (((-78.898760000173 42.955090999086, -78.898937000239 42.954902999413, -78.899351999584 42.95446199887, -78.899431999674 42.954376999448, -78.899977999662 42.953791999461, -78.90004299996 42.953880999067, -78.902421999907 42.955067998925, -78.902532999627 42.955116999386, -78.902631999694 42.955145998924, -78.902746999599 42.955166998992, -78.902863999597 42.955176999453, -78.902998000378 42.955174999361, -78.903109000099 42.955161998762, -78.90323000028 42.955131999178, -78.903737000269 42.954993999112, -78.904192999705 42.95486499946, -78.90453800032 42.955522999215, -78.906542000067 42.954973999089, -78.90688000036 42.955630998798, -78.907148000123 42.956150999385, -78.906165999822 42.95656599873, -78.905257000189 42.95695099939, -78.904329999725 42.957343998621, -78.904105000145 42.957439999449, -78.90365400004 42.956544998662, -78.903246000119 42.956651999097, -78.90258400018 42.956829999209, -78.902513999651 42.956841998862, -78.902301999771 42.956835999485, -78.902224999819 42.956819998748, -78.902015000031 42.956729999096, -78.900378000114 42.955908999022, -78.898760000173 42.955090999086)))",106,36,029,005802,3,360290058023,Block Group 3,G5030,S,119141,0,+42.9556979,-078.9029640,150,36,029,005802,3,360290058023,1025,626,154,25,48,0,121,51,331,694,403,352,51,,,{3E51E06C-246F-4672-9C82-8817099A5E12},0.000013142874558,0.020171710762311,58.02
"MULTIPOLYGON (((-78.836541000028 42.940227999236, -78.837978999765 42.938612999434, -78.839218000222 42.93862199895, -78.839214000037 42.937815998668, -78.839209999853 42.937171998659, -78.839212999991 42.937020998893, -78.839222000406 42.936499999159, -78.839229999875 42.936133999375, -78.839231999968 42.936028999031, -78.841428999618 42.936051999192, -78.841496000009 42.936051999192, -78.84199200039 42.936350999485, -78.842063000065 42.936492998836, -78.842313999944 42.936253998611, -78.842686000005 42.93591299908, -78.842679999729 42.936821998713, -78.842728000143 42.937364999462, -78.842859999932 42.937922999104, -78.842996999952 42.938369999024, -78.8432819996 42.938930998804, -78.843614999661 42.93949299863, -78.8439410003 42.939975999311, -78.844206999971 42.940304999188, -78.844143999765 42.940304999188, -78.84341100015 42.940297998866, -78.843288999922 42.94029699882, -78.841747999934 42.94028399912, -78.841181999924 42.94028399912, -78.840062999603 42.940268999328, -78.839085000386 42.940260998959, -78.837990000272 42.940249999351, -78.836541000028 42.940227999236)))",58,36,029,004001,5,360290040015,Block Group 5,G5030,S,177102,0,+42.9385228,-078.8406949,150,36,029,004001,5,360290040015,646,252,264,6,67,0,12,45,39,607,308,252,56,,,{3F070CFE-55E1-4110-B56C-15B9EA377BE0},0.00001953147914,0.022297755154087,40.01
"MULTIPOLYGON (((-78.818223000094 42.846900998638, -78.81816199998 42.846789998917, -78.818107000143 42.846688998758, -78.817643000338 42.846347999227, -78.817498999995 42.846241998837, -78.81677399985 42.845712998734, -78.816472000318 42.845492999385, -78.815936999938 42.845100999301, -78.815030000397 42.844435999224, -78.814993999637 42.844448998924, -78.81494400003 42.844425998763, -78.81489499957 42.844409998925, -78.814885000008 42.844359999318, -78.814893000377 42.844346998719, -78.814905000031 42.844334999065, -78.814936999707 42.844320999319, -78.814966000145 42.844316999134, -78.814976999752 42.843582999474, -78.817968000031 42.843611999012, -78.820450000229 42.843644998734, -78.820438999722 42.844434999178, -78.820438999722 42.844479999454, -78.823732000432 42.844514999268, -78.823729000293 42.84496699942, -78.823728000247 42.845341998719, -78.823727000201 42.845918999237, -78.823720999925 42.846174999346, -78.823715999694 42.846923998799, -78.823303999588 42.846916999376, -78.822808000106 42.846917999422, -78.822129000283 42.846936999398, -78.821364000093 42.846940998683, -78.820416999607 42.846931999168, -78.820194000119 42.846929999076, -78.818397000021 42.846900998638, -78.818223000094 42.846900998638)))",135,36,029,000800,1,360290008001,Block Group 1,G5030,S,197522,0,+42.8452676,-078.8196216,150,36,029,000800,1,360290008001,926,866,23,9,7,0,12,9,73,853,417,379,38,,,{657EDDF1-DBE8-470C-9C49-752333314263},0.000021751039087,0.0225860300115,8
"MULTIPOLYGON (((-78.800640841633 42.845983938381, -78.801524000147 42.84541399934, -78.801633999822 42.845507999177, -78.802240999924 42.846023998681, -78.803256999993 42.846888998984, -78.802343000129 42.847484999478, -78.803070000366 42.848072998704, -78.803896999817 42.848768999311, -78.803963000162 42.848828999379, -78.802906000001 42.849504999064, -78.802977999722 42.849565999178, -78.80311299965 42.849679999037, -78.803619999639 42.850108999027, -78.803745000005 42.850213999371, -78.804261999555 42.850660999291, -78.805232000202 42.851498999249, -78.803894999725 42.852333999069, -78.803135999811 42.852809999428, -78.802735000212 42.853061999353, -78.80230900036 42.853334999347, -78.801838000232 42.853636998879, -78.800972999929 42.854166999028, -78.800424999849 42.85450499932, -78.800365017768 42.854540283321, -78.800365033955 42.854539601635, -78.800373926452 42.854416452073, -78.800376399587 42.854323669919, -78.800378500404 42.854257812567, -78.800380117385 42.854187325505, -78.80038427585 42.85404343398, -78.800386778663 42.853959741273, -78.80039005939 42.853831114841, -78.800392117938 42.853753939521, -78.800395002963 42.853645892274, -78.800397939249 42.853552594808, -78.800400833267 42.853446949651, -78.800404111296 42.853318323218, -78.800407412707 42.85319552799, -78.800408281453 42.853177689937, -78.800411177269 42.853072730962, -78.800414993093 42.852964340175, -78.800419183034 42.852829881639, -78.800422963784 42.852711029038, -78.800426713058 42.852583945842, -78.800429254542 42.852510884921, -78.800431742066 42.852422389834, -78.800435509326 42.85230027899, -78.800438477089 42.852215898302, -78.800439326049 42.852192401715, -78.800442261436 42.852098761607, -78.800447533262 42.85200665934, -78.800449161934 42.851939602293, -78.80045286804 42.851799484323, -78.800457010317 42.8516514793, -78.800457826902 42.851618378853, -78.800460691242 42.851504501302, -78.800463156284 42.851409833269, -78.800464862298 42.851364212461, -78.800470011816 42.851237811851, -78.800470430001 42.851223576482, -78.80047472876 42.851120158046, -78.80047770012 42.851036978852, -78.800481986289 42.850929958631, -78.800487554891 42.850789665294, -78.800493575852 42.85064542843, -78.800497826947 42.850528119066, -78.800498696591 42.850510281913, -78.800500854065 42.850460715779, -78.800504260697 42.850368789779, -78.800508974943 42.850250963305, -78.800512843826 42.85015749227, -78.800516246861 42.850064365675, -78.80052138199 42.849933848867, -78.800524401014 42.849864046189, -78.800527408347 42.84979132701, -78.800533017418 42.84966235254, -78.800560359506 42.848951460959, -78.800567854455 42.848695749532, -78.800568288828 42.848686659185, -78.800571610924 42.848570552214, -78.800575370989 42.848446555491, -78.800578291987 42.848349141828, -78.80057912296 42.84832032845, -78.800580347837 42.848270594143, -78.800584119594 42.848149682994, -78.8005874273 42.848029631597, -78.800590752094 42.84791438168, -78.800593268397 42.847834118089, -78.80059409937 42.847804962968, -78.8005979062 42.847694170091, -78.800598738973 42.847666043795, -78.800602946001 42.847536558509, -78.800607597295 42.847400554938, -78.800609723292 42.847342071127, -78.800611374447 42.847281359696, -78.800613805315 42.847176915133, -78.800618118463 42.847077268454, -78.800618541144 42.847065091634, -78.800619691377 42.8469944346, -78.800624381342 42.846736500048, -78.800625581037 42.846680075685, -78.800625956054 42.846654179707, -78.80062714226 42.846593125634, -78.800627106287 42.846583008261, -78.800627913879 42.846547678395, -78.800629933756 42.846458669796, -78.800633156926 42.846314437428, -78.800636396284 42.846175006541, -78.800638827151 42.846070392006, -78.800640841633 42.845983938381)))",203,36,029,001000,1,360290010001,Block Group 1,G5030,S,230280,0,+42.8501374,-078.8019264,150,36,029,001000,1,360290010001,1323,1179,62,8,18,0,23,33,91,1232,644,558,86,,,{CDFE5B62-8493-4970-BE08-CDFE668D3683},0.000023459619224,0.025141866709254,10
"MULTIPOLYGON (((-78.856208000093 42.903865999409, -78.856203999909 42.902073998642, -78.856315999675 42.902074998688, -78.856407000273 42.901756999318, -78.856779000334 42.900641999182, -78.856904999847 42.900274999351, -78.856913000216 42.900236999398, -78.857501000341 42.898430998885, -78.858509000041 42.898440999346, -78.859541999995 42.898449998862, -78.860551999788 42.898461999415, -78.86111999989 42.896706999455, -78.862129999683 42.896720999201, -78.863148999891 42.896731998808, -78.864182999891 42.896743999361, -78.863792999899 42.897978998734, -78.863602000088 42.898499999368, -78.863010999825 42.900290999189, -78.862806000267 42.900942998667, -78.862712000431 42.901233999491, -78.862608000133 42.901554999, -78.862519999674 42.902162999147, -78.862613000364 42.902163999193, -78.862600999811 42.902803999018, -78.862597999673 42.902974998806, -78.862565999996 42.903947998692, -78.861487999767 42.9039329989, -78.859741000175 42.903908998693, -78.857327000414 42.903879999155, -78.856208000093 42.903865999409)))",241,36,029,003100,3,360290031003,Block Group 3,G5030,S,355917,0,+42.9007141,-078.8601283,150,36,029,003100,3,360290031003,661,28,619,1,7,0,2,4,13,648,351,285,66,,,{60F43C14-5AA1-471E-B5F8-BA9B5C055D69},0.000039227961112,0.027608626769479,31
"MULTIPOLYGON (((-78.890486000083 42.916046998835, -78.890468000152 42.9158879987, -78.893159000092 42.915842999324, -78.893088000416 42.916535998893, -78.893063000163 42.916738999257, -78.892955999727 42.91768199866, -78.892959999912 42.917708999005, -78.892933999613 42.917707998959, -78.892924000051 42.918419999404, -78.892915999682 42.918459999449, -78.892909000259 42.918498999448, -78.892908000213 42.918568999078, -78.892889000236 42.91905199886, -78.892842999914 42.920125998905, -78.892726999963 42.92106299893, -78.892604999735 42.922010999462, -78.891386000201 42.922027999346, -78.890142000413 42.922042999138, -78.890388000062 42.920160998719, -78.890593999665 42.918485998849, -78.890687000355 42.917751999189, -78.890667000332 42.91773599935, -78.890661000056 42.917639999422, -78.890644000172 42.917470998826, -78.890570000358 42.916782999487, -78.890486000083 42.916046998835)))",40,36,029,006100,4,360290061004,Block Group 4,G5030,S,135545,0,+42.9189372,-078.8916778,150,36,029,006100,4,360290061004,1052,353,394,11,145,0,87,62,237,815,439,349,90,,,{829A7167-3F65-4C1E-976A-D2B63EFE0844},0.000014943771185,0.017588845852637,61
"MULTIPOLYGON (((-78.818140999912 42.936143998936, -78.818489999812 42.935994999262, -78.81869700036 42.935911999034, -78.819193999888 42.935711998808, -78.819521999719 42.93557699888, -78.819828000335 42.935448999275, -78.820244999772 42.935280998725, -78.820699000016 42.935105998752, -78.821254999565 42.934880999172, -78.822399000139 42.934416999367, -78.822693000201 42.93480899945, -78.822679999602 42.936276998772, -78.822658000387 42.937756998646, -78.822636000272 42.939235999374, -78.822624999765 42.940096999493, -78.821608999695 42.940108999147, -78.821561000181 42.940108999147, -78.820499999836 42.940126999077, -78.820181999566 42.940128999169, -78.819442999675 42.940138998731, -78.818381000183 42.940150999284, -78.818384000321 42.939325999026, -78.818404000344 42.937726999062, -78.818419000136 42.936544999434, -78.818140999912 42.936143998936)))",235,36,029,004200,5,360290042005,Block Group 5,G5030,S,191525,0,+42.9376220,-078.8206365,150,36,029,004200,5,360290042005,926,27,883,3,2,0,0,11,13,913,423,366,57,,,{660F2688-2B82-4554-90AC-BCA48EE50B70},0.000021121784804,0.01871205011282,42
"MULTIPOLYGON (((-78.808722000101 42.841868998705, -78.808453000291 42.840995998932, -78.808422999807 42.840889999442, -78.808089999746 42.83986199882, -78.807793999591 42.838944998817, -78.807787000168 42.838922998702, -78.807541999666 42.838179998627, -78.80749700029 42.83804199946, -78.808605000103 42.838057999298, -78.812398999626 42.838124998789, -78.81238499988 42.839026999, -78.812366999949 42.840040998977, -78.812360999673 42.840343999454, -78.812346999927 42.840988999509, -78.815027000258 42.841032998839, -78.815023000074 42.841159999298, -78.81500600019 42.841968998818, -78.814991000398 42.842770998916, -78.812313000158 42.842723999447, -78.808976000118 42.842690998825, -78.808911999866 42.842481999083, -78.808846999567 42.842273999388, -78.808784000261 42.84207199907, -78.808722000101 42.841868998705)))",134,36,029,000700,5,360290007005,Block Group 5,G5030,S,214578,0,+42.8405694,-078.8109456,150,36,029,000700,5,360290007005,660,632,4,4,7,0,2,11,26,634,310,286,24,,,{2882B447-9491-43EB-8765-F033DAAC93B3},0.000023627498905,0.023080294446114,7
"MULTIPOLYGON (((-78.813645000405 42.933101999005, -78.81364899969 42.932632998969, -78.813650999782 42.932369999436, -78.81365399992 42.931522999063, -78.813654999967 42.931378998721, -78.813657000059 42.93116199861, -78.813650999782 42.930671999405, -78.81364899969 42.93052599897, -78.813647999644 42.929869999308, -78.81364899969 42.92965499929, -78.813652999874 42.92907599868, -78.813656000013 42.928778999379, -78.815917999962 42.928804998778, -78.818410999767 42.928821998663, -78.818424000367 42.929686998966, -78.818431999836 42.930548999131, -78.818434999974 42.930740998989, -78.818433999928 42.930784999218, -78.818431999836 42.931292999253, -78.81843099979 42.932276998746, -78.818425999559 42.93312899935, -78.815027000258 42.933109999373, -78.813645000405 42.933101999005)))",234,36,029,004200,3,360290042003,Block Group 3,G5030,S,186792,0,+42.9309605,-078.8160380,150,36,029,004200,3,360290042003,635,39,589,1,1,0,4,1,9,626,296,254,42,,,{014C0588-33E2-44C3-B115-DAE8A33FC677},0.000020597655413,0.018166596738869,42
"MULTIPOLYGON (((-78.887387000222 42.915366998966, -78.888169000296 42.91496499932, -78.888792000236 42.914648999143, -78.889964000302 42.914048999364, -78.890162000436 42.913959998859, -78.890480999852 42.913795999393, -78.891590999758 42.913228999336, -78.892386999579 42.912820999415, -78.892700999664 42.912659999188, -78.892776000423 42.912620999189, -78.893525999922 42.912658999142, -78.8937900004 42.912671998842, -78.894661000081 42.912729998817, -78.894913000006 42.912744999509, -78.895273000413 42.91276799877, -78.896255999861 42.912832999069, -78.896155999748 42.913650999004, -78.896071000326 42.914438999355, -78.895989000144 42.915141999386, -78.894614999759 42.915175999154, -78.893241000274 42.915210998969, -78.893181000207 42.91564499919, -78.893159000092 42.915842999324, -78.890468000152 42.9158879987, -78.890486000083 42.916046998835, -78.888220999995 42.916087998926, -78.88830500027 42.915343998805, -78.887387000222 42.915366998966)))",41,36,029,006100,3,360290061003,Block Group 3,G5030,S,168674,0,+42.9144158,-078.8924361,150,36,029,006100,3,360290061003,803,348,181,17,102,1,129,25,311,492,383,271,112,,,{B1B7FB75-05E2-41D8-9EE8-C1BCAE7E022C},0.000018594717686,0.022029525119341,61
"MULTIPOLYGON (((-78.80492500044 42.892418998744, -78.806160999858 42.89242499902, -78.807410999923 42.892432999389, -78.808488000106 42.892440998859, -78.809540000036 42.892445999089, -78.809540000036 42.892566999271, -78.809511999645 42.894033999445, -78.809497999899 42.895059999077, -78.808440999738 42.895049998616, -78.807355000039 42.895041999146, -78.807352999947 42.895408998976, -78.807350999855 42.89561999881, -78.807308999717 42.896891998989, -78.807101000022 42.896982998687, -78.806881999819 42.897072999239, -78.806040999723 42.897432998746, -78.806038999631 42.897607998719, -78.805984999839 42.89763099888, -78.805944999794 42.897576999089, -78.805884999726 42.897499999137, -78.805583000194 42.897629998834, -78.804784000235 42.897908999105, -78.804795999889 42.897536999044, -78.804845000349 42.895412999161, -78.804852999819 42.895031998685, -78.804866999565 42.8943429993, -78.80489900014 42.893385999253, -78.80492500044 42.892418998744)))",153,36,029,002400,4,360290024004,Block Group 4,G5030,S,164050,0,+42.8945709,-078.8068000,150,36,029,002400,4,360290024004,771,691,52,5,3,0,5,15,48,723,366,319,47,,,{107DCC82-C116-4175-8088-01CAE3CC3216},0.000018079184752,0.019667342454614,24
"MULTIPOLYGON (((-78.883532999732 42.901020998666, -78.883606000399 42.900979999474, -78.884577000193 42.900491999462, -78.884899999793 42.900329999189, -78.88569699966 42.899917999082, -78.885885000232 42.899815998877, -78.886799000097 42.899347998888, -78.887076000275 42.899209998822, -78.887745999683 42.898860998922, -78.888080999837 42.898690999179, -78.888629999963 42.898418999232, -78.889195999973 42.898137998869, -78.889719999846 42.898660998696, -78.89067799994 42.89969899888, -78.890942000418 42.899980999289, -78.891352000432 42.900406999141, -78.891773000054 42.900854999108, -78.892208000321 42.901284999144, -78.891066999885 42.901860998716, -78.890619999964 42.901387999395, -78.889973999864 42.900726999502, -78.889552000196 42.900279998682, -78.888543000449 42.900787998717, -78.888284000202 42.900926998829, -78.887724999615 42.901208999238, -78.887299999809 42.901424999302, -78.887165999927 42.901480999186, -78.886048999698 42.902065999173, -78.885000999953 42.902599999506, -78.884895999609 42.902654999344, -78.883532999732 42.901020998666)))",77,36,029,006902,2,360290069022,Block Group 2,G5030,S,145197,0,+42.9004435,-078.8877126,150,36,029,006902,2,360290069022,808,493,127,16,10,4,92,66,247,561,471,398,73,,,{C35354E5-725C-48CB-9642-2E7237F4FFF9},0.000016003219539,0.02153486034706,69.02
"MULTIPOLYGON (((-78.824414000393 42.91649799894, -78.824403999932 42.915758999049, -78.824412000301 42.91447399917, -78.825362000026 42.914462998663, -78.82640000021 42.914479999447, -78.826500000323 42.91448199864, -78.826521000392 42.916495998848, -78.826522999585 42.918874998794, -78.82653700023 42.9193129992, -78.826534000092 42.920809998958, -78.826539000322 42.922376999246, -78.825762999625 42.922445998829, -78.825552999837 42.92246399876, -78.825370000395 42.922473999221, -78.824727000432 42.92254399885, -78.824410000209 42.922570999195, -78.824415999586 42.92108099886, -78.824413000347 42.919264998786, -78.824399999748 42.91887599884, -78.824414000393 42.91649799894)))",196,36,029,003400,1,360290034001,Block Group 1,G5030,S,153495,0,+42.9184805,-078.8254631,150,36,029,003400,1,360290034001,735,26,690,2,0,0,5,12,16,719,374,296,78,,,{4BE6B071-0233-4C20-84FA-D93EF6D06A75},0.000016922599739,0.020218985610925,34
"MULTIPOLYGON (((-78.814953999591 42.904699999182, -78.816007999614 42.904553998748, -78.816221000439 42.904525999256, -78.817138999588 42.904399998843, -78.817164999888 42.904396998705, -78.818061999867 42.904271999238, -78.818477000112 42.90422499887, -78.818764999898 42.904151999103, -78.818768000036 42.904501999049, -78.818789000105 42.907942999386, -78.818762999805 42.908534998796, -78.818709000014 42.909740998631, -78.817878000379 42.909743998769, -78.817818000311 42.909743998769, -78.816847999664 42.909747998954, -78.816800000149 42.909747998954, -78.815807000241 42.909750999092, -78.815774999665 42.909750999092, -78.814776000379 42.90975399923, -78.814775000333 42.909720999508, -78.814778999618 42.90911299936, -78.814779999664 42.908825998721, -78.814795000356 42.908070998991, -78.814951000352 42.908074999176, -78.814959999868 42.906726999091, -78.814953999591 42.904699999182)))",165,36,029,002900,2,360290029002,Block Group 2,G5030,S,186289,0,+42.9071122,-078.8168642,150,36,029,002900,2,360290029002,418,69,336,3,0,0,7,3,20,398,268,179,89,,,{745A6A63-180C-4F5C-9CA8-27049DFF9F62},0.000020534148931,0.018590251611265,29
"MULTIPOLYGON (((-78.800823284395 42.839602648735, -78.80082352901 42.839593751743, -78.800824363581 42.839565454575, -78.800839322904 42.839046999922, -78.80084207393 42.838953088219, -78.801917000277 42.83896499884, -78.805026999746 42.839004998885, -78.807146000297 42.839036999461, -78.807787000168 42.838922998702, -78.807793999591 42.838944998817, -78.808089999746 42.83986199882, -78.808422999807 42.840889999442, -78.808453000291 42.840995998932, -78.808722000101 42.841868998705, -78.807930999611 42.841985998703, -78.806736000284 42.84218299879, -78.806022999792 42.842299998788, -78.805947999932 42.842316998672, -78.805386000106 42.84253199869, -78.803551000055 42.840976998956, -78.803506999826 42.840953998795, -78.803287999623 42.840834998705, -78.802700000397 42.84053899945, -78.802271000407 42.840327998717, -78.800823284395 42.839602648735)))",130,36,029,000700,1,360290007001,Block Group 1,G5030,S,161792,0,+42.8403984,-078.8052815,150,36,029,000700,1,360290007001,611,597,0,2,3,0,3,6,14,597,251,240,11,,,{A8B47CC6-B12C-472C-AB42-09024837620F},0.00001780982202,0.019568002433792,7
"MULTIPOLYGON (((-78.881630000144 42.897365999255, -78.881122000109 42.896819999268, -78.880138999762 42.895774998761, -78.880697000303 42.895492999251, -78.880838999654 42.895421998676, -78.881207999577 42.89523999928, -78.881263000313 42.895211998889, -78.88201099972 42.89483699869, -78.882747000372 42.894468998813, -78.882798000025 42.894442999413, -78.88365499996 42.893991999308, -78.884206000178 42.893703998623, -78.884768000004 42.893416998883, -78.885357000175 42.893115999397, -78.885889999564 42.89284899878, -78.886335000291 42.892628999431, -78.8869790003 42.892297999461, -78.887473999736 42.892792998897, -78.887882999703 42.893219998795, -78.888475000013 42.893852999196, -78.887354999646 42.894418999206, -78.887783999636 42.894869999311, -78.888080999837 42.895188998728, -78.888112000367 42.895220999304, -78.888842999889 42.895995999055, -78.887722000376 42.89656599925, -78.889195999973 42.898137998869, -78.888629999963 42.898418999232, -78.888080999837 42.898690999179, -78.887745999683 42.898860998922, -78.887076000275 42.899209998822, -78.886799000097 42.899347998888, -78.88635600036 42.898869999337, -78.886057000067 42.898560999482, -78.885380000336 42.897838999475, -78.885326999692 42.897783998738, -78.885727000144 42.897580999273, -78.885377000198 42.897207999167, -78.884256999831 42.89600499947, -78.883484000171 42.896399998793, -78.882735999865 42.896783999407, -78.881630000144 42.897365999255)))",18,36,029,007101,3,360290071013,Block Group 3,G5030,S,260226,0,+42.8957238,-078.8854415,150,36,029,007101,3,360290071013,1074,418,171,37,69,0,317,62,660,414,580,448,132,,,{B6FB528F-D6C1-4A08-9B6D-D4327737D7EB},0.00002867895672,0.029242794013252,71.01
