the_geom,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength()
"MULTIPOLYGON (((-78.825182999869 42.860385998819, -78.825110000101 42.86036499875, -78.824317999565 42.860099999125, -78.823711000363 42.859896998761, -78.823368999886 42.859792999363, -78.822382000254 42.859490998931, -78.822578000296 42.859173998708, -78.822745999946 42.858694999111, -78.822969000333 42.858044998825, -78.822991999595 42.857975999242, -78.823569000112 42.856302999464, -78.823603999927 42.856363998679, -78.823608000112 42.856059999055, -78.823622999904 42.855046999124, -78.823628000134 42.854707998785, -78.82363699965 42.853882999426, -78.823652000341 42.852959999147, -78.823659999811 42.852247998702, -78.823661999903 42.852130998705, -78.823669000225 42.851331998746, -78.823674999603 42.850485999318, -78.823680999879 42.849622999107, -78.823681999925 42.849595998762, -78.823693999579 42.84865299936, -78.823707000179 42.847732999219, -78.823715999694 42.846923998799, -78.823720999925 42.846174999346, -78.823727000201 42.845918999237, -78.823728000247 42.845341998719, -78.823729000293 42.84496699942, -78.824706000364 42.844973998843, -78.825459000001 42.844974998889, -78.825876000337 42.844976998981, -78.832333000307 42.845036999049, -78.832323999892 42.845977999258, -78.832314000331 42.847022998866, -78.832305999962 42.847761998757, -78.832304999916 42.847908999238, -78.832304999916 42.848509999063, -78.832305999962 42.848687999174, -78.832298999639 42.849195999209, -78.832290000124 42.849893999009, -78.832277999571 42.850683999452, -78.832269000055 42.851374998929, -78.832258000447 42.85206499926, -78.83224699994 42.852754998691, -78.832245999894 42.852803999151, -78.832235000286 42.853472999413, -78.832233000194 42.853626999317, -78.832222999733 42.854182998866, -78.832218000402 42.854448999437, -78.832211000079 42.854877999427, -78.831050999667 42.854882998758, -78.831018999991 42.856889998644, -78.830998999968 42.857698999064, -78.831539999726 42.857875999129, -78.832178000357 42.858084998871, -78.833252000402 42.858435998863, -78.834791000298 42.858937998621, -78.834835999674 42.858951999266, -78.835040000085 42.859018998757, -78.833092000221 42.860526999023, -78.832242999756 42.860109998687, -78.831821000088 42.859944999175, -78.831464999866 42.8598479992, -78.831101000174 42.859771999294, -78.830728000067 42.859749999179, -78.830428999774 42.859789999224, -78.830190000448 42.859857998762, -78.830037999736 42.859900998945, -78.829526000417 42.860063999264, -78.829036000312 42.86027699919, -78.828703000251 42.860464998863, -78.828370000189 42.860635998652, -78.827980000198 42.860740998995, -78.827308999844 42.861019999266, -78.827224999569 42.861054999081, -78.826548999884 42.860777998902, -78.825182999869 42.860385998819)))",23,36,029,000200,36029000200,2,Census Tract 2,G5020,S,1217600,0,+42.8528428,-078.8279078,140,36,029,000200,36029000200,4076,3485,215,39,49,1,168,119,577,3499,1922,1678,244,,,{07E531ED-2B29-45FC-A79D-9AC8F72D4375},0.000134097719472,0.055379386469468
"MULTIPOLYGON (((-78.853952999567 42.896169998982, -78.853958999844 42.89545199916, -78.853966000167 42.895131998798, -78.85397299959 42.894058998799, -78.853975999728 42.893090999144, -78.853975999728 42.893006998869, -78.853969000305 42.892551999479, -78.853970000351 42.891847999402, -78.853968000259 42.891035998844, -78.853968000259 42.890462999411, -78.853968000259 42.889786998826, -78.855589000337 42.889435998834, -78.855613999691 42.889429999457, -78.856177999609 42.889303999045, -78.856877000355 42.889145998956, -78.857279 42.889055999304, -78.857518000225 42.889013999166, -78.85791499964 42.888926998753, -78.858484999834 42.88880099924, -78.858524999879 42.888792998872, -78.858969999708 42.888694998851, -78.859708999599 42.888532999477, -78.860290000301 42.888405999019, -78.860963999894 42.888258999437, -78.861073999568 42.88823499923, -78.862065000284 42.888018999166, -78.863259999612 42.887758998872, -78.863328000048 42.88774399908, -78.863566000227 42.887691999381, -78.864432999723 42.8875189995, -78.86475700027 42.887450999063, -78.865634000227 42.887255999068, -78.866364999749 42.887091998702, -78.866836999923 42.886989999396, -78.866991999873 42.886955998728, -78.867438999794 42.886837998685, -78.867433999564 42.886855998615, -78.867346000004 42.887015998796, -78.86721000003 42.887446998879, -78.866972999897 42.888166998793, -78.866699999903 42.888997999328, -78.866137000031 42.890707999013, -78.865947000266 42.891292999, -78.865572000067 42.892457998743, -78.865678999603 42.892997999354, -78.866959000151 42.892896999194, -78.867367000073 42.89284899878, -78.86827499966 42.892867998757, -78.869671000159 42.892933999101, -78.87086500034 42.893134999373, -78.871889999925 42.893314998678, -78.871507000256 42.894459999298, -78.871334000375 42.895000999055, -78.871292000238 42.895132998844, -78.871254000285 42.895247998749, -78.870918000085 42.896269999095, -78.870751999627 42.896773998946, -78.870555000439 42.896822999406, -78.869657000413 42.896813998991, -78.868385000234 42.896793998968, -78.86721500026 42.896433999461, -78.86694899969 42.896528999343, -78.865533000068 42.89694599878, -78.864407000324 42.8967469995, -78.864182999891 42.896743999361, -78.863148999891 42.896731998808, -78.862129999683 42.896720999201, -78.86111999989 42.896706999455, -78.860097000398 42.89669799904, -78.859079000236 42.896683999294, -78.858060000028 42.896674998879, -78.857050000235 42.896662999225, -78.856251000277 42.896659999087, -78.856046999866 42.896651998718, -78.855318000436 42.896604999249, -78.853955999706 42.896589999457, -78.853952999567 42.896169998982)))",22,36,029,002502,36029002502,25.02,Census Tract 25.02,G5020,S,1101376,0,+42.8928297,-078.8618296,140,36,029,002502,36029002502,2187,204,1847,8,17,0,59,52,119,2068,1092,930,162,,,{0A97DD41-DEEE-40D8-820D-0F4DBCA8B2CB},0.000121375009809,0.053915826206842
"MULTIPOLYGON (((-78.799354999988 42.889777999311, -78.799418185455 42.888435575922, -78.799473000032 42.88727099886, -78.799555000215 42.885757999263, -78.7995459998 42.885693999011, -78.799474433551 42.885192179117, -78.799462000424 42.885104998839, -78.799454000055 42.885058999417, -78.799478565936 42.884936170014, -78.799519000354 42.884733998825, -78.799548999938 42.884581999012, -78.799746000026 42.884658998965, -78.80025400006 42.884856999099, -78.80070900035 42.88503499921, -78.801249000061 42.884894999052, -78.802109000134 42.88465499878, -78.802525000424 42.884660999057, -78.803839999888 42.884678998987, -78.805084999721 42.884694998825, -78.806329000408 42.884708999471, -78.807592000172 42.884719999079, -78.808659999941 42.884728999493, -78.809692999894 42.884739999101, -78.811619999689 42.884757999032, -78.813669999759 42.884775998962, -78.814218999885 42.884788998662, -78.814277999906 42.8847919988, -78.814331999698 42.884785999423, -78.815389999904 42.884793998892, -78.816280999608 42.884799999169, -78.816377999582 42.884796999031, -78.816607000246 42.884795998985, -78.816542999994 42.88497299905, -78.816498999764 42.885280998858, -78.816505000041 42.889658999221, -78.816294000207 42.889733999081, -78.815948000445 42.889733999081, -78.815307999722 42.889733999081, -78.814219999931 42.889735999173, -78.814167000186 42.889738999312, -78.814112000348 42.88974199945, -78.809586000358 42.889745998735, -78.808550000266 42.889749998919, -78.807479000359 42.889752999058, -78.806221999972 42.889756999242, -78.804971999908 42.889760999426, -78.804338000361 42.889761999472, -78.803715999567 42.88976799885, -78.802415999897 42.889771999034, -78.801170000017 42.889773999126, -78.799987000343 42.889776999265, -78.799406855796 42.889778972377, -78.799399000218 42.889778999357, -78.799354999988 42.889777999311)))",45,36,029,002300,36029002300,23,Census Tract 23,G5020,S,774118,0,+42.8872547,-078.8079605,140,36,029,002300,36029002300,3336,2922,241,18,37,0,52,66,205,3131,1716,1500,216,,,{F164544E-B631-43C3-8827-41885F756BCB},0.000085302096362,0.044453521351578
"MULTIPOLYGON (((-78.824412000301 42.91447399917, -78.824285999889 42.914476999308, -78.824269000004 42.913592999028, -78.824262999728 42.912820999415, -78.824259000443 42.912012999041, -78.824256000305 42.911186998737, -78.824260999636 42.91070799914, -78.824258000397 42.910312998918, -78.824253000166 42.909197998781, -78.824253000166 42.909093999383, -78.824247999936 42.90842299903, -78.824816000038 42.908191999173, -78.825431999655 42.90794199934, -78.826265000282 42.907612999463, -78.827224000422 42.907235999171, -78.828294000283 42.906807999227, -78.828934000107 42.906552999164, -78.828903999623 42.903523998932, -78.82974499972 42.903532999347, -78.829945999992 42.903534999439, -78.830744999951 42.903544999001, -78.830936999808 42.903546999093, -78.831745000182 42.903563998977, -78.832121000427 42.903568999208, -78.832668999608 42.903576998677, -78.833313999663 42.903585999092, -78.83356000021 42.903589999277, -78.83450100042 42.903603999023, -78.834980000017 42.903609999299, -78.835504999936 42.903620998907, -78.83584000009 42.903626999184, -78.836522000052 42.903635998699, -78.837695000164 42.903651999437, -78.839311000012 42.903666999229, -78.840473999663 42.903679998929, -78.841550999846 42.903690999436, -78.842620999707 42.903700998997, -78.843558999778 42.903709999412, -78.844625000354 42.903718998928, -78.844921999655 42.903722999112, -78.845775000305 42.903732998674, -78.845464000358 42.904111999057, -78.845175999672 42.904882998625, -78.84492599984 42.905549998794, -78.844637000007 42.906207999448, -78.843141000295 42.907321998639, -78.843167999741 42.908436998776, -78.843184999625 42.909323999194, -78.843156000087 42.910029999362, -78.843183999579 42.910989998649, -78.84320699974 42.911818999091, -78.843228999855 42.912248999128, -78.843240000362 42.913049999179, -78.843240000362 42.913799998678, -78.843243999647 42.914674999442, -78.843038000043 42.914671999304, -78.839205999668 42.914625998982, -78.839139000177 42.914625998982, -78.839092999855 42.914619998706, -78.83908400034 42.913903998975, -78.839082000248 42.913762998771, -78.839075999971 42.913133999454, -78.839073999879 42.913021998788, -78.839067999602 42.912332999403, -78.837797000369 42.912323998988, -78.837344000171 42.912319998803, -78.832402999937 42.91228199885, -78.832398999752 42.912089998993, -78.83055400014 42.912072999109, -78.829349000351 42.912060999455, -78.829000999598 42.912143998784, -78.829006999875 42.912576998959, -78.829018000382 42.912724999486, -78.829052000151 42.913173999499, -78.829136000425 42.913684998773, -78.829256999708 42.914142999201, -78.829373999705 42.914430998987, -78.829420000027 42.914513999215, -78.829089000057 42.914508998985, -78.827796999856 42.914496999331, -78.826500000323 42.91448199864, -78.82640000021 42.914479999447, -78.825362000026 42.914462998663, -78.824412000301 42.91447399917)))",60,36,029,003500,36029003500,35,Census Tract 35,G5020,S,1538861,17591,+42.9088227,-078.8364554,140,36,029,003500,36029003500,3311,101,3117,5,0,0,20,68,94,3217,1983,1490,493,,,{205274B3-2877-4945-8BC7-7F87E0B84BE6},0.000171568673086,0.067233615279003
"MULTIPOLYGON (((-78.893220000206 42.958245998831, -78.89337400011 42.957496999378, -78.893519999646 42.957575999422, -78.89551699997 42.958573998662, -78.896073999565 42.957971998791, -78.896696000358 42.95729999929, -78.89707299975 42.956893999461, -78.897402999674 42.9565479988, -78.897754999712 42.956174998693, -78.898108999842 42.955795999209, -78.898464000019 42.955410999448, -78.898760000173 42.955090999086, -78.898937000239 42.954902999413, -78.899351999584 42.95446199887, -78.899431999674 42.954376999448, -78.899977999662 42.953791999461, -78.900527999834 42.953201999244, -78.90054199958 42.953186999452, -78.901049999615 42.952642998657, -78.901067000398 42.952620999442, -78.901579999764 42.952074999454, -78.901622999948 42.952027999086, -78.90217300012 42.951440999007, -78.902230000049 42.951379998893, -78.902623000179 42.950957999225, -78.902720000153 42.950853998928, -78.903272999565 42.950259999426, -78.903804999806 42.949685999047, -78.904253999819 42.949198999081, -78.904716000431 42.94870799893, -78.905022000148 42.948382999237, -78.905431000116 42.947950999109, -78.905922000266 42.94743099942, -78.907155000446 42.946125998619, -78.907597000136 42.945653999345, -78.907538000114 42.94520799947, -78.907525999561 42.945168999471, -78.907371999657 42.944635999183, -78.907354999773 42.9445799993, -78.90718500003 42.94412499901, -78.907968000151 42.943703999389, -78.908107000263 42.94348899937, -78.908921000014 42.943169999055, -78.90919099987 42.943124998779, -78.909201602876 42.943123576951, -78.909191960345 42.943203758704, -78.908395331899 42.943612457399, -78.908566339781 42.943727897972, -78.908782473844 42.943813028695, -78.908886664798 42.943828510524, -78.909178800566 42.943806756823, -78.909320966292 42.943764165831, -78.909447868724 42.94374871368, -78.909560618526 42.943705519243, -78.909694926875 42.943766530149, -78.909738358733 42.943857639564, -78.9096850775 42.944729991825, -78.909572886177 42.944791018919, -78.908959214006 42.944838383512, -78.908861375863 42.944877075943, -78.908838385594 42.944944022374, -78.908949677595 42.944977660615, -78.909645391318 42.944994887129, -78.909623723952 42.945665476493, -78.909309332662 42.945718162374, -78.909203699196 42.945783629421, -78.909120968764 42.945854176737, -78.909098098105 42.945943759104, -78.909150711142 42.946624769811, -78.909352280685 42.948902274972, -78.909478276601 42.950570174694, -78.909491068557 42.95078210083, -78.909512351013 42.950921975083, -78.90961040859 42.951630637245, -78.909769600281 42.952155972611, -78.910002355614 42.952817604727, -78.910354793622 42.953418184569, -78.910544482222 42.953881009859, -78.91078771016 42.954313156577, -78.910845445735 42.954458415072, -78.911288398706 42.955042614662, -78.911612914564 42.955480699603, -78.91185723248 42.955764328684, -78.912079736442 42.955984569951, -78.912301882473 42.956137244255, -78.912391316451 42.956183974826, -78.912450769731 42.95624119509, -78.912449999912 42.95624799936, -78.912433000027 42.956342999243, -78.912380000282 42.95636699945, -78.912164000218 42.956502999424, -78.912073861171 42.95663319967, -78.912065000151 42.956645998821, -78.91195400043 42.956732999234, -78.911215897163 42.957269939451, -78.910989000014 42.957434999218, -78.909761000064 42.958339998667, -78.909293518984 42.958683268087, -78.908790000271 42.959052999159, -78.908680639115 42.9591325343, -78.908679999697 42.959132999249, -78.908320000189 42.958447999149, -78.907836000361 42.957497999424, -78.907663999627 42.957160999178, -78.907148000123 42.956150999385, -78.906165999822 42.95656599873, -78.905257000189 42.95695099939, -78.904329999725 42.957343998621, -78.904105000145 42.957439999449, -78.903215999635 42.957814998748, -78.90262000004 42.958069998812, -78.902224999819 42.958239999454, -78.901686000154 42.958469999264, -78.901439999606 42.958573998662, -78.901230999864 42.958663999214, -78.900387999676 42.959024998767, -78.900248000417 42.959083998789, -78.899652999969 42.959334998668, -78.899184999979 42.959533998848, -78.898259999608 42.959927999024, -78.897288999814 42.960345999406, -78.896667999967 42.960033999413, -78.895832000101 42.959614998985, -78.894966999798 42.959178998672, -78.894991000004 42.959153999318, -78.893353000041 42.958340998713, -78.893220000206 42.958245998831)))",34,36,029,005802,36029005802,58.02,Census Tract 58.02,G5020,S,1052397,404521,+42.9517725,-078.9070471,140,36,029,005802,36029005802,4881,3095,601,128,260,0,541,256,1132,3749,2039,1782,257,,,{AA66F829-36B4-45A8-95FC-4E1314ED9556},0.00011501767601,0.065836332303593
"MULTIPOLYGON (((-78.877405999685 42.934225998657, -78.877267999619 42.933916998802, -78.876985000064 42.933255998909, -78.876985000064 42.933143999142, -78.876987000156 42.932623999454, -78.876990000294 42.931735998989, -78.876989000248 42.931654998853, -78.877757999723 42.931656998945, -78.879457999847 42.931656998945, -78.881857999862 42.931756999058, -78.884658000329 42.931756999058, -78.887692999938 42.93176699862, -78.88761499994 42.932272999461, -78.888820999774 42.93225799877, -78.888585999734 42.934040999122, -78.888440000198 42.935433999483, -78.888464000405 42.936089999145, -78.888606999802 42.936364999231, -78.88880399989 42.936593998995, -78.888646999847 42.936705998762, -78.888489999805 42.936801998691, -78.888477000105 42.93680999906, -78.888297999948 42.936904998942, -78.888115999652 42.936987999171, -78.887932000163 42.937060998939, -78.887803999659 42.937102999076, -78.88764599957 42.937153998729, -78.887448000336 42.937203999235, -78.887262999902 42.937240999142, -78.887152000181 42.937257999026, -78.887044999745 42.937273998865, -78.886825000396 42.937294998933, -78.886606000193 42.937304999394, -78.886391000175 42.937303999348, -78.88464999996 42.93734499944, -78.884231999578 42.937328998702, -78.884022999836 42.93731399891, -78.883815000141 42.937293998887, -78.883403000035 42.937239999096, -78.883141999695 42.93719499882, -78.882826999563 42.937130999467, -78.882517999709 42.937052999469, -78.882217000223 42.936960998826, -78.882040000158 42.93690299885, -78.881870000415 42.936836999405, -78.88170600005 42.936761998646, -78.881549000007 42.936678999316, -78.881474000147 42.936634999087, -78.881276000013 42.936514998951, -78.881109000409 42.936397998954, -78.880948000182 42.936268999302, -78.880782999771 42.936113999352, -78.880663999681 42.935981998663, -78.880613000028 42.935916999264, -78.880538000168 42.935819999289, -78.880426000401 42.93565199874, -78.880375999895 42.935566999318, -78.880075000409 42.935205998865, -78.879939999582 42.935066998753, -78.879891000021 42.935022999423, -78.879723000371 42.934901999241, -78.87954500026 42.934789999474, -78.879355999641 42.934686999223, -78.879158000407 42.934593999432, -78.878969999835 42.934520998765, -78.878774999839 42.934457999458, -78.878573999567 42.934404998814, -78.878370000056 42.93436199863, -78.877405999685 42.934225998657)))",8,36,029,006201,36029006201,62.01,Census Tract 62.01,G5020,S,477795,0,+42.9341905,-078.8834970,140,36,029,006201,36029006201,1549,834,527,8,55,1,70,54,199,1350,0,0,0,,,{A1F3D562-E3FE-4DB3-8646-90D7837C1788},0.000052689307022,0.032068396913593
"MULTIPOLYGON (((-78.798562000306 42.944098998711, -78.799035999673 42.943904998762, -78.799044663741 42.943901642492, -78.799689000096 42.94365199879, -78.803351999875 42.942192998985, -78.803350999829 42.942165998639, -78.803365999621 42.942146998663, -78.803659999684 42.942030998711, -78.804177000134 42.941824999108, -78.805680000169 42.941212998776, -78.806327000316 42.940949999243, -78.806889000142 42.940718999387, -78.807215999927 42.940582999413, -78.807124000183 42.940464999369, -78.806745999845 42.93994799892, -78.806745999845 42.939882998621, -78.807445999737 42.939600999112, -78.809312000318 42.938839999106, -78.809692999894 42.938684999156, -78.810388999602 42.938408999024, -78.810432999831 42.938391999139, -78.811170999677 42.938083999331, -78.812210999953 42.937657999479, -78.812989999889 42.937332998886, -78.813639000128 42.93733199884, -78.813643000313 42.937956998872, -78.813647999644 42.938623999042, -78.813647999644 42.939123998708, -78.813644000359 42.939289999165, -78.81364899969 42.939390999324, -78.813652999874 42.940201998937, -78.81365399992 42.94037699891, -78.813657000059 42.94095599862, -78.813658000105 42.941146999331, -78.813658000105 42.941686999042, -78.813659000151 42.941908999383, -78.813659000151 42.942479998724, -78.813659000151 42.942676998812, -78.813656000013 42.943376998704, -78.813656000013 42.94343499868, -78.813654999967 42.943597998999, -78.813671999851 42.944196998732, -78.813671999851 42.944950999315, -78.813671999851 42.944969999291, -78.813671999851 42.945831999456, -78.813671999851 42.945945999315, -78.813673999943 42.946679998976, -78.813673999943 42.946909998786, -78.81368000022 42.947409999351, -78.813687999689 42.947918999432, -78.813689999781 42.948183999057, -78.81370300038 42.948927999179, -78.813704000427 42.948965999132, -78.813503000154 42.948960998901, -78.813477999901 42.948996998762, -78.81337999988 42.949106999336, -78.813290000228 42.949184999335, -78.813173000231 42.949257999102, -78.813039000349 42.949321999355, -78.81286300033 42.949380999376, -78.812725000264 42.949412999053, -78.812526000084 42.949442998637, -78.811622999828 42.94943699926, -78.811541999691 42.949446998821, -78.81149300013 42.949458999374, -78.811298135033 42.949457303253, -78.80344899985 42.949388998846, -78.803408999805 42.94937999933, -78.803050533641 42.94937144408, -78.799038697639 42.949275702256, -78.798254999644 42.949256999056, -78.798377999918 42.948898998741, -78.79845499987 42.948657999323, -78.798453999824 42.94725799864, -78.798505000377 42.946163999472, -78.798544000376 42.945262999307, -78.798554999983 42.945055998759, -78.798562000306 42.944098998711)))",67,36,029,004300,36029004300,43,Census Tract 43,G5020,S,1199024,0,+42.9447596,-078.8071734,140,36,029,004300,36029004300,5975,922,4705,12,95,1,65,175,201,5774,2615,2274,341,,,{29BC4065-8C01-45B9-B3DC-31BB979A6C30},0.000132245444711,0.05004068392239
"MULTIPOLYGON (((-78.81149300013 42.949458999374, -78.811541999691 42.949446998821, -78.811622999828 42.94943699926, -78.812526000084 42.949442998637, -78.812725000264 42.949412999053, -78.81286300033 42.949380999376, -78.813039000349 42.949321999355, -78.813173000231 42.949257999102, -78.813290000228 42.949184999335, -78.81337999988 42.949106999336, -78.813477999901 42.948996998762, -78.813503000154 42.948960998901, -78.813704000427 42.948965999132, -78.81370300038 42.948927999179, -78.81430800039 42.948944999063, -78.817661000268 42.949019998923, -78.817822999642 42.949023999108, -78.817681000291 42.949544998842, -78.817656000038 42.949856998835, -78.819556000387 42.950056999061, -78.820056000053 42.9503569994, -78.820856000058 42.949656999508, -78.824664000226 42.952274998781, -78.824460999862 42.952457999123, -78.823765000154 42.953072998694, -78.822953999642 42.953793998654, -78.822745999946 42.953981999227, -78.822030000216 42.954628999373, -78.821072000122 42.955485999308, -78.82062800034 42.955883998769, -78.819907000379 42.956512998985, -78.819116999936 42.957199999177, -78.818880999849 42.957405998781, -78.818697852918 42.957567713969, -78.818693000176 42.957571999238, -78.818427999652 42.957675998636, -78.817675000014 42.957970998745, -78.815976999983 42.95863399873, -78.815790000357 42.958704999305, -78.814939999845 42.95903699932, -78.814282000091 42.959293999476, -78.813901999661 42.95944299915, -78.813868999939 42.959456998896, -78.812651999597 42.959944998908, -78.812125999632 42.960152999503, -78.811146000323 42.960539999356, -78.809011999979 42.961389998968, -78.808942000349 42.961415999267, -78.808829999683 42.959027998906, -78.808237535323 42.958973045833, -78.807869193705 42.958938880589, -78.807794999637 42.958931998977, -78.807734000423 42.957637998683, -78.80768299987 42.956542999469, -78.804332000084 42.956598999352, -78.803874999702 42.956409998734, -78.803877999841 42.955736999187, -78.803879999933 42.955006998812, -78.803880999979 42.954555998706, -78.804677999846 42.954583999098, -78.808658999894 42.954653998727, -78.808756999915 42.952259998989, -78.810355999879 42.952156998737, -78.810413999855 42.951459998984, -78.810489999761 42.951423999123, -78.810597000197 42.951343999032, -78.810687999895 42.95125399938, -78.810760999663 42.951155999359, -78.810815000353 42.951050999016, -78.810850000168 42.950941999387, -78.81079799957 42.949868999388, -78.810931000304 42.949768999275, -78.810938828003 42.949762809242, -78.811059999956 42.94966699907, -78.811222000229 42.94956099868, -78.811312999927 42.949514999258, -78.811410999948 42.949477999351, -78.81149300013 42.949458999374)))",72,36,029,004602,36029004602,46.02,Census Tract 46.02,G5020,S,1213159,0,+42.9544540,-078.8143912,140,36,029,004602,36029004602,1374,712,179,1,396,2,36,48,79,1295,1,1,0,,,{BE8C9813-E4F7-41EC-95F6-893A15C8024E},0.000133825722187,0.057603324992855
"MULTIPOLYGON (((-78.89337400011 42.957496999378, -78.893549000083 42.956637999351, -78.893665000034 42.956073999433, -78.893858999984 42.955119998625, -78.894324999881 42.952832999322, -78.895035000234 42.949535999327, -78.895341999997 42.947853999134, -78.89560999976 42.946382998775, -78.89585300017 42.944799998649, -78.896272999745 42.944626998768, -78.896833000378 42.944391998728, -78.897748000288 42.944008999059, -78.89807600012 42.943873999131, -78.899421000066 42.94331599949, -78.900318000046 42.942943999429, -78.900797999689 42.943868998901, -78.901257000163 42.944759999503, -78.901789000405 42.945797998788, -78.903584999558 42.945058998897, -78.904414 42.944715999274, -78.90485599969 42.944534999024, -78.905251999958 42.944362999189, -78.906946999851 42.943649998698, -78.90718500003 42.94412499901, -78.907354999773 42.9445799993, -78.907371999657 42.944635999183, -78.907525999561 42.945168999471, -78.907538000114 42.94520799947, -78.907597000136 42.945653999345, -78.907155000446 42.946125998619, -78.905922000266 42.94743099942, -78.905431000116 42.947950999109, -78.905022000148 42.948382999237, -78.904716000431 42.94870799893, -78.904253999819 42.949198999081, -78.903804999806 42.949685999047, -78.903272999565 42.950259999426, -78.902720000153 42.950853998928, -78.902623000179 42.950957999225, -78.902230000049 42.951379998893, -78.90217300012 42.951440999007, -78.901622999948 42.952027999086, -78.901579999764 42.952074999454, -78.901067000398 42.952620999442, -78.901049999615 42.952642998657, -78.90054199958 42.953186999452, -78.900527999834 42.953201999244, -78.899977999662 42.953791999461, -78.899431999674 42.954376999448, -78.899351999584 42.95446199887, -78.898937000239 42.954902999413, -78.898760000173 42.955090999086, -78.898464000019 42.955410999448, -78.898108999842 42.955795999209, -78.897754999712 42.956174998693, -78.897402999674 42.9565479988, -78.89707299975 42.956893999461, -78.896696000358 42.95729999929, -78.896073999565 42.957971998791, -78.89551699997 42.958573998662, -78.893519999646 42.957575999422, -78.89337400011 42.957496999378)))",5,36,029,005700,36029005700,57,Census Tract 57,G5020,S,956845,0,+42.9497231,-078.8992508,140,36,029,005700,36029005700,2923,1892,504,68,48,1,256,154,791,2132,1345,1168,177,,,{ED4EEB37-ABDD-4B29-9025-C5E55A1DC95C},0.000105543340309,0.048780213519479
